community_id,tbrc_id,community_name,description
904,NULL,Nangtseshar,"<p>
	Nangtseshar is known primarily as the prison and courthouse of Lhasa city (the Shol area at the base of the Potala had its own court and jail). Prior to its use as a court and prison in the eighteenth century, it was the seat and residence of a nobleman known as the Tolung Nangtse Depa. The large building contains many fine architectural details. It is located in the northern Barkhor area, next to the walls of the <a href=""/geographies/view/Jokhang/TBRC_G4261"">Jokhang</a>, although it does not have access points leading directly into the Jokhang. A dungeon was used to hold serious offenders, while an upper story held women and petty offenders. An outdoor staircase was the site of public executions. Scholar and artist <a href=""/biographies/view/Gendun-Chopel/TBRC_P219"">Gendun Chopel</a> was imprisoned in Nangtsehar in the 1940s.&nbsp;</p>
"
905,G222,Potala,"<p>
	The Potala Palace, named after the mountain home of the bodhisattva Avalokiteśvara, looms high above the city of Lhasa on Marpori (red mountain) to the northwest of the <a href=""/geographies/view/Jokhang/TBRC_G4261"">Jokhang</a>. The current structure is thirteen stories tall, making it one of the world&#39;s tallest buildings to have pre-existed the modern skyscraper. &nbsp;It is considered a masterpiece that represents the pinnacle of classical Tibetan architectural style and highlights the ingenuity of the Palace&#39;s artisans and builders who were constrained by limited resources. It was designated a UNESCO world heritage site in 1994.</p>
<p>
	The existing palace is largely attributed to the <a href=""/biographies/view/Fifth-Dalai-Lama/TBRC_P37"">Fifth Dalai Lama</a>, who undertook an immense expansion of the original structure, which is dated to the year 637 during the reign of <a href=""/biographies/view/Songtsen-Gampo/TBRC_P8067"">Songtsen Gampo</a>. Some sources say that the original palace was eleven stories high, although it is possible it was considerably smaller. Several chapels, notably the Pakpa Lhakhang, are said to date from the time of Songsten Gampo. The Fifth Dalai Lama began building the White Palace upon the original foundation in 1645, with construction continuing until 1653. Thousands of workers and artisans hailing from near and far took part in the project. &nbsp;It would become the seat of the Ganden Podrang government (previously located at <a href=""/geographies/view/Drepung/TBRC_G108"">Drepung</a>), and the winter home of the Dalai Lamas (in summer, they resided at <a href=""/geographies/view/Norbulingka-Palace/TBRC_G4145"">Norbulingka Palace</a>). &nbsp;When the Fifth Dalai Lama passed away in 1682, his Regent, <a href=""/biographies/view/Desi-Sanggye-Gyatso/TBRC_P421"">Desi Sanggye Gyatso</a>, continued the expansion and completed the building of the Red Palace in 1694, all the while managing to cover-up the Dalai Lama&#39;s death. The structure is located at the center of the White Palace and extends several stories upward. It was used for religious purposes, containing many chapels and halls. Reliquaries for the Fifth Dalai Lama, and the <a href=""/biographies/view/Seventh/TBRC_P179"">Seventh</a> through twelfth&nbsp;Dalai Lamas are held in the Red Palace.</p>
<p>
	When Lhasa was attacked by the Dzungars in the early eighteenth century, the Potala was also damaged, and presumably many treasures went missing or were destroyed. Shelling during the Lhasa uprising in 1959 damaged the fa&ccedil;ade and once again works of art and texts were stolen and destroyed. Since that time, multiple phases of restoration have occurred. Today, the Potala functions as a museum; the influx of tourists presents challenges to ongoing conservation efforts. The Potala was surrounded by a walled neighborhood, the Shol, which was a center of administrative activity and included the <a href=""/geographies/view/Ngul-Parkhang/TBRC_TOL888"">Ngul Parkhang</a> (treasury), <a href=""/geographies/view/Makchikhang/TBRC_G1KT3"">Makchikhang</a> (armory), <a href=""/geographies/view/Zhol-Parkhang/TBRC_G1PD129185"">Shol Parkhang</a> (Shol printery), to name just a few.</p>
"
906,G4145,Norbulingkha,"<p>
	Located to the west of Lhasa, the Norbulingkha Palace was established during the time of the <a href=""/biographies/view/Seventh-Dalai-Lama/TBRC_P179"">Seventh Dalai Lama</a>, who selected the location based on natural springs onsite believed to benefit his health. Construction on the first building of the complex, Uyab Podrang, was completed around 1755. Over time, subsequent Dalai Lamas, who came to use Norbulingkha as summer residence (the Winter Palace was located in the <a href=""/geographies/view/Potala's/TBRC_G222"">Potala&#39;s</a> White Palace), commissioned additional buildings. Norbulingkha contains palace buildings, government buildings, and the opera grounds where outdoor performances are held.</p>
<p>
	In March of 1959, Norbulingka was an important site of resistance to Chinese occupation. Crowds of Tibetans surrounded the palace in an effort to guard the Fourteenth Dalai Lama, who was inside the complex, having declined an invitation to attend a performance at the Chinese military camp. When the palace was subsequently shelled on March 17th, the Dalai Lama and a small party escaped to India through Lhoka, stopping at Lhuntse Dzong, where he repudiated the 17-Point Agreement.</p>
<p>
	Today, Norbulingkha, with its large gardens, fine buildings and art, outdoor performances and summer festivals, is a popular tourist site functioning as a museum. A significant rehabilitation effort began in 2003. It joined the Potala and <a href=""/geographies/view/Jokhang/TBRC_G4261"">Jokhang</a> as a UNESCO World Heritage Site in 2001.</p>
"
907,G248,Sera Ngakpa Dratsang,"<p>
	Sera Ngagkpa Dratsang, the Tantric college of <a href=""/geographies/view/Sera-Monastery/TBRC_G154"">Sera Monastery</a>, was established initially in 1419 by <a href=""/biographies/view/Jamchen-Choje-Shākya-Yeshe/TBRC_P3450"">Jamchen Choje Shākya Yeshe</a> and expanded in the eighteenth century by Lhazang Khan. It was initially the gathering hall for Sera and when a new gathering hall was constructed, the Ngakpa college expanded from its smaller building to the former gathering hall. The original building was then used as a ritual college. The Tantric College is the smallest of the three surviving colleges of Sera.</p>
"
908,G153,Drepung Deyang College,"<p>
	One of only four colleges of <a href=""/geographies/view/Drepung/TBRC_G108"">Drepung</a> still functioning, albeit only partially, Deyang Dratsang was founded in in 1440 by&nbsp;Chokpa Jangchup Penden. &nbsp;</p>
"
909,G2CN11048,Drepung Ngakpa Dratsang,"<p>
	Drepung Ngakpa Dratsang, the tantric college of <a href=""/geographies/view/Drepung-Monastery/TBRC_G108"">Drepung Monastery</a>, is one of four surviving colleges of the monastery. It was founded in 1419, and may have even existed before Drepung monastery. Following studies at Drepung Ngakpa Dratsang, students would continue at <a href=""/geographies/view/Gyuto/TBRC_G236"">Gyuto</a> or <a href=""/geographies/view/Gyume/TBRC_G394"">Gyume</a>, both located in Lhasa city. One of the college&#39;s temples contains relics of <a href=""/biographies/view/Ra-Lotsawa/TBRC_G3143"">Ra Lotsāwa</a>.&nbsp;&nbsp;</p>
"
910,NULL,Nyarma,"<p>
	Nyarma, a monastic complex located near <a href=""/geographies/view/Tikse/TBRC_G505"">Thikse</a> in Ladakh, was founded around the year 1000 by <a href=""/biographies/view/Rinchen-Zangpo/TBRC_P753"">Rinchen Zangpo</a>, and under the patronage of the Guge King <a href=""/biographies/view/Lha-Lhama-Yeshe-O/TBRC_P8344"">Lha Lhama Yeshe O</a>. It was the Margyul region&#39;s main center of Buddhist activity around the the first millenium, however over time it has suffered due to invasions and exposure to the elements. Recent efforts have been made to reconstruct the large complex, which contains over five temples and dozens of stupas.</p>
"
911,NULL,Darpoling Tsenkhang,"<p>
	Darpoling Tsenkhang was founded by the <a href=""/biographies/view/First-Dalai-Lama/TBRC_P80"">First Dalai Lama</a> in the fifteenth century, though the extant structure was reconstructed in the 1950s. During the time of the <a href=""/biographies/view/Fifth-Dalai-Lama/TBRC_P37"">Fifth Dalai Lama</a>, Darpoling became affiliated with <a href=""/geographies/view/Namgyel-Dratsang/TBRC_G4249"">Namgyel Dratsang</a> (<a href=""/geographies/view/Potala/TBRC_G222"">Potala</a>). The complex was home to the Darpoling Oracle, who had the important role providing counsel to Dalai Lamas. In addition, the Darpoling Oracle took part in ritual-dance during the annual Monlam Chenmo festival. &nbsp;In 1996, part of the complex was demolished and turned into public housing.&nbsp; An oracle is not currently installed, however, the main building has been restored and is under the management of Keutsang Ritro (<a href=""/geographies/view/Sera/TBRC_G154"">Sera</a>).</p>
"
912,G4553,Tsepak Lhakhang,"<p>
	Tsepak Lhakhang, located near the <a href=""/geographies/view/Ramoche/TBRC_G4552"">Ramoche</a> temple, is said to have been founded by <a href=""/biographies/view/Songtsen-Gampo/TBRC_P8067"">Songtsen Gampo</a> in the seventh century. This popularly held belief is unsupported by historical documentation; the complex was likely built between the eleventh and thirteenth centuries, as it maintains archaic architectural details uncommon in later buildings. As such, it is one of the older functioning temples of Lhasa.&nbsp;</p>
<p>
	It is a two-story stone building that was partially turned into housing in 1966 and has undergone periods of restoration beginning in the 1980s. Tsepak Lhakhang was originally dedicated to the recitation of long-life prayers and is maintained by the monks of <a href=""/geographies/view/Shide-Dratsang/TBRC_G1KR841 "">Shide Dratsang</a>. Following the destruction of Shide Dratsang, the monks have moved to this small temple. It remains an active monastic community.</p>
"
913,G1KR829,Trode Khangsar,"<p>
	Trode Khangsar, located south of the Barkhor, is small chapel dedicated to the controversial protector deity Dorje Shukden (also known as Dogyel Shukden). According to Larsen&#39;s <cite>Atlas</cite>, it was originally constructed around 1670 during the time of the <a href=""/biographies/view/Fifth-Dalai-Lama/TBRC_P37"">Fifth Dalai Lama</a>. &nbsp;Andre Alexander notes in his <cite>Temples of Lhasa&nbsp;</cite>that the first written account of this temple is found in a 1744 survey of Geluk temples. According to lore, the spirit of the <a href=""/biographies/view/Sonam-Drakpa-Gyeltsen/TBRC_P1729"">Sonam Drakpa Gyeltsen</a>, the Drepung monk who died under mysterious circumstances, first manifested as Dorje Shukden at this site.</p>
<p>
	Many of the chapel&#39;s murals were damaged or over-painted during the Cultural Revolution, but nonetheless the chapel still maintains some fine older architectural details. For a time beginning in the 1960s, the building was given to the Tibetan Opera Troupe. In 1986, monks of&nbsp;<a href=""http://beta.treasuryoflives.org/geographies/view/Riwo-Choling/TBRC_G4458"">Riwo Choling</a>&nbsp;began restoration, residing at and acting as caretakers of the site.</p>
"
914,G4458,Riwo Choling,"<p>
	Riwo Choling, a Geluk monastery located near Nedong in the Yarlung Valley, was founded in the fifteenth century by Choje Dondrub Pel, a student of <a href=""/biographies/view/Tsongkhapa./TBRC_P37"">Tsongkhapa.</a>&nbsp; In recent times the site consists largely of ruins. The monks of Riwo Choling act as caretakers of the nearby Yumbu Lagang Palace. In addition, Lhasa&#39;s <a href=""/geographies/view/Trode-Khangsar/TBRC_G1KR829"">Trode Khangsar</a> is also maintained by monks from Riwo Choling.&nbsp;</p>
"
915,G270,Mentsikhang,"<p>
	Mentsikhang, known also as the Institute of Tibetan Medicine and Astrology, was founded in 1916 by <a href=""/biographies/view/Tekhang-Jampa-Tubwang/TBRC_P2181"">Tekhang Jampa Tubwang</a>&nbsp;under the leadership of the <a href=""/biographies/view/Thirteenth-Dalai-Lama/TBRC_P197"">Thirteenth Dalai Lama</a>. <a href=""/biographies/view/Khyenrab-Norbu/TBRC_P227"">Khyenrab Norbu</a> was also instrumental to Mentsikhang&#39;s founding and development. The original two-story building still stands near a taller complex to its east that contains offices and patient facilities. Founded as a college for the study and practice of traditional Tibetan medicine, the Lhasa Menstikhang continues to act as a medical facility, currently under the auspices of the Health Bureau of the Tibetan Autonomous Region. A medical facility of the same name, spelled <a href=""/geographies/view/Men-tsee-khang/TBRC_TOL1530"">Men-tsee-khang</a>, is modeled on the original Mentsikhang. It was established in exile under the guidance of the Fourteenth Dalai Lama in 1961.</p>
"
917,G8LS12773,Nyimalung Monastery,"<p>
	Nyimalung, a Nyingma monastery in Bhutan, was established by <a href=""/biographies/view/Doring-Tulku-Jamyang-Kunzang-Lunrik-Chokyi-Nyima/TBRC_P2JM501"">Doring Tulku Jamyang Kunzang Lunrik Chokyi Nyima</a> in the first half of the twentieth century.&nbsp;</p>
"
920,G8LS12072 ,Labrang Kālacakra College,"<p>
	Dukhor Dratsang Evam Chokhor Ling (dus &#39;khor grwa tshang e wam chos &#39;khor gling), popularly known as Dukhor Dratsang, meaning &lsquo;Kālacakra College,&rsquo; is one of the four Tantric colleges of <a href=""/geographies/view/Labrang-Tashikhyil/TBRC_G162"">Labrang Tashikhyil</a> (bla brang bkra shis &#39;khyil) Monastery, the others being Gyume Dratsang (rgyud smad grwa tshang), Gyuto Dratsang (rgyud stod grwa tshang), and <a href=""/geographies/view/Kyedor-Dratsang/TBRC_G3212"">Kyedor Dratsang</a> (kya&#39;i rdor grwa tshang). Labrang also has two non-tantric monastic colleges&mdash;<a href=""/geographies/view/Tsenyi-Dratsang/TBRC_TBRC-ID"">Tsenyi Dratsang</a> (mtshan nyid grwa tshang) and <a href=""/geographies/view/Menpa-Dratsang/TBRC_G1716"">Menpa Dratsang</a> (sman pa grwa tshang).</p>
<p>
	Dukhor Dratsang was established by the <a href=""/biographies/view/Second-Jamyang-Zhepa,-Konchok-Jigme-Wangpo/TBRC_P169"">Second Jamyang Zhepa, Konchok Jigme Wangpo</a> (jam dbyangs bzhad pa 02 dkon mchog &#39;jigs med dbang po, 1728&ndash;1791), in 1763. The college is dedicated to the preservation and dissemination of the practice of Kālacakra Tantra (dus kyi &#39;khor lo&#39;i rgyud, rdo rje rgyud) in Amdo.</p>
"
921,G1716,Labrang Medical College,"<p>
	Menpa Dratsang Sorik Zhenphen Ling (sman pa grwa tshang gso rig gzhan phan gling), more popularly known as Menpa Dratsang, meaning ‘Medical College,’ is one of the six monastic colleges of&nbsp;<a href=""/geographies/view/Labrang-Tashikhyil/TBRC_G162"">Labrang Tashikhyil</a> (bla brang bkra shis 'khyil) Monastery. The others include a college for philosophical studies—Tsenyi Dratsang (mtshan nyid grwa tshang)—and four monastic colleges for tantric studies—Gyume Dratsang (rgyud smad grwa tshang), Gyuto Dratsang (rgyud stod grwa tshang), <a href=""/geographies/view/Dukhor-Dratsang/TBRC_G8LS12072"">Dukhor Dratsang</a> (dus 'khor grwa tshang) and <a href=""/geographies/view/Kyedor-Dratsang/TBRC_G3212"">Kyedor Dratsang</a> (kya'i rdor grwa tshang).<br />
	<br />
	Menpa Dratsang was established by the <a href=""/biographies/view/Second-Jamyang-Zhepa,-Konchok-Jigme-Wangpo/TBRC_P169"">Second Jamyang Zhepa, Konchok Jigme Wangpo</a> (jam dbyangs bzhad pa 02 dkon mchog 'jigs med dbang po, 1728–1791), in 1784. The college is dedicated to the study and practice of traditional medicine and astrology in Amdo.</p>
"
922,G3212 ,Labrang Hevajra College,"<p dir=""ltr"">
	Kyedor Sangak Dargye Ling Dratsang (kya&#39;i rdor gsang sngags dar rgyas gling grwa tshang), or Kyedor Dratsang (kya&#39;i rdor grwa tshang), meaning &lsquo;Hevajra College,&rsquo; is one of the four Tantric colleges of <a href=""/geographies/view/Labrang-Tashikhyil/TBRC_G162"">Labrang Tashikhyil</a> (bla brang bkra shis &#39;khyil) Monastery, the others being Gyume Dratsang (rgyud smad grwa tshang), Gyuto Dratsang (rgyud stod grwa tshang), and <a href=""/geographies/view/Dukhor-Dratsang/TBRC_G8LS12072"">Dukhor Dratsang</a> (dus &#39;khor grwa tshang). Labrang also has two non-tantric monastic colleges&mdash;Tsenyi Dratsang (mtshan nyid grwa tshang) and <a href=""/geographies/view/Menpa-Dratsang-/TBRC_G1716"">Menpa Dratsang </a>(sman pa grwa tshang).&nbsp;</p>
<p dir=""ltr"">
	The college was established in 1879/1881 by the <a href=""/biographies/view/Fourth-Jamyang-Zhepa,-Kelzang-Tubten-Wangchuk-/TBRC_P1470"">Fourth Jamyang Zhepa, Kelzang Tubten Wangchuk </a>(&#39;jam dbyangs bzhad pa 04 skal bzang thub bstan dbang phyug, 1856&ndash;1916). It focuses on the practice of Hevajra Tantra (kyai rdo rje&#39;i rgyud).</p>
"
923,NULL,Mejung Tosam Ling,"<p dir=""ltr"">
	Mejung Tosam Ling (rmad byung thos bsam gling), more popularly known as Tsenyi Dratsang (mtshan nyid grwa tshang), meaning ‘Philosophy College,’ is one of the six monastic colleges of Labrang Tashikhyil (G162 bla brang bkra shis 'khyil) Monastery. The others include a college for medical studies—<a href=""/geographies/view/Menpa-Dratsang/TBRC_G1716"">Menpa Dratsang</a> (sman pa grwa tshang)—and four monastic colleges for tantric studies—Gyume Dratsang (rgyud smad grwa tshang), Gyuto Dratsang (rgyud stod grwa tshang), <a href=""/geographies/view/Dukhor-Dratsang/TBRC_G8LS12072"">Dukhor Dratsang</a> (dus 'khor grwa tshang) and <a href=""/geographies/view/Kyedor-Dratsang/TBRC_G3212"">Kyedor Dratsang</a> (kya'i rdor grwa tshang).&nbsp;</p>
<p dir=""ltr"">
	The <a href=""/biographies/view/First-Jamyang-Zhepa,-Jamyang-Zhepai-Dorje-/TBRC_P423"">First Jamyang Zhepa, Jamyang Zhepai Dorje </a>('jam dbyangs bzhad pa 01 'jam dbyangs bzhad pa'i rdo rje, 1648–1721/1722) founded Labrang Monastery in 1710 and introduced academic and religious curriculum drawn from the three central Gelukpa monasteries in Central Tibet, in particular, the <a href=""/geographies/view/Gomang-College/TBRC_G109"">Gomang College</a> (sgo mang grwa tshang) of <a href=""/geographies/view/Drepung/TBRC_G108"">Drepung</a> ('bras psungs) Monastery. In 1716, he founded Gyupa Dratsang (rgyud pa grwa tshang), a college for tantric studies.&nbsp; After that, the non-tantric monastic academia at Labrang Monastery came to be known as Tsenyi Dratsang or the Philosophy School. Administration and infrastructure of Tsennyi was further developed under the <a href=""/biographies/view/Second-Jamyang-Zhepa,-Konchok-Jigme-Wangpo/TBRC_P169"">Second Jamyang Zhepa, Konchok Jigme Wangpo</a> ('jam dbyangs bzhad pa 02 dkon mchog 'jigs med dbang po 1728–1791).</p>
"
924,G1951,Kumbum Tantric College,"<p>
	The Tantric College is one of four colleges of <a href=""/geographies/view/Kumbum-Jampa-Ling-Monastery/TBRC_G160"">Kumbum Jampa Ling Monastery</a>. It was built by <a href=""/biographies/view/Choje-Lekpa-Gyatso/TBRC_P4391"">Choje Lekpa Gyatso</a> in 1649.</p>
"
925,G1945,Kumbum Medical College,"<p>
	The Kumbum Medical College, one of four colleges at <a href=""/geographies/view/Kumbum-Jampa-Ling/TBRC_G160"">Kumbum Jampa Ling</a>, was founded in 1725.</p>
"
926,G1710,Kumbum Kālacakra College,"<p>
	The Kālacakra College, or Dukhor Dratsang, is one of four colleges at <a href=""/geographies/view/Kumbum-Jampa-Ling-Monastery/TBRC_G160"">Kumbum Jampa Ling Monastery</a>, was established in 1820.</p>
"
927,NULL,Kumbum Debate College,"<p>
	The Kumbum Debate College, one of four colleges at <a href=""/geographies/view/Kumbum-Jampa-Ling/TBRC_G160"">Kumbum Jampa Ling</a>, was built in 1612 by <a href=""/biographies/view/Duldzin-Ozer-Gyatso/TBRC_P8LS12076"">Duldzin Ozer Gyatso</a>.</p>
<p>
	&nbsp;</p>
"
928,G2CN11043,Zhitro Lhakhang,"<p>
	Zhitro Lhakhang, also known as Yidam Lhakhang, is a Nyingma temple located in the Jebumgang neighborhood north of the Barkhor. The current building was constructed in 1913, though it might have been preexisted by an earlier temple on the same site. It was managed by lay-devotees who sponsored resident lamas. There are remants of murals, however many older details have been repainted. In recent times, the courtyard functioned as the kitchen of a noodleshop. This site is notable because it is the oldest remaining lay-sponsored temple in Lhasa.&nbsp;</p>
"
934,G311,Zhitok Labrang,"<p>
	The Zhitok Labrang was one of four dynastic palaces of <a href=""/geographies/view/Sakya-Monastery/TBRC_G880"">Sakya Monastery</a>. It was located on the northern side of the Trumchu river. Zhitok Labrang, along with the other palaces save for Ducho Labrang, is not extant.</p>
"
935,G312,Rinchen Gang Labrang,"<p>
	The Rinchen Gang Labrang, one of four dynastic houses of <a href=""http://treasuryoflives.org/geographies/view/Sakya-Monastery/TBRC_G880"">Sakya Monastery</a>, was established in the late thirteenth century by the Sakya Ponchen&nbsp;<a href=""/biographies/view/Rinchen-Zangpo/TBRC_P2219"">Kunga Zangpo</a>.</p>
"
936,G466,Ducho Labrang,"<p>
	The Ducho Labrang was one of four dynastic houses of <a href=""/geographies/view/Sakya-Monastery/TBRC_G880"">Sakya Monastery</a>. It is the sole remaining <em>labrang</em> at Sakya. In the eighteenth century it was divided into two palaces by two sons the <a href=""http://treasuryoflives.org/biographies/view/Thirty-second-Sakya-Tridzin,-Wangdu-Nyingpo/TBRC_P807"">Thirty-second Sakya Tridzin, Wangdu Nyingpo</a>: the <a href=""http://treasuryoflives.org/geographies/view/Drolma-Podrang/TBRC_G4445"">Drolma Podrang</a>, established by <a href=""http://treasuryoflives.org/biographies/view/Pema-Dudul-Wangchuk/TBRC_P808"">Pema Dudul Wangchuk</a>, and the <a href=""http://treasuryoflives.org/geographies/view/Puntsok-Podrang/TBRC_G232"">Puntsok Podrang</a>, established by <a href=""http://treasuryoflives.org/biographies/view/Kunga-Rinchen/TBRC_P9102"">Kunga Rinchen</a>.</p>
"
937,G436,Lhakhang Labrang,"<p>
	The Lhakhang Labrang was one of four dynastic houses of <a href=""/geographies/view/Sakya-Monastery/TBRC_G880"">Sakya Monastery</a>. It was established in the late thirteenth century by the Sakya Ponchen <a href=""/biographies/view/Rinchen-Zangpo/TBRC_P2219"">Rinchen Zangpo</a>.</p>
"
938,G4445,Dolma Podrang,"<p>
	The Drolma Podrang, one of two palaces belonging to the <a href=""/geographies/view/Ducho-Labrang/TBRC_G466"">Ducho Labrang</a> of <a href=""/geographies/view/Sakya-Monastery/TBRC_G880"">Sakya Monastery</a>, was established in the nineteenth century by <a href=""/biographies/view/Pema-Dudul-Wangchuk/TBRC_P808"">Pema Dudul Wangchuk</a>.</p>
"
939,G232,Puntsok Podrang,"<p>
	The Puntsok Podrang, one of two palaces belonging to the <a href=""/geographies/view/Ducho-Labrang/TBRC_G466"">Ducho Labrang</a> of <a href=""/geographies/view/Sakya-Monastery/TBRC_G880"">Sakya Monastery</a>, was established in the nineteenth century by <a href=""/biographies/view/Kunga-Rinchen/TBRC_P9102"">Kunga Rinchen</a>.</p>
"
941,G8LS12302,Rongwo Tantric College,"<p>
	The Tantric College at <a href=""/geographies/view/Rongwo/TBRC_G163"">Rongwo</a>, one of three colleges at the monastery, was established by the <a href=""/biographies/view/Second-Rongwo-Drubchen,-Ngawang-Trinle-Gyatso/TBRC_P409"">Second Rongwo Drubchen, Ngawang Trinle Gyatso</a> in 1734.</p>
"
942,G8LS12318,Rongwo Kālacakra College,"<p>
	The Kālacakra College at <a href=""/geographies/view/Rongwo-Monastery/TBRC_G163"">Rongwo Monastery</a> was founded in 1773 by the <a href=""/biographies/view/Third-Rongwo-Drubchen,-Gendun-Trinle-Rabgye/TBRC_P312"">Third Rongwo Drubchen, Gendun Trinle Rabgye</a>.</p>
"
943,G1KR1564,Samdrub Gonsar,"<p>
	Samdrub Gonsar is a Sakya monastery that was established in the early sixteenth century</p>
"
944,G3473,Ngangkyel Chode,"<p>
	Nangkyel Chode, located in the Nyel valley in Southern Tibet, was established by <a href=""/biographies/view/Drubtob-Tsangzhikpa/TBRC_P1AG8"">Drubtob Tsangzhikpa</a>, a Drigung Kagyu master who was a disciple of <a href=""/biographies/view/Jikten-Gonpo/TBRC_P16"">Jikten Gonpo</a>. It was converted to Geluk, but it is not clear when.</p>
"
945,G1AG12,Legon Chokyi Podrang ,"<p>
	Legon Chokyi Podrang, a Kagyu monastery in Drayab, Kham, was established by <a href=""/biographies/view/Drubtok-Nyakre-Sewo/TBRC_P1KG4203"">Drubtok Nyakre Sewo</a>, a disciple of <a href=""/biographies/view/Pakmodrup/TBRC_P127"">Pakmodrupa</a>&nbsp;and <a href=""/biographies/view/Jikten-Gonpo/TBRC_P16"">Jikten Gonpo</a>.</p>
"
947,G2KR132,Ikh Khuree,"<p>
	<span class=""s1"">Ikh Khuree refers to the monastic-city complex that evolved in to the modern day capital of Mongolia, Ulaan Baatar (Ulan Bator). The settlement, nomadic until 1855, was founded by<a href=""http://beta.treasuryoflives.org/biographies/view/-Zanabazar,-the-First-Khalka-Jetsundampa/TBRC_P5779"">&nbsp;Zanabazar, the First Khalka Jetsundampa</a>,&nbsp;in the seventeenth century. It became known as Ikh or Da Khuree during the time of the&nbsp;<a href=""http://beta.treasuryoflives.org/biographies/view/Second-Jetsundampa/TBRC_P4614"">Second Jetsundampa</a>, who made Urga his primary residence, a practiced followed by the proceeding incarnations until the ninth incarnation,&nbsp;<a href=""http://beta.treasuryoflives.org/biographies/view/Jampel-Namdrol-Chokyi-Gyeltsen/TBRC_P8697"">Jampel Namdrol Chokyi Gyeltsen</a>.</span><span class=""s1"">&nbsp;</span><span class=""s1"">In 1778, the nomadic city began to occupy the area within the Tuul river valley, surrounded by four sacred mountains. Da Khure was a center of religious activity, containing numerous temples, assembly halls and colleges, while also being the administrative center of Khalkha Mongolia, which was under Manchu control until 1911. Charles Bawden wrote that pre-Communist Urga rivaled Lhasa in artistic splendor. When the Mongolian People&rsquo;s Republic was formed in 1924, Da Khure became known as Ulaan Bataar (Red Warrior). &nbsp;Buddhism was harshly repressed, leading to the execution of monastics and destruction of Buddhist sites. Until 1990, public religious activity was forbidden, and since then a revival has seen the restoration and rebuilding of Buddhist temples and colleges.</span></p>
"
949,G205,Tashi Tongmon,"<p>
	Tashi Tongmon was established for the <a href=""/biographies/view/Third-Drukchen,-Jamyang-Chodrak/TBRC_P870"">Third Drukchen, Jamyang Chodrak</a>, in the late fifteenth century. It was built after Jamyang Chodrak, a member of the <a href=""/communities/view/Ja/TBRC_C11MS175"">Ja</a> clan rather than the <a href=""/communities/view/Gya/TBRC_TOL86"">Gya</a> clan, which controlled <a href=""/geographies/view/Ralung/TBRC_G3582"">Ralung</a>, was not permitted to assume control of Ralung.</p>
"
951,G3528,Samye Chimpu,"<p>
	Chimpu is a hermitage cave complex above <a href=""/geographies/view/Samye-Monastery/TBRC_G287"">Samye Monastery</a>&nbsp;that has been particularly favored by Nyingma practitioners, as it has strong association with both <a href=""/biographies/view/Padmsasambhava/TBRC_P4956"">Padmsasambhava</a> and <a href=""/biographies/view/Yeshe-Tsogyel/TBRC_P7695"">Yeshe Tsogyel</a>. There is a reliquary stūpa to <a href=""/biographies/view/Longchenpa/TBRC_P1583"">Longchenpa</a> (Longchen Dungbum) near an area where the <a href=""/biographies/view/Third-Karmapa/TBRC_P66"">Third Karmapa</a> spent six months in retreat.&nbsp;<a href=""/biographies/view/Jigme-Lingpa/TBRC_P314"">Jigme Lingpa</a> experienced visions of <a href=""/biographies/view/Longchenpa/TBRC_P1583"">Longchenpa</a> at a cave named Sawa Metok. Religious practice at the site is said to predate Buddhism. Among the may caves at Chimphu is Drakmar Keutsang, which is noted as Padmasambhava&#39;s primary Samye residence.</p>
"
952,G11MS147,Tanak Dorjeden,"<p>
	Tanak Dorjeden is a Shangpa Kagyu monastery that was founded by <a href=""/biographies/view/Pago-Kunga-Zangpo/TBRC_P11MS148"">Pago Kunga Zangpo</a>, the great-grandfather of <a href=""/biographies/view/Gendun-Gyatso/TBRC_P84"">Gendun Gyatso</a>, the Second Dalai Lama, who was born there.&nbsp;</p>
"
954,G3467,Dzaka,"<p>
	Dzaka is a Nyingma monastery located in Pelyul county. It was founded in the fifteenth century.&nbsp;</p>
"
955,G1676,Tsashul,"<p>
	Tsashul, a Nyingma monastery located near Derge in Kham, was founded in 1790 by <a href=""/biographies/view/Getse-Pandita-Gyurme-Tsewang-Chokdrub&nbsp;&nbsp;/TBRC_P2943"">Getse Pandita Gyurme Tsewang Chokdrub</a>.&nbsp;</p>
"
956,G1AG36,Ngedongyi Chozhi Gonde,"<p>
	Ngedongyi Chozhi Gonde, a Jonang monastery in Minyak, was established by <a href=""/biographies/view/Jampa-Khawoche/TBRC_P2462"">Jampa Khawoche</a> in the fourteenth century.</p>
"
957,G1AG33,Dartsang Kelzang Monastery,"<p>
	Dartsang Kelzang Monastery in Serta was established by Yungshul Dungchok Dorje and Tashil Tsedrubkyab in 1871, as a branch of Taktse Monastery, also in Serta, which was a branch of <a href=""/geographies/view/Katok/TBRC_G17"">Katok</a>. They invited&nbsp;<a href=""/biographies/view/Dudjom-Lingpa/TBRC_P705"">Dudjom Lingpa</a>&nbsp;to serve as abbot around the year 1890. He built it into a a major center of Nyingma activity. He was the seat of his son <a href=""/biographies/view/Drime-Wozer/TBRC_P707"">Drime Wozer</a> and <a href=""/biographies/view/Sera-Khandro/TBRC_P742"">Sera Khandro</a>.&nbsp;</p>
"
958,G2065,Gyelteng Monastery,"<p>
	Gyelteng Monastery was a small Kadam institution in Meldro.</p>
"
