TOL ID,TBRC RID,Primary name,Wylie title,Wylie name,Wylie script,Birth year,Birth year approximate,Birth year alternate,Birth century,Death year,Death year approximate,Death year alternate,Death century,Gender,Name display phonetic,Name display Wylie,Ordinal,Wikidata ID
8603,P6029,"The Third Nyingon Choktrul, Zhenpen Dorje",nyin dgon mchog sprul,gzhan phan rdo rje,གཞན་ཕན་རྡོ་རྗེ།,,0,,74,,0,,76,M,"The Third Nyingon Choktrul, Zhenpen Dorje",nyin dgon mchog sprul 03 gzhan phan rdo rje,3,
8584,P6011,"The Second Nyingon Choktrul, Wosel Dorje Nyingpo",nyin dgon mchog sprul,od gsal rdo rje snying po,འོད་གསལ་རྡོ་རྗེ་སྙིང་པོ།,,0,,71,,0,,74,M,"The Second Nyingon Choktrul, Wosel Dorje Nyingpo",nyin dgon mchog sprul 02 'od gsal rdo rje snying po,2,
8616,P6040,"The First Nyingon Choktrul, Jangchub Dorje",nyin dgon mchog sprul,byang chub rdo rje,བྱང་ཆུབ་རྡོ་རྗེ།,,0,,67,,0,,70,M,"The First Nyingon Choktrul, Jangchub Dorje",nyin dgon mchog sprul 01 byang chub rdo rje,1,
13148,P3JM110,"The First Dzogchen Kongtrul, Konchok Tenpai Gyeltsen",rdzogs chen kong sprul,dkon mchog bstan pa'i rgyal mtshan,དཀོན་མཆོག་བསྟན་པའི་རྒྱལ་མཚན།,1900,1,,,1952,1,,,M,"The First Dzogchen Kongtrul, Konchok Tenpai Gyeltsen",rdzogs chen kong sprul 01 dkon mchog bstan pa'i rgyal mtshan,1,
13149,P3AG39,"The Second Dzogchen Kongtrul, Konchok Jigme Wangpo",rdzogs chen kong sprul,dkon mchog 'jigs med dbang po,དཀོན་མཆོག་འཇིགས་མེད་དབང་པོ།,1953,0,,,1961,0,,,M,"The Second Dzogchen Kongtrul, Konchok Jigme Wangpo",rdzogs chen kong sprul 02 dkon mchog 'jigs med dbang po,2,
11432,P8692,"The First Dzogchen Khyentse, Guru Tsewang",rdzogs chen mkhyen brtse,gu ru tshe dbang,གུ་རུ་ཚེ་དབང།,1896,0,,,1935,1,,,M,"The First Dzogchen Khyentse, Guru Tsewang",rdzogs chen mkhyen brtse 01 gu ru tshe dbang,1,
13150,P3AG40,"The Second Dzogchen Khyentse, Zhonnu Lodro",rdzogs chen mkhyen brtse,gzhon nu blo gros,གཞོན་ནུ་བློ་གྲོས།,1937,0,,,1959,0,,,M,"The Second Dzogchen Khyentse, Zhonnu Lodro",rdzogs chen mkhyen brtse 02 gzhon nu blo gros,2,
10827,P8132,"The Second Dzogchen Ponlob, Pema Sangngak Tendzin",rdzogs chen dpon slob,pad+ma gsang sngags bstan 'dzin,པདྨ་གསང་སྔགས་བསྟན་འཛིན།,1731,0,,,1805,0,,,M,"The Second Dzogchen Ponlob, Pema Sangngak Tendzin",rdzogs chen dpon slob 02 pad+ma gsang sngags bstan 'dzin,2,
4986,P2JM275,"The Third Dzogchen Ponlob, Namkha Chokyi Gyatso",rdzogs chen dpon slob,nam mkha' chos kyi rgya mtsho,ནམ་མཁའ་ཆོས་ཀྱི་རྒྱ་མཚོ།,1807,1,,,1821,1,,,M,"The Third Dzogchen Ponlob, Namkha Chokyi Gyatso",rdzogs chen dpon slob 03 nam mkha' chos kyi rgya mtsho,3,
4987,P2JM276,"The Fourth Dzogchen Ponlob, Jigme Choying Wosel",rdzogs chen dpon slob,jigs med chos dbyings 'od gsal,འཇིགས་མེད་ཆོས་དབྱིངས་འོད་གསལ།,1825,1,,,1897,1,,,M,"The Fourth Dzogchen Ponlob, Jigme Choying Wosel",rdzogs chen dpon slob 04 'jigs med chos dbyings 'od gsal,4,
13151,P3AG41,"The Fifth Dzogchen Ponlob, Konchok Tenpai Nyima",rdzogs chen dpon slob,dkon mchog bstan pa'i nyi ma,དཀོན་མཆོག་བསྟན་པའི་ཉི་མ།,1889,1,,,1924,1,,,M,"The Fifth Dzogchen Ponlob, Konchok Tenpai Nyima",rdzogs chen dpon slob 05 dkon mchog bstan pa'i nyi ma,5,
13152,P3AG42,"The Sixth Dzogchen Ponlob, Jikdrel Tsewang Dorje",rdzogs chen dpon slob,jigs bral tshe dbang rdo rje,འཇིགས་བྲལ་ཚེ་དབང་རྡོ་རྗེ།,1925,0,,,1962,0,,,M,"The Sixth Dzogchen Ponlob, Jikdrel Tsewang Dorje",rdzogs chen dpon slob 06 'jigs bral tshe dbang rdo rje,6,
4659,P2914,Sengdruk Pema Tashi,,seng phrug pad+ma bkra shis,སེང་ཕྲུག་པདྨ་བཀྲ་ཤིས།,,0,,72,,0,,,M,Sengdruk Pema Tashi,seng phrug pad+ma bkra shis,,
9601,P697,Gyelse Zhenpen Taye Wozer,,rgyal sras gzhan phan mtha' yas 'od zer,རྒྱལ་སྲས་གཞན་ཕན་མཐའ་ཡས་འོད་ཟེར།,1800,0,,,1855,0,1869,,M,Gyelse Zhenpen Taye Wozer,rgyal sras gzhan phan mtha' yas 'od zer,,
9062,P647,Peljor Lhundrub,,dpal 'byor lhun grub,དཔལ་འབྱོར་ལྷུན་གྲུབ།,1561,0,,,1637,0,,,M,Peljor Lhundrub,dpal 'byor lhun grub,,
10413,P7733,"The Fourth Chakri Nyidrak, Jigme Choying Dorje",chags ri nyi sprul,jigs med chos dbyings rdo rje,འཇིགས་མེད་ཆོས་དབྱིངས་རྡོ་རྗེ།,1819,0,,,,0,,,M,"The Fourth Chakri Nyidrak, Jigme Choying Dorje",chags ri nyi sprul 04 'jigs med chos dbyings rdo rje,4,
7442,P4956,Padmasambhava,,pad+ma 'byung gnas,པདྨ་འབྱུང་གནས།,,0,,30,,0,,32,M,Padmasambhava,pad+ma 'byung gnas,,
5871,P352,"The Sixth Dalai Lama, Tsangyang Gyatso",ta la'i bla ma,ta la'i bla ma 06 tshangs dbyangs rgya mtsho,ཏ་ལའི་བླ་མ ༠༦ ཚངས་དབྱངས་རྒྱ་མཚོ།,1683,0,,,1706,0,,,M,"The Sixth Dalai Lama, Tsangyang Gyatso",ta la'i bla ma 06 ta la'i bla ma 06 tshangs dbyangs rgya mtsho,6,
8625,P6049,Drime Wosel Lingpa,,dri med 'od gsal gling pa,དྲི་མེད་འོད་གསལ་གླིང་པ།,,0,,75,,0,,78,M,Drime Wosel Lingpa,dri med 'od gsal gling pa,,
13157,P3AG52,Gyakob Tulku Kunzang,,rgya khob sprul sku kun bzang,རྒྱ་ཁོབ་སྤྲུལ་སྐུ་ཀུན་བཟང།,,0,,76,,0,,78,M,Gyakob Tulku Kunzang,rgya khob sprul sku kun bzang,,
8567,P5997,Drodul Tobden Lingpa,,gro 'dul stobs ldan gling pa,འགྲོ་འདུལ་སྟོབས་ལྡན་གླིང་པ།,,0,,76,,0,,78,M,Drodul Tobden Lingpa,gro 'dul stobs ldan gling pa,,
9985,P5011,Vimalamitra,,bi ma la mi tra,བི་མ་ལ་མི་ཏྲ།,,0,,30,,0,,32,M,Vimalamitra,bi ma la mi tra,,
2784,P1495,"The Fifth Jamyang Zhepa, Lobzang Jamyang Yeshe Tenpai Gyeltsen",jam dbyangs bzhad pa,blo bzang 'jam dbyangs ye shes   bstan pa'i rgyal mtshan,བློ་བཟང་འཇམ་དབྱངས་ཡེ་ཤེས་བསྟན་པའི་རྒྱལ་མཚན།,1916,0,,,1947,0,,,M,"The Fifth Jamyang Zhepa, Lobzang Jamyang Yeshe Tenpai Gyeltsen",jam dbyangs bzhad pa 05 blo bzang 'jam dbyangs ye shes   bstan pa'i rgyal mtshan,5,
9712,P7072,"The Fifth Seri Maṇipa, Gendun Tendzin Gyeltsen",ser dris ma Ni pa,dge 'dun bstan 'dzin rgyal mtshan,དགེ་འདུན་བསྟན་འཛིན་རྒྱལ་མཚན།,1896,0,,,1944,0,,,M,"The Fifth Seri Maṇipa, Gendun Tendzin Gyeltsen",ser dris ma Ni pa 05 dge 'dun bstan 'dzin rgyal mtshan,5,
8633,P6056,Hor Donyon Rinpoche,,hor mdo smyon rin po che,ཧོར་མདོ་སྨྱོན་རིན་པོ་ཆེ།,,0,,75,,0,,,M,Hor Donyon Rinpoche,hor mdo smyon rin po che,,
8585,P6012,Jangchub Chokyi Nyima,,byang chub chos kyi nyi ma,བྱང་ཆུབ་ཆོས་ཀྱི་ཉི་མ།,,0,,72,,0,,73,M,Jangchub Chokyi Nyima,byang chub chos kyi nyi ma,,
8600,P6026,Jigme Dorje,,jigs med rdo rje,འཇིགས་མེད་རྡོ་རྗེ།,,0,,73,,0,,,M,Jigme Dorje,jigs med rdo rje,,
8583,P6010,"The First Tsopu Drubchen, Choying Rangdrol",mtsho phu grub chen,chos dbyings rang grol,ཆོས་དབྱིངས་རང་གྲོལ།,,0,,69,,0,,,M,"The First Tsopu Drubchen, Choying Rangdrol",mtsho phu grub chen 01 chos dbyings rang grol,1,
8624,P6048,Tubten Gyeltsen Wozer,,thub bstan rgyal mtshan 'od zer,ཐུབ་བསྟན་རྒྱལ་མཚན་འོད་ཟེར།,1862,0,,,,0,,,M,Tubten Gyeltsen Wozer,thub bstan rgyal mtshan 'od zer,,
13163,P3AG53,"The Second Gemang, Tenpai Nyima",dge mang,bstan pa'i nyi ma,བསྟན་པའི་ཉི་མ།,1857,1,,,1925,0,,,M,"The Second Gemang, Tenpai Nyima",dge mang 02 bstan pa'i nyi ma,2,
13162,P3AG54,"The Third Gemang, Garwang Lerab Lingpa",dge mang,gar dbang las rab gling pa,གར་དབང་ལས་རབ་གླིང་པ།,1930,0,,,1959,0,,,M,"The Third Gemang, Garwang Lerab Lingpa",dge mang 03 gar dbang las rab gling pa,3,
10422,P7742,Khyungdrak Dorje,,khyung brag rdo rje,ཁྱུང་བྲག་རྡོ་རྗེ།,1600,0,,65,,0,,,M,Khyungdrak Dorje,khyung brag rdo rje,,
9546,P692,"The Second Chakri Nyidrak, Pema Tekchok Tenpai Gyeltsen",chags ri nyi grags,pad+ma theg mchog bstan pa'i rgyal mtshan,པདྨ་ཐེག་མཆོག་བསྟན་པའི་རྒྱལ་མཚན།,1712,0,,,1771,0,,,M,"The Second Chakri Nyidrak, Pema Tekchok Tenpai Gyeltsen",chags ri nyi grags 02 pad+ma theg mchog bstan pa'i rgyal mtshan,2,
13164,P1KT4,Nangzher Lopo,,snang bzher lod po,སྣང་བཞེར་ལོད་པོ།,,0,,,,0,,,M,Nangzher Lopo,snang bzher lod po,,
13165,P1KT7,Tongyung Tuchen,,stong rgyung mthu chen,སྟོང་རྒྱུང་མཐུ་ཆེན།,,0,,,,0,,,M,Tongyung Tuchen,stong rgyung mthu chen,,
6670,P4251,"The First Zhabdrung Karpo, Tsoknyi Gyatso",zhabs drung dkar po,tshogs gnyis rgya mtsho,ཚོགས་གཉིས་རྒྱ་མཚོ།,,0,,61,,0,,,M,"The First Zhabdrung Karpo, Tsoknyi Gyatso",zhabs drung dkar po 01 tshogs gnyis rgya mtsho,1,
6667,P4249,"The Second Zhabdrung Karpo, Lodro Gyatso",zhabs drung dkar po,blo gros rgya mtsho,བློ་གྲོས་རྒྱ་མཚོ།,1610,0,,,1659,0,,,M,"The Second Zhabdrung Karpo, Lodro Gyatso",zhabs drung dkar po 02 blo gros rgya mtsho,2,
3062,P1749,"The Third Zhabdrung Karpo, Ngawang Lobzang Tenpai Gyeltsen",zhabs drung dkar po,ngag dbang blo bzang bstan pa'i rgyal mtshan,ངག་དབང་བློ་བཟང་བསྟན་པའི་རྒྱལ་མཚན།,1660,0,,,1728,0,,,M,"The Third Zhabdrung Karpo, Ngawang Lobzang Tenpai Gyeltsen",zhabs drung dkar po 03 ngag dbang blo bzang bstan pa'i rgyal mtshan,3,
3061,P1748,"The Fourth Zhabdrung Karpo, Lobzang Tubten Gelek Gyeltsen",zhabs drung dkar po,blo bzang thub bstan dge legs rgyal mtshan,བློ་བཟང་ཐུབ་བསྟན་དགེ་ལེགས་རྒྱལ་མཚན།,1729,0,,,1796,0,,,M,"The Fourth Zhabdrung Karpo, Lobzang Tubten Gelek Gyeltsen",zhabs drung dkar po 04 blo bzang thub bstan dge legs rgyal mtshan,4,
8860,P6282,"The Fifth Zhabdrung Karpo, Khetsun Gyatso",zhabs drung dkar po,mkhas btsun rgya mtsho,མཁས་བཙུན་རྒྱ་མཚོ།,1797,0,,,1831,0,,,M,"The Fifth Zhabdrung Karpo, Khetsun Gyatso",zhabs drung dkar po 05 mkhas btsun rgya mtsho,5,
2527,P1259,"The Sixth Zhabdrung Karpo, Ngawang Chokdrub Tenpai Gyeltsen",zhabs drung dkar po,ngag dbang mchog grub bstan pa'i rgyal mtshan,ངག་དབང་མཆོག་གྲུབ་བསྟན་པའི་རྒྱལ་མཚན།,1832,0,,,1872,0,,,M,"The Sixth Zhabdrung Karpo, Ngawang Chokdrub Tenpai Gyeltsen",zhabs drung dkar po 06 ngag dbang mchog grub bstan pa'i rgyal mtshan,6,
8861,P6283,"The Seventh Zhabdrung Karpo, Gendun Tenzin Norbu",zhabs drung dkar po,dge 'dun bstan 'dzin nor bu,དགེ་འདུན་བསྟན་འཛིན་ནོར་བུ།,1873,0,,,1927,0,,,M,"The Seventh Zhabdrung Karpo, Gendun Tenzin Norbu",zhabs drung dkar po 07 dge 'dun bstan 'dzin nor bu,7,
5791,P3447,Chekhawa Yeshe Dorje,,chad kha ba ye shes rdo rje,འཆད་ཁ་བ་ཡེ་ཤེས་རྡོ་རྗེ།,1101,0,,,1175,0,,,M,Chekhawa Yeshe Dorje,chad kha ba ye shes rdo rje,,
10412,P7732,"The Third Chakri Nyidrak, Mingyur Pende Gyatso",chags ri nyi grags,mi 'gyur phan bde rgya mtsho,མི་འགྱུར་ཕན་བདེ་རྒྱ་མཚོ།,1772,0,,,1817,0,,,M,"The Third Chakri Nyidrak, Mingyur Pende Gyatso",chags ri nyi grags 03 mi 'gyur phan bde rgya mtsho,3,
9213,P661,"The First Shechen Rabjam, Tenpai Gyeltsen",zhe chen rab 'byams,bstan pa'i rgyal mtshan,བསྟན་པའི་རྒྱལ་མཚན།,1650,0,,,1704,0,,,M,"The First Shechen Rabjam, Tenpai Gyeltsen",zhe chen rab 'byams 01 bstan pa'i rgyal mtshan,1,
2506,P124,"The Third Jamyang Zhepa, Tubten Jigme Gyatso",jam dbyangs bzhad pa,thub bstan 'jigs med rgya mtsho,ཐུབ་བསྟན་འཇིགས་མེད་རྒྱ་མཚོ།,1792,0,,,1855,0,,,M,"The Third Jamyang Zhepa, Tubten Jigme Gyatso",jam dbyangs bzhad pa 03 thub bstan 'jigs med rgya mtsho,3,
2758,P1470,"The Fourth Jamyang Zhepa, Kelzang Tubten Wangchuk",jam dbyangs bzhad pa,skal bzang thub bstan dbang   phyug,སྐལ་བཟང་ཐུབ་བསྟན་དབང་ཕྱུག།,1856,0,,,1916,0,,,M,"The Fourth Jamyang Zhepa, Kelzang Tubten Wangchuk",jam dbyangs bzhad pa 04 skal bzang thub bstan dbang   phyug,4,
2943,P1640,Konchok Gyatso,,dkon mchog rgya mtsho,དཀོན་མཆོག་རྒྱ་མཚོ།,1896,0,,,1960,0,,,M,Konchok Gyatso,dkon mchog rgya mtsho,,
9525,P690,"The Second Zhechen Rabjam, Gyurme Kunzang Namgyel",zhe chen rab 'byams,gyur med kun bzang rnam rgyal,འགྱུར་མེད་ཀུན་བཟང་རྣམ་རྒྱལ།,1713,0,,,1769,0,,,M,"The Second Zhechen Rabjam, Gyurme Kunzang Namgyel",zhe chen rab 'byams 02 'gyur med kun bzang rnam rgyal,2,
3758,P209,"The Second Changkya, Ngawang Lobzang Choden",lcang skya,ngag dbang blo bzang chos ldan,ངག་དབང་བློ་བཟང་ཆོས་ལྡན།,1642,0,,,1714,0,,,M,"The Second Changkya, Ngawang Lobzang Choden",lcang skya 02 ngag dbang blo bzang chos ldan,2,
1930,P1037,"The Fifth Ngor Khenchen, Pelden Dorje",ngor mkhan chen,dpal ldan rdo rje,དཔལ་ལྡན་རྡོ་རྗེ།,1411,0,,,1482,0,,,M,"The Fifth Ngor Khenchen, Pelden Dorje",ngor mkhan chen 05 dpal ldan rdo rje,5,
10452,P777,"The Thirteenth Ngor Khenchen, Drangti Paṇchen Namkha Pelzang",ngor mkhan chen,brang ti paN chen nam mkha' dpal bzang,བྲང་ཏི་པཎ་ཆེན་ནམ་མཁའ་དཔལ་བཟང།,1532,0,,,1602,0,,,M,"The Thirteenth Ngor Khenchen, Drangti Paṇchen Namkha Pelzang",ngor mkhan chen 13 brang ti paN chen nam mkha' dpal bzang,13,
10462,P778,"The Fourteenth Ngor Khenchen, Jampa Kunga Tashi",ngor mkhan chen,byams pa kun dga' bkra shis,བྱམས་པ་ཀུན་དགའ་བཀྲ་ཤིས།,1558,0,,,1603,0,,,M,"The Fourteenth Ngor Khenchen, Jampa Kunga Tashi",ngor mkhan chen 14 byams pa kun dga' bkra shis,14,
10470,P779,"The Sixteenth Ngor Khenchen, Pelden Dondrub",ngor mkhan chen,dpal ldan don grub,དཔལ་ལྡན་དོན་གྲུབ།,1563,0,,,1636,0,,,M,"The Sixteenth Ngor Khenchen, Pelden Dondrub",ngor mkhan chen 16 dpal ldan don grub,16,
5164,P2JM436,"The Third Shechen Rabjam, Peljor Gyatso",zhe chen rab 'byams,dpal 'byor rgya mtsho,དཔལ་འབྱོར་རྒྱ་མཚོ།,1771,0,,,1807,0,,,M,"The Third Shechen Rabjam, Peljor Gyatso",zhe chen rab 'byams 03 dpal 'byor rgya mtsho,3,
9884,P723,"The Fifth Shechen Rabjam, Pema Tekchok Tenpai Gyeltsen",zhe chen rab 'byams,pad+ma theg mchog bstan pa'i rgyal mtshan,པདྨ་ཐེག་མཆོག་བསྟན་པའི་རྒྱལ་མཚན།,1864,0,,,1909,0,,,M,"The Fifth Shechen Rabjam, Pema Tekchok Tenpai Gyeltsen",zhe chen rab 'byams 05 pad+ma theg mchog bstan pa'i rgyal mtshan,5,
5166,P2JM438,"The Fourth Zhechen Rabjam, Garwang Chokyi Gyeltsen",zhe chen rab 'byams,gar dbang chos kyi rgyal mtshan,གར་དབང་ཆོས་ཀྱི་རྒྱལ་མཚན།,1811,1,,,1862,0,,,M,"The Fourth Zhechen Rabjam, Garwang Chokyi Gyeltsen",zhe chen rab 'byams 04 gar dbang chos kyi rgyal mtshan,4,
8536,P5969,Jamyang Gyeltsen,,jam dbyangs rgyal mtshan,འཇམ་དབྱངས་རྒྱལ་མཚན།,1929,0,,,1999,0,,,M,Jamyang Gyeltsen,jam dbyangs rgyal mtshan,,
11487,P8743,Rigdzin Zangpo,,rig 'dzin bzang po,རིག་འཛིན་བཟང་པོ།,,0,,74,,0,,76,M,Rigdzin Zangpo,rig 'dzin bzang po,,
11488,P8744,Pema Sheja,,pad+ma shes bya,པདྨ་ཤེས་བྱ།,,0,,73,,0,,73,M,Pema Sheja,pad+ma shes bya,,
11491,P8747,Sonam Gelek,,bsod nams dge legs,བསོད་ནམས་དགེ་ལེགས།,1817,0,,,,0,,,M,Sonam Gelek,bsod nams dge legs,,
11426,P8687,"The Second Lingla, Tubten Nyinje Gyeltsen",gling bla,thub bstan nyin byed rgyal mtshan,ཐུབ་བསྟན་ཉིན་བྱེད་རྒྱལ་མཚན།,,0,,73,,0,,73,M,"The Second Lingla, Tubten Nyinje Gyeltsen",gling bla 02 thub bstan nyin byed rgyal mtshan,2,
11489,P8745,Kelden Gyatso,,skal ldan rgya mtsho,སྐལ་ལྡན་རྒྱ་མཚོ།,1837,1,,,,0,,,M,Kelden Gyatso,skal ldan rgya mtsho,,
11866,P9090,Chime Tenpai Nyima,,chi med bstan pa'i nyi ma,འཆི་མེད་བསྟན་པའི་ཉི་མ།,1756,0,,,,0,,,F,Chime Tenpai Nyima,chi med bstan pa'i nyi ma,,
9355,P6744,Pema Vajra,,pad+ma badz+ra,པདྨ་བཛྲ།,1807,0,,,1884,0,,,M,Pema Vajra,pad+ma badz+ra,,
3712,P2048,"The First Tongkhor, Dawa Gyeltsen",stong 'khor,zla ba rgyal mtshan,ཟླ་བ་རྒྱལ་མཚན།,1476,0,,,1556,0,,,M,"The First Tongkhor, Dawa Gyeltsen",stong 'khor 01 zla ba rgyal mtshan,1,
3708,P2043,"The Second Tongkhor, Yonten Gyatso",stong 'khor,yon tan rgya mtsho,ཡོན་ཏན་རྒྱ་མཚོ།,1557,0,,,1587,0,,,M,"The Second Tongkhor, Yonten Gyatso",stong 'khor 02 yon tan rgya mtsho,2,
1575,P1004,"The Third Tongkhor, Gyelwa Gyatso",stong 'khor,rgyal ba rgya mtsho,རྒྱལ་བ་རྒྱ་མཚོ།,1588,0,,,1639,0,,,M,"The Third Tongkhor, Gyelwa Gyatso",stong 'khor 03 rgyal ba rgya mtsho,3,
9873,P722,"The Fourth Tongkhor, Dogyu Gyatso",stong 'khor,mdo rgyud rgya mtsho,མདོ་རྒྱུད་རྒྱ་མཚོ།,1640,0,,,1683,0,,,M,"The Fourth Tongkhor, Dogyu Gyatso",stong 'khor 04 mdo rgyud rgya mtsho,4,
2755,P1468,"The Fifth Tongkhor, Ngawang Sonam Gyatso",stong 'khor,ngag dbang bsod nams rgya mtsho,ངག་དབང་བསོད་ནམས་རྒྱ་མཚོ།,1684,0,,,1752,0,,,M,"The Fifth Tongkhor, Ngawang Sonam Gyatso",stong 'khor 05 ngag dbang bsod nams rgya mtsho,5,
3134,P1813,"The Sixth Tongkhor, Ngawang Jamyang Tenzin Gyatso",stong 'khor,ngag dbang 'jam dbyangs bstan 'dzin rgya mtsho,ངག་དབང་འཇམ་དབྱངས་བསྟན་འཛིན་རྒྱ་མཚོ།,1753,0,,,1798,0,,,M,"The Sixth Tongkhor, Ngawang Jamyang Tenzin Gyatso",stong 'khor 06 ngag dbang 'jam dbyangs bstan 'dzin rgya mtsho,6,
3730,P2064,"The Seventh Tongkhor, Kelzang Jamyang Gyatso",stong 'khor,skal bzang 'jam dbyangs rgya mtsho,སྐལ་བཟང་འཇམ་དབྱངས་རྒྱ་མཚོ།,1799,0,,,1812,0,,,M,"The Seventh Tongkhor, Kelzang Jamyang Gyatso",stong 'khor 07 skal bzang 'jam dbyangs rgya mtsho,7,
3733,P2067,"The Eighth Tongkhor, Tubten Jigme Kelzang",stong 'khor,thub bstan 'jigs med skal bzang,ཐུབ་བསྟན་འཇིགས་མེད་སྐལ་བཟང།,1812,0,,,1819,0,,,M,"The Eighth Tongkhor, Tubten Jigme Kelzang",stong 'khor 08 thub bstan 'jigs med skal bzang,8,
6419,P402,"The Ninth Tongkhor, Tubten Jigme Gyatso",stong 'khor,thub bstan 'jigs med rgya mtsho,ཐུབ་བསྟན་འཇིགས་མེད་རྒྱ་མཚོ།,1820,0,,,1882,0,,,M,"The Ninth Tongkhor, Tubten Jigme Gyatso",stong 'khor 09 thub bstan 'jigs med rgya mtsho,9,
3734,P2068,"The Tenth Tongkhor, Lobzang Tenpai Nyima",stong 'khor,blo bzang bstan pa'i nyi ma,བློ་བཟང་བསྟན་པའི་ཉི་མ།,1883,0,,,1890,0,,,M,"The Tenth Tongkhor, Lobzang Tenpai Nyima",stong 'khor 10 blo bzang bstan pa'i nyi ma,10,
3735,P2069,"The Eleventh Tongkhor, Lobzang Jigme Tsultrim Gyatso",stong 'khor,blo bzang 'jigs med tshul khrims rgya mtsho,བློ་བཟང་འཇིགས་མེད་ཚུལ་ཁྲིམས་རྒྱ་མཚོ།,1891,0,,,1909,0,,,M,"The Eleventh Tongkhor, Lobzang Jigme Tsultrim Gyatso",stong 'khor 11 blo bzang 'jigs med tshul khrims rgya mtsho,11,
3738,P2071,"The Twelfth Tongkhor, Lobzang Tubten Lungtok Shedrub Gyatso",stong 'khor,blo bzang thub bstan lung rtogs bshad sgrub rgya mtsho,བློ་བཟང་ཐུབ་བསྟན་ལུང་རྟོགས་བཤད་སྒྲུབ་རྒྱ་མཚོ།,1910,0,,,1920,0,,,M,"The Twelfth Tongkhor, Lobzang Tubten Lungtok Shedrub Gyatso",stong 'khor 12 blo bzang thub bstan lung rtogs bshad sgrub rgya mtsho,12,
3739,P2072,"The Thirteenth Tongkhor, Lobzang Jangchub Tendzin Gyatso",stong 'khor,blo bzang byang chub bstan 'dzin rgya mtsho,བློ་བཟང་བྱང་ཆུབ་བསྟན་འཛིན་རྒྱ་མཚོ།,1921,0,,,1983,0,,,M,"The Thirteenth Tongkhor, Lobzang Jangchub Tendzin Gyatso",stong 'khor 13 blo bzang byang chub bstan 'dzin rgya mtsho,13,
13166,P1PD102803,"The Eighth Tongkhor, Ngawang Dogyu Yonten Rabgye",stong 'khor,ngag dbang mdo rgyud yon tan rab rgyas,ངག་དབང་མདོ་རྒྱུད་ཡོན་ཏན་རབ་རྒྱས།,1853,0,,,1895,0,,,M,"The Eighth Tongkhor, Ngawang Dogyu Yonten Rabgye",stong 'khor 08 ngag dbang mdo rgyud yon tan rab rgyas,8,
13167,P1PD102748,"The Seventh Tongkhor, Lobzang Dogyu Yeshe",stong 'khor,blo bzang mdo rgyud ye shes,བློ་བཟང་མདོ་རྒྱུད་ཡེ་ཤེས།,1806,0,,,1852,0,,,M,"The Seventh Tongkhor, Lobzang Dogyu Yeshe",stong 'khor 07 blo bzang mdo rgyud ye shes,7,
9593,P6962,Kunzang Pelden,,kun bzang dpal ldan,ཀུན་དགའ་དཔལ་ལྡན།,1862,0,,,1943,0,,,M,Kunzang Pelden,kun bzang dpal ldan,,
13169,P3AG60,Sonam Tseten,,bsod nams tshe brtan,བསོད་ནམས་ཚེ་བརྟན།,,0,,69,,0,,,M,Sonam Tseten,bsod nams tshe brtan,,
13170,p3ag61,Tashi Wozer,,bkra shis 'od zer,བཀྲ་ཤིས་འོད་ཟེར།,,0,,66,,0,,,M,Tashi Wozer,bkra shis 'od zer,,
11490,P8746,Dorje Rabten,,rdo rje rab brtan,རྡོ་རྗེ་རབ་བརྟན།,1842,0,,,1901,1,,,M,Dorje Rabten,rdo rje rab brtan,,
9622,P699,Khenpo Zhenga Zhenpen Chokyi Nangwa,,mkhan po gzhan dga' gzhan phan chos kyi snang ba,གཞན་ཕན་ཆོས་ཀྱི་སྣང་བ།,1871,0,,,1927,0,,,M,Khenpo Zhenga Zhenpen Chokyi Nangwa,mkhan po gzhan dga' gzhan phan chos kyi snang ba,,
2845,P155,Buton Rinchen Drub,,bu ston rin chen grub,བུ་སྟོན་རིན་ཆེན་གྲུབ།,1290,0,,,1364,0,,,M,Buton Rinchen Drub,bu ston rin chen grub,,
11883,P9105,Tamdrin Wangmo,,rta mgrin dbang mo,རྟ་མགྲིན་དབང་མོ།,1836,0,,,1896,0,,,F,Tamdrin Wangmo,rta mgrin dbang mo,,
13171,P3AG62,"The Ninth Tongkhor, Lobzang Tubten Jigme Tsultrim Gyatso",stong 'khor,blo bzang thub bstan 'jigs med tshul khrims rgya mtsho,བློ་བཟང་ལྷུན་གྲུབ་འཇིགས་མེད་རྒྱ་མཚོ།,1896,0,,,1934,0,1946,,M,"The Ninth Tongkhor, Lobzang Tubten Jigme Tsultrim Gyatso",stong 'khor 09 blo bzang thub bstan 'jigs med tshul khrims rgya mtsho,9,
13173,P1KG4775,"The Sixth Tongkhor, Jampel Gendun Gyatso",stong 'khor,jam dpal dge 'dun rgya mtsho,འཇམ་དཔལ་དགེ་འདུན་རྒྱ་མཚོ།,1754,0,,,1803,0,,,M,"The Sixth Tongkhor, Jampel Gendun Gyatso",stong 'khor 06 'jam dpal dge 'dun rgya mtsho,6,
11444,P8702,Purtsa Khenpo Akon,,phur tsha mkhan po a dkon,ཕུར་ཚ་མཁན་པོ་ཨ་དཀོན།,1837,1,,,1897,1,,,M,Purtsa Khenpo Akon,phur tsha mkhan po a dkon,,
