"TOL ID","TBRC RID","Primary title","Primary name","primary name encoding","Wylie title","Wylie name",Tibetan,"Display name","Birth year","Birth year approximate","Birth year alternate","Birth century","Death year","Death year approximate","Death year alternate","Death century",Gender,"Name display phonetic","Name display Wylie",Ordinal,"Wikidata ID","Lotsara House URL","HAR URL"
6545,P4137,NULL,"byang chub 'od",en,NULL,"byang chub 'od",བྱང་ཆུབ་འོད།,"byang chub 'od",1186,0,NULL,NULL,1259,0,NULL,NULL,M,"byang chub 'od","byang chub 'od",NULL,NULL,NULL,NULL
6546,P4138,NULL,"dge ba 'bum",en,NULL,"dge ba 'bum",དགེ་བ་འབུམ།,"dge ba 'bum",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"dge ba 'bum","dge ba 'bum",NULL,NULL,NULL,NULL
6547,P4139,,"Lhachuk Kharwa Nyida Wo",bo-x-ewts,,"lha phyug mkhar ba nyi zla 'od",ལྷ་ཕྱུག་མཁར་བ་ཉི་ཟླ་འོད།,"Lhachuk Kharwa Nyida Wo",1135,0,,NULL,1215,0,,NULL,M,"Lhachuk Kharwa Nyida Wo","lha phyug mkhar ba nyi zla 'od",NULL,NULL,NULL,
6548,P414,,"Taktsang Lobzang Rabten",bo-x-ewts,,"stag tshang blo bzang rab brtan",སྟག་ཚང་བློ་བཟང་རབ་བརྟན།,"Taktsang Lobzang Rabten",1676,0,,NULL,1745,0,,NULL,M,"Taktsang Lobzang Rabten","stag tshang blo bzang rab brtan",NULL,NULL,NULL,
6549,P4140,NULL,"blo gros ye shes",en,NULL,"blo gros ye shes",བློ་གྲོས་ཡེ་ཤེས།,"blo gros ye shes",1190,0,NULL,NULL,1286,0,NULL,NULL,M,"blo gros ye shes","blo gros ye shes",NULL,NULL,NULL,NULL
6550,P4141,NULL,"bkra shis dpal bzang",en,NULL,"bkra shis dpal bzang",བཀྲ་ཤིས་དཔལ་བཟང།,"bkra shis dpal bzang",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"bkra shis dpal bzang","bkra shis dpal bzang",NULL,NULL,NULL,NULL
6551,P4142,NULL,"don yod dpal ba",en,NULL,"don yod dpal ba",དོན་ཡོད་དཔལ་བ།,"don yod dpal ba",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"don yod dpal ba","don yod dpal ba",NULL,NULL,NULL,NULL
6552,P4143,NULL,"legs bshad bzang po",en,NULL,"legs bshad bzang po",ལེགས་བཤད་བཟང་པོ།,"legs bshad bzang po",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"legs bshad bzang po","legs bshad bzang po",NULL,NULL,NULL,NULL
6553,P4144,NULL,"ngo mtshar gzhan phan",en,NULL,"ngo mtshar gzhan phan",ངོ་མཚར་གཞན་ཕན།,"ngo mtshar gzhan phan",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"ngo mtshar gzhan phan","ngo mtshar gzhan phan",NULL,NULL,NULL,NULL
6554,P4145,NULL,"mthu stobs nyi ma",en,NULL,"mthu stobs nyi ma",མཐུ་སྟོབས་ཉི་མ།,"mthu stobs nyi ma",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"mthu stobs nyi ma","mthu stobs nyi ma",NULL,NULL,NULL,NULL
6555,P4146,NULL,"blo bzang bstan 'dzin rgya   mtsho",en,NULL,"blo bzang bstan 'dzin rgya   mtsho",བློ་བཟང་བསྟན་འཛིན་རྒྱ་མཚོ།,"blo bzang bstan 'dzin rgya   mtsho",1639,0,NULL,NULL,NULL,0,NULL,NULL,M,"blo bzang bstan 'dzin rgya   mtsho","blo bzang bstan 'dzin rgya   mtsho",NULL,NULL,NULL,NULL
6556,P4147,NULL,"blo bzang zhi ba",en,NULL,"blo bzang zhi ba",བློ་བཟང་ཞི་བ།,"blo bzang zhi ba",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"blo bzang zhi ba","blo bzang zhi ba",NULL,NULL,NULL,NULL
6557,P4148,NULL,"bsod nams ye shes rgyal mtshan",en,NULL,"bsod nams ye shes rgyal mtshan",བསོད་ནམས་ཡེ་ཤེས་རྒྱལ་མཚན།,"bsod nams ye shes rgyal mtshan",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"bsod nams ye shes rgyal mtshan","bsod nams ye shes rgyal mtshan",NULL,NULL,NULL,NULL
6558,P4149,NULL,"zhi ba 'od",en,NULL,"zhi ba 'od",ཞི་བ་འོད།,"zhi ba 'od",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"zhi ba 'od","zhi ba 'od",NULL,NULL,NULL,NULL
6559,P415,NULL,"blo bzang bsam grub",en,NULL,"blo bzang bsam grub",བློ་བཟང་བསམ་གྲུབ།,"blo bzang bsam grub",NULL,0,NULL,NULL,1708,0,NULL,NULL,M,"blo bzang bsam grub","blo bzang bsam grub",NULL,NULL,NULL,NULL
6560,P4150,NULL,"'jigs med 'phrin las",en,NULL,"'jigs med 'phrin las",འཇིགས་མེད་འཕྲིན་ལས།,"'jigs med 'phrin las",1762,0,NULL,NULL,1815,0,NULL,NULL,M,"'jigs med 'phrin las","'jigs med 'phrin las",NULL,NULL,NULL,NULL
6561,P4151,NULL,"rin chen rgyal mtshan",en,NULL,"rin chen rgyal mtshan",རིན་ཆེན་རྒྱལ་མཚན།,"rin chen rgyal mtshan",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"rin chen rgyal mtshan","rin chen rgyal mtshan",NULL,NULL,NULL,NULL
6562,P4152,NULL,"shAkya grags pa",en,NULL,"shAkya grags pa",ཤཱཀྱ་གྲགས་པ།,"shAkya grags pa",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"shAkya grags pa","shAkya grags pa",NULL,NULL,NULL,NULL
6563,P4153,NULL,"ye shes rgyal mtshan",en,NULL,"ye shes rgyal mtshan",ཡེ་ཤེས་རྒྱལ་མཚན།,"ye shes rgyal mtshan",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"ye shes rgyal mtshan","ye shes rgyal mtshan",NULL,NULL,NULL,NULL
6564,P4155,NULL,"nam mkha' 'od",en,NULL,"nam mkha' 'od",ནམ་མཁའ་འོད།,"nam mkha' 'od",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"nam mkha' 'od","nam mkha' 'od",NULL,NULL,NULL,NULL
6565,P4156,NULL,"bsod nams 'od zer",en,NULL,"bsod nams 'od zer",བསོད་ནམས་འོད་ཟེར།,"bsod nams 'od zer",NULL,0,NULL,NULL,1426,0,NULL,NULL,M,"bsod nams 'od zer","bsod nams 'od zer",NULL,NULL,NULL,NULL
6566,P4157,NULL,"rnam rgyal rdo rje",en,NULL,"rnam rgyal rdo rje",རྣམ་རྒྱལ་རྡོ་རྗེ།,"rnam rgyal rdo rje",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"rnam rgyal rdo rje","rnam rgyal rdo rje",NULL,NULL,NULL,NULL
6567,P4158,,"Dutsi Gyurme",bo-x-ewts,,"bdud rtsi 'gyur med",བདུད་རྩི་འགྱུར་མེད།,"Dutsi Gyurme",NULL,0,,62,NULL,0,,64,M,"Dutsi Gyurme","bdud rtsi 'gyur med",NULL,NULL,NULL,
6568,P4159,,"Lekdrub Pel",bo-x-ewts,,"legs grub dpal",ལེགས་གྲུབ་དཔལ།,"Lekdrub Pel",NULL,0,,58,NULL,0,,60,M,"Lekdrub Pel","legs grub dpal",NULL,NULL,NULL,
6569,P416,"Drigung Chetsang","Konchok Trinle Zangpo",bo-x-ewts,"'bri gung che tshang","dkon mchog 'phrin las bzang po",དཀོན་མཆོག་འཕྲིན་ལས་བཟང་པོ།,"The Second Drigung Chetsang, Konchok Trinle Zangpo",1656,0,,NULL,1718,0,,NULL,M,"The Second Drigung Chetsang, Konchok Trinle Zangpo","'bri gung che tshang 02 dkon mchog 'phrin las bzang po",02,NULL,NULL,
6570,P4160,NULL,"shes rab dpal ldan",en,NULL,"shes rab dpal ldan",ཤེས་རབ་དཔལ་ལྡན།,"shes rab dpal ldan",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"shes rab dpal ldan","shes rab dpal ldan",NULL,NULL,NULL,NULL
6571,P4161,NULL,"thar pa bzang po",en,NULL,"thar pa bzang po",ཐར་པ་བཟང་པོ།,"thar pa bzang po",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"thar pa bzang po","thar pa bzang po",NULL,NULL,NULL,NULL
6572,P4162,NULL,"blo bzang bkra shis",en,NULL,"blo bzang bkra shis",བློ་བཟང་བཀྲ་ཤིས།,"blo bzang bkra shis",1709,0,NULL,NULL,1783,0,NULL,NULL,M,"blo bzang bkra shis","blo bzang bkra shis",NULL,NULL,NULL,NULL
6573,P4163,NULL,"blo gros rgya mtsho",en,NULL,"blo gros rgya mtsho",བློ་གྲོས་རྒྱ་མཚོ།,"blo gros rgya mtsho",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"blo gros rgya mtsho","blo gros rgya mtsho",NULL,NULL,NULL,NULL
6574,P4164,NULL,"tshul khrims shes rab",en,NULL,"tshul khrims shes rab",ཚུལ་ཁྲིམས་ཤེས་རབ།,"tshul khrims shes rab",1284,0,NULL,NULL,1338,0,NULL,NULL,M,"tshul khrims shes rab","tshul khrims shes rab",NULL,NULL,NULL,NULL
6575,P4165,NULL,"dbang phyug gzhon nu",en,NULL,"dbang phyug gzhon nu",དབང་ཕྱུག་གཞོན་ནུ།,"dbang phyug gzhon nu",1232,0,NULL,NULL,1312,0,NULL,NULL,M,"dbang phyug gzhon nu","dbang phyug gzhon nu",NULL,NULL,NULL,NULL
6576,P4166,NULL,"sangs rgyas snying po",en,NULL,"sangs rgyas snying po",སངས་རྒྱས་སྙིང་པོ།,"sangs rgyas snying po",NULL,0,NULL,NULL,1237,0,NULL,NULL,M,"sangs rgyas snying po","sangs rgyas snying po",NULL,NULL,NULL,NULL
6577,P4167,NULL,"tshul khrims seng+ge",en,NULL,"tshul khrims seng+ge",ཚུལ་ཁྲིམས་སེངྒེ།,"tshul khrims seng+ge",1263,0,NULL,NULL,1325,0,NULL,NULL,M,"tshul khrims seng+ge","tshul khrims seng+ge",NULL,NULL,NULL,NULL
6578,P4168,,"Sanggye Dorje",bo-x-ewts,,"sangs rgyas rdo rje",སངས་རྒྱས་རྡོ་རྗེ།,"Sanggye Dorje",1169,0,,NULL,1226,0,,NULL,M,"Sanggye Dorje","sangs rgyas rdo rje",NULL,NULL,NULL,
6579,P4169,NULL,"sangs rgyas gzhon nu",en,NULL,"sangs rgyas gzhon nu",སངས་རྒྱས་གཞོན་ནུ།,"sangs rgyas gzhon nu",NULL,0,NULL,NULL,1260,0,NULL,NULL,M,"sangs rgyas gzhon nu","sangs rgyas gzhon nu",NULL,NULL,NULL,NULL
6580,P417,"Tatsak Jedrung","Ngawang Konchok Nyima",bo-x-ewts,"rta tshag rje drung","ngag dbang dkon mchog nyi ma",ངག་དབང་དཀོན་མཆོག་ཉི་མ།,"The Sixth Tatsak Jedrung, Ngawang Konchok Nyima",1653,0,,NULL,1707,0,,NULL,M,"The Sixth Tatsak Jedrung, Ngawang Konchok Nyima","rta tshag rje drung 06 ngag dbang dkon mchog nyi ma",06,NULL,NULL,
6581,P4170,NULL,"snang sgom ras pa",en,NULL,"snang sgom ras pa",སྣང་སྒོམ་རས་པ།,"snang sgom ras pa",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"snang sgom ras pa","snang sgom ras pa",NULL,NULL,NULL,NULL
6582,P4171,NULL,"Sanggye Rechen Peldrak",bo-x-ewts,NULL,"sangs rgyas ras chen dpal grags",སངས་རྒྱས་རས་ཆེན་དཔལ་གྲགས།,"Sanggye Rechen Peldrak",1148,0,,NULL,1218,0,,NULL,M,"Sanggye Rechen Peldrak","sangs rgyas ras chen dpal grags",NULL,NULL,NULL,
6583,P4172,NULL,"rin chen smon lam",en,NULL,"rin chen smon lam",རིན་ཆེན་སྨོན་ལམ།,"rin chen smon lam",1203,0,NULL,NULL,1280,0,NULL,NULL,M,"rin chen smon lam","rin chen smon lam",NULL,NULL,NULL,NULL
6584,P4173,NULL,"sangs rgyas rin chen",en,NULL,"sangs rgyas rin chen",སངས་རྒྱས་རིན་ཆེན།,"sangs rgyas rin chen",1247,0,NULL,NULL,1301,0,NULL,NULL,M,"sangs rgyas rin chen","sangs rgyas rin chen",NULL,NULL,NULL,NULL
6585,P4174,NULL,"sangs rgyas rin chen rgyal   mtshan",en,NULL,"sangs rgyas rin chen rgyal   mtshan",སངས་རྒྱས་རིན་ཆེན་རྒྱལ་མཚན།,"sangs rgyas rin chen rgyal   mtshan",1350,0,NULL,NULL,1431,0,NULL,NULL,M,"sangs rgyas rin chen rgyal   mtshan","sangs rgyas rin chen rgyal   mtshan",NULL,NULL,NULL,NULL
6586,P4176,,"Puntsok Namgyel",bo-x-ewts,,"phun tshogs rnam rgyal",ཕུན་ཚོགས་རྣམ་རྒྱལ།,"Puntsok Namgyel",NULL,0,,65,NULL,0,,70,M,"Puntsok Namgyel","phun tshogs rnam rgyal",NULL,NULL,NULL,
6587,P4177,,"Sumpa Yeshe Lodro",bo-x-ewts,,"sum pa ye shes blo gros",སུམ་པ་ཡེ་ཤེས་བློ་གྲོས།,"Sumpa Yeshe Lodro",NULL,0,,40,NULL,0,,NULL,M,"Sumpa Yeshe Lodro","sum pa ye shes blo gros",NULL,NULL,NULL,
6588,P4178,NULL,"jo khro",en,NULL,"jo khro",ཇོ་ཁྲོ།,"jo khro",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"jo khro","jo khro",NULL,NULL,NULL,NULL
6589,P4179,NULL,"dkon mchog bsod nams",en,NULL,"dkon mchog bsod nams",དཀོན་མཆོག་བསོད་ནམས།,"dkon mchog bsod nams",1785,0,NULL,NULL,1845,0,NULL,NULL,M,"dkon mchog bsod nams","dkon mchog bsod nams",NULL,NULL,NULL,NULL
6590,P418,NULL,"bon grong pa tshe brtan ye shes",en,NULL,"bon grong pa tshe brtan ye shes",བོན་གྲོང་པ་ཚེ་བརྟན་ཡེ་ཤེས།,"bon grong pa tshe brtan ye shes",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"bon grong pa tshe brtan ye shes","bon grong pa tshe brtan ye shes",NULL,NULL,NULL,NULL
6591,P4180,NULL,"bsod nams rgyal mtshan",en,NULL,"bsod nams rgyal mtshan",བསོད་ནམས་རྒྱལ་མཚན།,"bsod nams rgyal mtshan",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"bsod nams rgyal mtshan","bsod nams rgyal mtshan",NULL,NULL,NULL,NULL
6592,P4181,NULL,"se lo tsA ba",en,NULL,"se lo tsA ba",སེ་ལོ་ཙཱ་བ།,"se lo tsA ba",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"se lo tsA ba","se lo tsA ba",NULL,NULL,NULL,NULL
6593,P4182,NULL,"tshul khrims rin chen",en,NULL,"tshul khrims rin chen",ཚུལ་ཁྲིམས་རིན་ཆེན།,"tshul khrims rin chen",1644,0,NULL,NULL,NULL,0,NULL,NULL,M,"tshul khrims rin chen","tshul khrims rin chen",NULL,NULL,NULL,NULL
6594,P4183,NULL,"dkon mchog rnam rgyal",en,NULL,"dkon mchog rnam rgyal",དཀོན་མཆོག་རྣམ་རྒྱལ།,"dkon mchog rnam rgyal",NULL,0,NULL,NULL,1809,0,NULL,NULL,M,"dkon mchog rnam rgyal","dkon mchog rnam rgyal",NULL,NULL,NULL,NULL
6595,P4184,NULL,"byams pa yon tan",en,NULL,"byams pa yon tan",བྱམས་པ་ཡོན་ཏན།,"byams pa yon tan",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"byams pa yon tan","byams pa yon tan",NULL,NULL,NULL,NULL
6596,P4185,NULL,"dkon mchog rgyal mtshan",en,NULL,"dkon mchog rgyal mtshan",དཀོན་མཆོག་རྒྱལ་མཚན།,"dkon mchog rgyal mtshan",1773,0,NULL,NULL,1815,0,NULL,NULL,M,"dkon mchog rgyal mtshan","dkon mchog rgyal mtshan",NULL,NULL,NULL,NULL
6597,P4186,NULL,"blo bzang mchog grub",en,NULL,"blo bzang mchog grub",བློ་བཟང་མཆོག་གྲུབ།,"blo bzang mchog grub",1720,0,NULL,NULL,1777,0,NULL,NULL,M,"blo bzang mchog grub","blo bzang mchog grub",NULL,NULL,NULL,NULL
6598,P4187,NULL,"dge 'dun 'bar",en,NULL,"dge 'dun 'bar",དགེ་འདུན་འབར།,"dge 'dun 'bar",1062,0,NULL,NULL,1128,0,NULL,NULL,M,"dge 'dun 'bar","dge 'dun 'bar",NULL,NULL,NULL,NULL
6599,P4188,NULL,"rgya mtsho",en,NULL,"rgya mtsho",རྒྱ་མཚོ།,"rgya mtsho",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"rgya mtsho","rgya mtsho",NULL,NULL,NULL,NULL
6600,P4189,NULL,"sri dkar sang she",en,NULL,"sri dkar sang she",སྲི་དཀར་སང་ཤེ།,"sri dkar sang she",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"sri dkar sang she","sri dkar sang she",NULL,NULL,NULL,NULL
6601,P419,NULL,"tshe dbang rab brtan",en,NULL,"tshe dbang rab brtan",ཚེ་དབང་རབ་བརྟན།,"tshe dbang rab brtan",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"tshe dbang rab brtan","tshe dbang rab brtan",NULL,NULL,NULL,NULL
6602,P4190,NULL,"rdo rje rgyal po",en,NULL,"rdo rje rgyal po",རྡོ་རྗེ་རྒྱལ་པོ།,"rdo rje rgyal po",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"rdo rje rgyal po","rdo rje rgyal po",NULL,NULL,NULL,NULL
6603,P4191,NULL,"chos kyi grags pa",en,NULL,"chos kyi grags pa",ཆོས་ཀྱི་གྲགས་པ།,"chos kyi grags pa",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"chos kyi grags pa","chos kyi grags pa",NULL,NULL,NULL,NULL
6604,P4192,NULL,"kun dga' rgyal ba",en,NULL,"kun dga' rgyal ba",ཀུན་དགའ་རྒྱལ་བ།,"kun dga' rgyal ba",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"kun dga' rgyal ba","kun dga' rgyal ba",NULL,NULL,NULL,NULL
6605,P4193,NULL,"kun dga' rgyal po",en,NULL,"kun dga' rgyal po",ཀུན་དགའ་རྒྱལ་པོ།,"kun dga' rgyal po",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"kun dga' rgyal po","kun dga' rgyal po",NULL,NULL,NULL,NULL
6606,P4194,NULL,"rgyas phur chos 'dzoms",en,NULL,"rgyas phur chos 'dzoms",རྒྱས་ཕུར་ཆོས་འཛོམས།,"rgyas phur chos 'dzoms",NULL,0,NULL,NULL,NULL,0,NULL,NULL,F,"rgyas phur chos 'dzoms","rgyas phur chos 'dzoms",NULL,NULL,NULL,NULL
6607,P4195,NULL,"ngag dbang chos grags",en,NULL,"ngag dbang chos grags",ངག་དབང་ཆོས་གྲགས།,"ngag dbang chos grags",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"ngag dbang chos grags","ngag dbang chos grags",NULL,NULL,NULL,NULL
6608,P4196,NULL,"ye shes rgya mtsho",en,NULL,"ye shes rgya mtsho",ཡེ་ཤེས་རྒྱ་མཚོ།,"ye shes rgya mtsho",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"ye shes rgya mtsho","ye shes rgya mtsho",NULL,NULL,NULL,NULL
6609,P4197,NULL,"grags pa rgyal mtshan",en,NULL,"grags pa rgyal mtshan",གྲགས་པ་རྒྱལ་མཚན།,"grags pa rgyal mtshan",1433,0,NULL,NULL,1474,0,NULL,NULL,M,"grags pa rgyal mtshan","grags pa rgyal mtshan",NULL,NULL,NULL,NULL
6610,P4198,NULL,"bsod nams rgyal mtshan",en,NULL,"bsod nams rgyal mtshan",བསོད་ནམས་རྒྱལ་མཚན།,"bsod nams rgyal mtshan",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"bsod nams rgyal mtshan","bsod nams rgyal mtshan",NULL,NULL,NULL,NULL
6611,P4199,NULL,"ma cig kun dga' 'bum",en,NULL,"ma cig kun dga' 'bum",མ་ཅིག་ཀུན་དགའ་འབུམ།,"ma cig kun dga' 'bum",NULL,0,NULL,NULL,NULL,0,NULL,NULL,F,"ma cig kun dga' 'bum","ma cig kun dga' 'bum",NULL,NULL,NULL,NULL
6612,P42,NULL,"su ma ti",en,NULL,"su ma ti",སུ་མ་ཏི།,"su ma ti",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"su ma ti","su ma ti",NULL,NULL,NULL,NULL
6613,P420,NULL,"lha bzang khAng",en,NULL,"lha bzang khAng",ལྷ་བཟང་ཁཱང།,"lha bzang khAng",NULL,0,NULL,NULL,1717,0,NULL,NULL,M,"lha bzang khAng","lha bzang khAng",NULL,NULL,NULL,NULL
6614,P4200,NULL,"rnam rgyal mdzes",en,NULL,"rnam rgyal mdzes",རྣམ་རྒྱལ་མཛེས།,"rnam rgyal mdzes",1233,0,NULL,NULL,1277,0,NULL,NULL,M,"rnam rgyal mdzes","rnam rgyal mdzes",NULL,NULL,NULL,NULL
6615,P4201,NULL,"byang chub ye shes",en,NULL,"byang chub ye shes",བྱང་ཆུབ་ཡེ་ཤེས།,"byang chub ye shes",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"byang chub ye shes","byang chub ye shes",NULL,NULL,NULL,NULL
6616,P4202,NULL,"ye shes 'byung gnas",en,NULL,"ye shes 'byung gnas",ཡེ་ཤེས་འབྱུང་གནས།,"ye shes 'byung gnas",1238,0,NULL,NULL,1274,0,NULL,NULL,M,"ye shes 'byung gnas","ye shes 'byung gnas",NULL,NULL,NULL,NULL
6617,P4203,NULL,"shAkya rgyal po",en,NULL,"shAkya rgyal po",ཤཱཀྱ་རྒྱལ་པོ།,"shAkya rgyal po",1384,0,NULL,NULL,1474,0,NULL,NULL,M,"shAkya rgyal po","shAkya rgyal po",NULL,NULL,NULL,NULL
6618,P4204,NULL,"bsod nams bkra shis",en,NULL,"bsod nams bkra shis",བསོད་ནམས་བཀྲ་ཤིས།,"bsod nams bkra shis",1352,0,NULL,NULL,1407,0,NULL,NULL,M,"bsod nams bkra shis","bsod nams bkra shis",NULL,NULL,NULL,NULL
6619,P4205,NULL,"grags pa dbang phyug",en,NULL,"grags pa dbang phyug",གྲགས་པ་དབང་ཕྱུག།,"grags pa dbang phyug",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"grags pa dbang phyug","grags pa dbang phyug",NULL,NULL,NULL,NULL
6620,P4206,,"Zang Samlingpa",bo-x-ewts,,"zang bsam gling pa",ཟང་བསམ་གླིང་པ།,"Zang Samlingpa",1189,0,,NULL,1260,0,,NULL,M,"Zang Samlingpa","zang bsam gling pa",NULL,NULL,NULL,
6621,P4207,NULL,"bshad sgrub bstan 'dzin rnam   rgyal",en,NULL,"bshad sgrub bstan 'dzin rnam   rgyal",བཤད་སྒྲུབ་བསྟན་འཛིན་རྣམ་རྒྱལ།,"bshad sgrub bstan 'dzin rnam   rgyal",NULL,0,NULL,NULL,1879,0,NULL,NULL,M,"bshad sgrub bstan 'dzin rnam   rgyal","bshad sgrub bstan 'dzin rnam   rgyal",NULL,NULL,NULL,NULL
6622,P4208,"Sodrak Tulku","Sonam Drakpa",bo-x-ewts,"bsod grags sprul sku","bsod nams grags pa",བསོད་ནམས་གྲགས་པ།,"The First Sodrak Tulku, Sonam Drakpa",1723,0,,NULL,1789,0,,NULL,M,"The First Sodrak Tulku, Sonam Drakpa","bsod grags sprul sku 01 bsod nams grags pa",01,NULL,NULL,
6623,P4209,NULL,"bsod nams rgyal ba",en,NULL,"bsod nams rgyal ba",བསོད་ནམས་རྒྱལ་བ།,"bsod nams rgyal ba",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"bsod nams rgyal ba","bsod nams rgyal ba",NULL,NULL,NULL,NULL
6624,P421,NULL,"sangs rgyas rgya mtsho",en,NULL,"sangs rgyas rgya mtsho",སངས་རྒྱས་རྒྱ་མཚོ།,"sangs rgyas rgya mtsho",1653,0,NULL,NULL,1705,0,NULL,NULL,M,"sangs rgyas rgya mtsho","sangs rgyas rgya mtsho",NULL,NULL,NULL,NULL
6625,P4210,NULL,"bsod nams rnam rgyal",en,NULL,"bsod nams rnam rgyal",བསོད་ནམས་རྣམ་རྒྱལ།,"bsod nams rnam rgyal",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"bsod nams rnam rgyal","bsod nams rnam rgyal",NULL,NULL,NULL,NULL
6626,P4211,"Paṇchen Lama","Sonam Chokyi Langpo",bo-x-ewts,"paN chen bla ma","bsod nams phyogs kyi glang po",བསོད་ནམས་ཕྱོགས་ཀྱི་གླང་པོ།,"The Second Paṇchen Lama, Sonam Chokyi Langpo",1439,0,,NULL,1504,0,,NULL,M,"The Second Paṇchen Lama, Sonam Chokyi Langpo","paN chen bla ma 02 bsod nams phyogs kyi glang po",02,NULL,NULL,
6627,P4212,NULL,"bsod nams dbang phyug",en,NULL,"bsod nams dbang phyug",བསོད་ནམས་དབང་ཕྱུག།,"bsod nams dbang phyug",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"bsod nams dbang phyug","bsod nams dbang phyug",NULL,NULL,NULL,NULL
6628,P4213,NULL,"bsod nams bzang po",en,NULL,"bsod nams bzang po",བསོད་ནམས་བཟང་པོ།,"bsod nams bzang po",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"bsod nams bzang po","bsod nams bzang po",NULL,NULL,NULL,NULL
6629,P4214,NULL,"bsod nams seng+ge",en,NULL,"bsod nams seng+ge",བསོད་ནམས་སེངྒེ།,"bsod nams seng+ge",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"bsod nams seng+ge","bsod nams seng+ge",NULL,NULL,NULL,NULL
6630,P4215,NULL,"shes rab tshul khrims",en,NULL,"shes rab tshul khrims",ཤེས་རབ་ཚུལ་ཁྲིམས།,"shes rab tshul khrims",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"shes rab tshul khrims","shes rab tshul khrims",NULL,NULL,NULL,NULL
6631,P4216,NULL,"mal ka ba can pa",en,NULL,"mal ka ba can pa",མལ་ཀ་བ་ཅན་པ།,"mal ka ba can pa",NULL,0,NULL,NULL,1211,0,NULL,NULL,M,"mal ka ba can pa","mal ka ba can pa",NULL,NULL,NULL,NULL
6632,P4217,NULL,"lug ro zhig po",en,NULL,"lug ro zhig po",ལུག་རོ་ཞིག་པོ།,"lug ro zhig po",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"lug ro zhig po","lug ro zhig po",NULL,NULL,NULL,NULL
6633,P4218,NULL,"shab rtse",en,NULL,"shab rtse",ཤབ་རྩེ།,"shab rtse",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"shab rtse","shab rtse",NULL,NULL,NULL,NULL
6634,P4219,"Rongpo Drubchen","Lobzang Trinle Gyatso",bo-x-ewts,"rong po grub chen","blo bzang 'phrin las rgya mtsho",བློ་བཟང་འཕྲིན་ལས་རྒྱ་མཚོ།,"The Fifth Rongwo Drubchen, Lobzang Trinle Gyatso",1844,0,,NULL,1856,0,,NULL,M,"The Fifth Rongwo Drubchen, Lobzang Trinle Gyatso","rong po grub chen 05 blo bzang 'phrin las rgya mtsho",05,NULL,NULL,
6635,P422,Maṇipa,"Sherab Tashi",bo-x-ewts,"ma Ni pa","shes rab bkra shis",ཤེས་རབ་བཀྲ་ཤིས།,"The First Maṇipa, Sherab Tashi",1647,0,,NULL,1716,0,,NULL,M,"The First Maṇipa, Sherab Tashi","ma Ni pa 01 shes rab bkra shis",01,NULL,NULL,
