TOL ID,TBRC RID,Primary title,Primary name,Primary name encoding,Wylie title,Wylie name,Birth year,Birth year approximate,Birth year alternate,Birth century,Death year,Death year approximate,Death year alternate,Death century,Gender,Display name English,Display name Wylie,Display name Tibetan,Wikidata ID,Lotsawa House URL,HAR URL
9275,P667,,d+harma shrI,bo-x-ewts,,d+harma shrI,1654,0,,,1718,0,,,M,,d+harma shrI,དྷརྨ་ཤྲཱི།,,https://www.lotsawahouse.org/tibetan-masters/lochen-dharmashri/,
1298,P0RK698,,dharma singha,bo-x-ewts,,dharma singha,,0,,,,0,,,M,,dharma singha,དྷརྨ་སིངཧ།,,,
11464,P8721,,d+harma seng+ge,bo-x-ewts,,d+harma seng+ge,1223,0,,,,0,,,M,,d+harma seng+ge,དྷརྨ་སེངྒེ།,,,
4849,P2JM118,,d+harma sen+ha,bo-x-ewts,,d+harma sen+ha,,0,,,,0,,,,,d+harma sen+ha,དྷརྨ་སེནྷ།,,,
10869,P8171,,d+harmasri b+ha dra,bo-x-ewts,,d+harmasri b+ha dra,,0,,,,0,,,M,,d+harmasri b+ha dra,དྷརྨསྲི་བྷ་དྲ།,,,
11301,P8574,,d+harmasriprabha,bo-x-ewts,,d+harmasriprabha,,0,,,,0,,,M,,d+harmasriprabha,དྷརྨསྲིཔྲབྷ།,,,
1131,P0RK422,,dharmA gupta,bo-x-ewts,,dharmA gupta,,0,,,,0,,,M,,dharmA gupta,དྷརྨཱ་གུཔཏ།,,,
1382,P0RK807,,dharmA dhwa dza,bo-x-ewts,,dharmA dhwa dza,,0,,,,0,,,M,,dharmA dhwa dza,དྷརྨཱ་དྷྭ་ཛ།,,,
649,P0RK1396,,dharmA dzyo ti bha dra   (dharmAjyotibhadra),bo-x-ewts,,dharmA dzyo ti bha dra   (dharmAjyotibhadra),,0,,,,0,,,M,,dharmA dzyo ti bha dra   (dharmAjyotibhadra),དྷརྨཱ་ཛྱོ་ཏི་བྷ་དྲ་ ༼དྷརྨཱཇྱོཏིབྷདྲ༽།,,,
921,P0RK1724,,dhi dhi ka (dhItika),bo-x-ewts,,dhi dhi ka (dhItika),,0,,,,0,,,M,,dhi dhi ka (dhItika),དྷི་དྷི་ཀ ༼དྷཱིཏིཀ༽།,,,
6869,P4431,,dA ki dbang mo,bo-x-ewts,,dA ki dbang mo,,0,,,,0,,,F,,dA ki dbang mo,དཱ་ཀི་དབང་མོ།,,,
5539,P3214,,dA na shI la,bo-x-ewts,,dA na shI la,,0,,,,0,,,M,,dA na shI la,དཱ་ན་ཤཱི་ལ།,,,
5631,P3300,,dA ma ru pa,bo-x-ewts,,dA ma ru pa,,0,,,,0,,,M,,dA ma ru pa,དཱ་མ་རུ་པ།,,,
8122,P5586,,dA yan rgyal po,bo-x-ewts,,dA yan rgyal po,1596,0,,,,0,,,M,,dA yan rgyal po,དཱ་ཡན་རྒྱལ་པོ།,,,
9002,P6413,,ding khri btsan po,bo-x-ewts,,ding khri btsan po,,0,,,,0,,,M,,ding khri btsan po,དིང་ཁྲི་བཙན་པོ།,,,
5462,P3144,,dI paM kA ra raksi ta,bo-x-ewts,,dI paM kA ra raksi ta,,0,,,,0,,,M,,dI paM kA ra raksi ta,དཱི་པཾ་ཀཱ་ར་རཀསི་ཏ།,,,
3491,P1GS66242,,du har nag po,bo-x-ewts,,du har nag po,,0,,,,0,,,,,du har nag po,དུ་ཧར་ནག་པོ།,,,
12369,P9558,,dung gces,bo-x-ewts,,dung gces,1959,0,,,,0,,,M,,dung gces,དུང་གཅེས།,,,
11617,P8863,,dung dkar 'brug grags,bo-x-ewts,,dung dkar 'brug grags,,0,,,,0,,,M,,dung dkar 'brug grags,དུང་དཀར་འབྲུག་གྲགས།,,,
10595,P7913,,dung dkar sprul sku nges don   chos kyi rgya mtsho,bo-x-ewts,,dung dkar sprul sku nges don   chos kyi rgya mtsho,,0,,,,0,,,M,,dung dkar sprul sku nges don   chos kyi rgya mtsho,དུང་དཀར་སྤྲུལ་སྐུ་ངེས་དོན་ཆོས་ཀྱི་རྒྱ་མཚོ།,,,
1956,P10394,,dung dkar sprul sku'i skyes   brgyud,bo-x-ewts,,dung dkar sprul sku'i skyes   brgyud,,0,,,,0,,,M,,dung dkar sprul sku'i skyes   brgyud,དུང་དཀར་སྤྲུལ་སྐུའི་སྐྱེས་བརྒྱུད།,,,
1606,P10068,,dung zla,bo-x-ewts,,dung zla,,0,,,,0,,,M,,dung zla,དུང་ཟླ།,,,
2084,P10510,,dung ru ba,bo-x-ewts,,dung ru ba,,0,,,,0,,,M,,dung ru ba,དུང་རུ་བ།,,,
12720,P1KG1793,,dur bud bza'lha 'dzoms,bo-x-ewts,,dur bud bza'lha 'dzoms,,0,,,,0,,,F,,dur bud bza'lha 'dzoms,དུར་བུད་བཟའལྷ་འཛོམས།,,,
5726,P3387,,de bzhin gshegs pa'i rdo rje,bo-x-ewts,,de bzhin gshegs pa'i rdo rje,,0,,,,0,,,M,,de bzhin gshegs pa'i rdo rje,དེ་བཞིན་གཤེགས་པའི་རྡོ་རྗེ།,,,
1782,P10235,,de mo sprul sku skye brgyud,bo-x-ewts,,de mo sprul sku skye brgyud,,0,,,,0,,,M,,de mo sprul sku skye brgyud,དེ་མོ་སྤྲུལ་སྐུ་སྐྱེ་བརྒྱུད།,,,
5546,P3220,,de wa pU rNa ma ti,bo-x-ewts,,de wa pU rNa ma ti,,0,,,,0,,,M,,de wa pU rNa ma ti,དེ་ཝ་པཱུ་རཎ་མ་ཏི།,,,
3132,P1811,,de wa tsandra,bo-x-ewts,,de wa tsandra,,0,,,,0,,,M,,de wa tsandra,དེ་ཝ་ཙནདྲ།,,,
5438,P3121,,de wa su rNa,bo-x-ewts,,de wa su rNa,,0,,,,0,,,M,,de wa su rNa,དེ་ཝ་སུ་རཎ།,,,
572,P0RK131,,de sha ma dhyama sya dzo vid,bo-x-ewts,,de sha ma dhyama sya dzo vid,,0,,,,0,,,M,,de sha ma dhyama sya dzo vid,དེ་ཤ་མ་དྷྱམ་སྱ་ཛོ་བི༹ད།,,,
1378,P0RK803,,do pa chos shes,bo-x-ewts,,do pa chos shes,,0,,,,0,,,M,,do pa chos shes,དོ་པ་ཆོས་ཤེས།,,,
1081,P0RK353,,do pa ston tshul,bo-x-ewts,,do pa ston tshul,,0,,,,0,,,M,,do pa ston tshul,དོ་པ་སྟོན་ཚུལ།,,,
5719,P3380,,do ba sgom chen,bo-x-ewts,,do ba sgom chen,,0,,,,0,,,M,,do ba sgom chen,དོ་བ་སྒོམ་ཆེན།,,,
4896,P2JM160,,do bo ras pa,bo-x-ewts,,do bo ras pa,,0,,,,0,,,,,do bo ras pa,དོ་བོ་རས་པ།,,,
11954,P9170,,don khang skal bzang sde skyid,bo-x-ewts,,don khang skal bzang sde skyid,,0,,,,0,,,M,,don khang skal bzang sde skyid,དོན་ཁང་སྐལ་བཟང་སྡེ་སྐྱིད།,,,
8784,P6204,,"don grub, sprul sku",bo-x-ewts,,"don grub, sprul sku",,0,,,,0,,,F,,"don grub, sprul sku","དོན་གྲུབ,་སྤྲུལ་སྐུ།",,,
11899,P9120,,don grub g.yul rgyal,bo-x-ewts,,don grub g.yul rgyal,,0,,,,0,,,M,,don grub g.yul rgyal,དོན་གྲུབ་གཡུལ་རྒྱལ།,,,
6899,P446,,don grub grags pa,bo-x-ewts,,don grub grags pa,,0,,,,0,,,M,,don grub grags pa,དོན་གྲུབ་གྲགས་པ།,,,
8210,P5666,,don grub chos 'phel,bo-x-ewts,,don grub chos 'phel,,0,,,,0,,,M,,don grub chos 'phel,དོན་གྲུབ་ཆོས་འཕེལ།,,,
12329,P952,,don grub chos rgyal,bo-x-ewts,,don grub chos rgyal,1668,0,,,1718,0,,,M,,don grub chos rgyal,དོན་གྲུབ་ཆོས་རྒྱལ།,,,
2599,P1323,,don grub dpal ba,bo-x-ewts,,don grub dpal ba,1365,0,,,,0,,,M,,don grub dpal ba,དོན་གྲུབ་དཔལ་བ།,,,
4144,P2442,,don grub dpal 'dzom,bo-x-ewts,,don grub dpal 'dzom,,0,,,,0,,,F,,don grub dpal 'dzom,དོན་གྲུབ་དཔལ་འཛོམ།,,,
4213,P2505,,don grub dpal ldan,bo-x-ewts,,don grub dpal ldan,,0,,,,0,,,M,,don grub dpal ldan,དོན་གྲུབ་དཔལ་ལྡན།,,,
559,P0RK1297,,don grub dpal,bo-x-ewts,,don grub dpal,,0,,,,0,,,M,,don grub dpal,དོན་གྲུབ་དཔལ།,,,
2169,P10589,,don grub dpal,bo-x-ewts,,don grub dpal,,0,,,,0,,,M,,don grub dpal,དོན་གྲུབ་དཔལ།,,,
6115,P3744,,don grub dpal,bo-x-ewts,,don grub dpal,,0,,,,0,,,M,,don grub dpal,དོན་གྲུབ་དཔལ།,,,
7863,P5348,,don grub dpal,bo-x-ewts,,don grub dpal,,0,,,,0,,,M,,don grub dpal,དོན་གྲུབ་དཔལ།,,,
9069,P6476,,don grub dbang rgyal,bo-x-ewts,,don grub dbang rgyal,,0,,,,0,,,M,,don grub dbang rgyal,དོན་གྲུབ་དབང་རྒྱལ།,,,
7968,P5446,,don grub bkra shis,bo-x-ewts,,don grub bkra shis,1793,0,,,,0,,,M,,don grub bkra shis,དོན་གྲུབ་བཀྲ་ཤིས།,,,
5634,P3303,,don grub bzang po,bo-x-ewts,,don grub bzang po,,0,,,,0,,,M,,don grub bzang po,དོན་གྲུབ་བཟང་པོ།,,,
3431,P1GS136663,,don grub mgon po,bo-x-ewts,,don grub mgon po,,0,,,,0,,,,,don grub mgon po,དོན་གྲུབ་མགོན་པོ།,,,
6715,P4292,,don grub tshe brtan rdo rje,bo-x-ewts,,don grub tshe brtan rdo rje,,0,,,,0,,,M,,don grub tshe brtan rdo rje,དོན་གྲུབ་ཚེ་བརྟན་རྡོ་རྗེ།,,,
1755,P10210,,don grub tshe ring,bo-x-ewts,,don grub tshe ring,,0,,,,0,,,M,,don grub tshe ring,དོན་གྲུབ་ཚེ་རིང།,,,
2254,P10666,,don grub tshe ring,bo-x-ewts,,don grub tshe ring,1966,0,,,,0,,,M,,don grub tshe ring,དོན་གྲུབ་ཚེ་རིང།,,,
6643,P4227,,don grub tshe ring,bo-x-ewts,,don grub tshe ring,,0,,,,0,,,M,,don grub tshe ring,དོན་གྲུབ་ཚེ་རིང།,,,
8866,P6288,,don grub tshe ring,bo-x-ewts,,don grub tshe ring,1964,0,,,,0,,,M,,don grub tshe ring,དོན་གྲུབ་ཚེ་རིང།,,,
9988,P7328,,don grub tshe ring,bo-x-ewts,,don grub tshe ring,,0,,,,0,,,M,,don grub tshe ring,དོན་གྲུབ་ཚེ་རིང།,,,
2700,P1417,,don grub 'od zer,bo-x-ewts,,don grub 'od zer,,0,,,,0,,,M,,don grub 'od zer,དོན་གྲུབ་འོད་ཟེར།,,,
7963,P5441,,don grub ye shes,bo-x-ewts,,don grub ye shes,,0,,,,0,,,M,,don grub ye shes,དོན་གྲུབ་ཡེ་ཤེས།,,,
2405,P1149,,don grub rgya mtsho,bo-x-ewts,,don grub rgya mtsho,,0,,,,0,,,M,,don grub rgya mtsho,དོན་གྲུབ་རྒྱ་མཚོ།,,,
4703,P2954,,don grub rgya mtsho,bo-x-ewts,,don grub rgya mtsho,,0,,,,0,,,M,,don grub rgya mtsho,དོན་གྲུབ་རྒྱ་མཚོ།,,,
5961,P3605,,don grub rgya mtsho,bo-x-ewts,,don grub rgya mtsho,1613,0,,,1665,0,,,M,,don grub rgya mtsho,དོན་གྲུབ་རྒྱ་མཚོ།,,,
6984,P4538,,don grub rgya mtsho,bo-x-ewts,,don grub rgya mtsho,1745,0,,,1787,0,,,M,,don grub rgya mtsho,དོན་གྲུབ་རྒྱ་མཚོ།,,,
8231,P5685,,don grub rgya mtsho,bo-x-ewts,,don grub rgya mtsho,,0,,,,0,,,M,,don grub rgya mtsho,དོན་གྲུབ་རྒྱ་མཚོ།,,,
13712,P8LS12766,,don grub rgya mtsho,bo-x-ewts,,don grub rgya mtsho,,0,,,,0,,,,,don grub rgya mtsho,དོན་གྲུབ་རྒྱ་མཚོ།,,,
1562,P10028,,don grub rgyal mtshan,bo-x-ewts,,don grub rgyal mtshan,,0,,,,0,,,M,,don grub rgyal mtshan,དོན་གྲུབ་རྒྱལ་མཚན།,,,
3697,P2033,,don grub rgyal mtshan,bo-x-ewts,,don grub rgyal mtshan,,0,,,,0,,,M,,don grub rgyal mtshan,དོན་གྲུབ་རྒྱལ་མཚན།,,,
5597,P3268,,don grub rgyal mtshan,bo-x-ewts,,don grub rgyal mtshan,,0,,,,0,,,M,,don grub rgyal mtshan,དོན་གྲུབ་རྒྱལ་མཚན།,,,
5859,P3508,,don grub rgyal mtshan,bo-x-ewts,,don grub rgyal mtshan,1527,0,,,1587,0,,,M,,don grub rgyal mtshan,དོན་གྲུབ་རྒྱལ་མཚན།,,,
7201,P4734,,don grub rgyal mtshan,bo-x-ewts,,don grub rgyal mtshan,,0,,,,0,,,M,,don grub rgyal mtshan,དོན་གྲུབ་རྒྱལ་མཚན།,,,
8124,P5588,,don grub rgyal mtshan,bo-x-ewts,,don grub rgyal mtshan,,0,,,,0,,,M,,don grub rgyal mtshan,དོན་གྲུབ་རྒྱལ་མཚན།,,,
8243,P5696,,don grub rgyal mtshan,bo-x-ewts,,don grub rgyal mtshan,,0,,,,0,,,M,,don grub rgyal mtshan,དོན་གྲུབ་རྒྱལ་མཚན།,,,
10240,P7571,,don grub rgyal mtshan,bo-x-ewts,,don grub rgyal mtshan,,0,,,,0,,,M,,don grub rgyal mtshan,དོན་གྲུབ་རྒྱལ་མཚན།,,,
10750,P8057,,don grub rgyal,bo-x-ewts,,don grub rgyal,,0,,,,0,,,M,,don grub rgyal,དོན་གྲུབ་རྒྱལ།,,,
2944,P1641,,don grub rdo rje,bo-x-ewts,,don grub rdo rje,1892,0,,,1960,0,,,M,,don grub rdo rje,དོན་གྲུབ་རྡོ་རྗེ།,,,
6716,P4293,,don grub rdo rje,bo-x-ewts,,don grub rdo rje,,0,,,,0,,,M,,don grub rdo rje,དོན་གྲུབ་རྡོ་རྗེ།,,,
2005,P10438,,don grub rin chen,bo-x-ewts,,don grub rin chen,,0,,,,0,,,M,,don grub rin chen,དོན་གྲུབ་རིན་ཆེན།,,,
5318,P3010,,don grub rin chen,bo-x-ewts,,don grub rin chen,,0,,,,0,,,M,,don grub rin chen,དོན་གྲུབ་རིན་ཆེན།,,,
8468,P5905,,don grub rin chen,bo-x-ewts,,don grub rin chen,,0,,,,0,,,M,,don grub rin chen,དོན་གྲུབ་རིན་ཆེན།,,,
3360,P1CZ2416,,don grub lha dar,bo-x-ewts,,don grub lha dar,,0,,,,0,,,,,don grub lha dar,དོན་གྲུབ་ལྷ་དར།,,,
9942,P7286,,don grub lha mo,bo-x-ewts,,don grub lha mo,1918,0,,,,0,,,M,,don grub lha mo,དོན་གྲུབ་ལྷ་མོ།,,,
12549,P9726,,don grub legs bzang,bo-x-ewts,,don grub legs bzang,,0,,,,0,,,M,,don grub legs bzang,དོན་གྲུབ་ལེགས་བཟང།,,,
8791,P6211,,"don grub in Nub byang mi rigs   slob grwa chen mo'i rig gzhung dus deb, 1991 2, pp. 73 83",bo-x-ewts,,"don grub in Nub byang mi rigs   slob grwa chen mo'i rig gzhung dus deb, 1991 2, pp. 73 83",,0,,,,0,,,F,,"don grub in Nub byang mi rigs   slob grwa chen mo'i rig gzhung dus deb, 1991 2, pp. 73 83","དོན་གྲུབ་ཨིན་ཎུབ་བྱང་མི་རིགས་སློབ་གྲྭ་ཆེན་མོའི་རིག་གཞུང་དུས་དེབ, ༡༩༩༡ ༢,་པཔ ༧༣ ༨༣།",,,
2331,P1081,,don grub,bo-x-ewts,,don grub,,0,,,,0,,,M,,don grub,དོན་གྲུབ།,,,
2471,P1208,,don grub,bo-x-ewts,,don grub,,0,,,,0,,,M,,don grub,དོན་གྲུབ།,,,
8239,P5692,,don grub,bo-x-ewts,,don grub,,0,,,,0,,,M,,don grub,དོན་གྲུབ།,,,
9028,P6438,,don grub,bo-x-ewts,,don grub,1950,0,,,,0,,,M,,don grub,དོན་གྲུབ།,,,
12652,P9821,,don dbang bsod stobs,bo-x-ewts,,don dbang bsod stobs,,0,,,,0,,,M,,don dbang bsod stobs,དོན་དབང་བསོད་སྟོབས།,,,
2019,P10450,,don dam 'phags,bo-x-ewts,,don dam 'phags,,0,,,,0,,,M,,don dam 'phags,དོན་དམ་འཕགས།,,,
11199,P848,,don brgyud nyi ma,bo-x-ewts,,don brgyud nyi ma,1930,0,,,1979,0,,,M,,don brgyud nyi ma,དོན་བརྒྱུད་ཉི་མ།,,,
1448,P0RK886,,don zhags pa,bo-x-ewts,,don zhags pa,,0,,,,0,,,M,,don zhags pa,དོན་ཞགས་པ།,,,
1630,P10092,,don 'grub rgyal mtshan,bo-x-ewts,,don 'grub rgyal mtshan,,0,,,,0,,,M,,don 'grub rgyal mtshan,དོན་འགྲུབ་རྒྱལ་མཚན།,,,
10491,P7813,,don 'grub rdo rje,bo-x-ewts,,don 'grub rdo rje,1932,0,,,,0,,,M,,don 'grub rdo rje,དོན་འགྲུབ་རྡོ་རྗེ།,,,
4343,P2626,,don yod grub pa,bo-x-ewts,,don yod grub pa,,0,,,,0,,,M,,don yod grub pa,དོན་ཡོད་གྲུབ་པ།,,,
11619,P8865,,don yod chos kyi rgya mtsho,bo-x-ewts,,don yod chos kyi rgya mtsho,,0,,,,0,,,M,,don yod chos kyi rgya mtsho,དོན་ཡོད་ཆོས་ཀྱི་རྒྱ་མཚོ།,,,
6551,P4142,,don yod dpal ba,bo-x-ewts,,don yod dpal ba,,0,,,,0,,,M,,don yod dpal ba,དོན་ཡོད་དཔལ་བ།,,,
5178,P2JM449,,don yod dpal bzang,bo-x-ewts,,don yod dpal bzang,,0,,,,0,,,,,don yod dpal bzang,དོན་ཡོད་དཔལ་བཟང།,,,
6104,P3734,,don yod dpal bzang,bo-x-ewts,,don yod dpal bzang,,0,,,,0,,,M,,don yod dpal bzang,དོན་ཡོད་དཔལ་བཟང།,,,
3968,P2281,,don yod pa,bo-x-ewts,,don yod pa,,0,,,,0,,,M,,don yod pa,དོན་ཡོད་པ།,,,
12226,P9422,,don yod bstan pa'i rgyal mtshan,bo-x-ewts,,don yod bstan pa'i rgyal mtshan,,0,,,,0,,,M,,don yod bstan pa'i rgyal mtshan,དོན་ཡོད་བསྟན་པའི་རྒྱལ་མཚན།,,,
12228,P9424,,don yod bstan pa'i rgyal   mtshan,bo-x-ewts,,don yod bstan pa'i rgyal   mtshan,,0,,,,0,,,M,,don yod bstan pa'i rgyal   mtshan,དོན་ཡོད་བསྟན་པའི་རྒྱལ་མཚན།,,,
1962,P104,,don yod mkhas grub,bo-x-ewts,,don yod mkhas grub,1671,0,,,1737,0,,,M,,don yod mkhas grub,དོན་ཡོད་མཁས་གྲུབ།,,,
3754,P2086,,don yod tshul khrims,bo-x-ewts,,don yod tshul khrims,1727,0,,,,0,,,M,,don yod tshul khrims,དོན་ཡོད་ཚུལ་ཁྲིམས།,,,
2895,P1596,,don yod rgya mtsho,bo-x-ewts,,don yod rgya mtsho,1778,0,1779,,1825,0,,,M,,don yod rgya mtsho,དོན་ཡོད་རྒྱ་མཚོ།,,,
7372,P4891,,don yod rgya mtsho,bo-x-ewts,,don yod rgya mtsho,,0,,,,0,,,M,,don yod rgya mtsho,དོན་ཡོད་རྒྱ་མཚོ།,,,
12746,P991,,don yod rgya mtsho,bo-x-ewts,,don yod rgya mtsho,,0,,,1587,0,,,M,,don yod rgya mtsho,དོན་ཡོད་རྒྱ་མཚོ།,,,
8286,P5734,,don yod rgyal po,bo-x-ewts,,don yod rgyal po,,0,,,,0,,,M,,don yod rgyal po,དོན་ཡོད་རྒྱལ་པོ།,,,
1873,P10317,,don yod rgyal mtshan,bo-x-ewts,,don yod rgyal mtshan,,0,,,,0,,,M,,don yod rgyal mtshan,དོན་ཡོད་རྒྱལ་མཚན།,,,
4008,P2317,,don yod rgyal mtshan,bo-x-ewts,,don yod rgyal mtshan,,0,,,,0,,,M,,don yod rgyal mtshan,དོན་ཡོད་རྒྱལ་མཚན།,,,
9826,P7178,,don yod rgyal mtshan,bo-x-ewts,,don yod rgyal mtshan,,0,,,,0,,,M,,don yod rgyal mtshan,དོན་ཡོད་རྒྱལ་མཚན།,,,
9845,P7195,,don yod rgyal mtshan,bo-x-ewts,,don yod rgyal mtshan,,0,,,,0,,,M,,don yod rgyal mtshan,དོན་ཡོད་རྒྱལ་མཚན།,,,
6073,P3706,,don yod rgyal,bo-x-ewts,,don yod rgyal,,0,,,,0,,,M,,don yod rgyal,དོན་ཡོད་རྒྱལ།,,,
1848,P10295,,don yod rdo rje,bo-x-ewts,,don yod rdo rje,,0,,,,0,,,M,,don yod rdo rje,དོན་ཡོད་རྡོ་རྗེ།,,,
4316,P2601,,don yod rdo rje,bo-x-ewts,,don yod rdo rje,,0,,,,0,,,M,,don yod rdo rje,དོན་ཡོད་རྡོ་རྗེ།,,,
6072,P3705,,don yod rdo rje,bo-x-ewts,,don yod rdo rje,,0,,,1640,0,,,M,,don yod rdo rje,དོན་ཡོད་རྡོ་རྗེ།,,,
6121,P375,,don yod rdo rje,bo-x-ewts,,don yod rdo rje,,0,,,1512,0,,,M,,don yod rdo rje,དོན་ཡོད་རྡོ་རྗེ།,,,
6245,P3863,,don yod rdo rje,bo-x-ewts,,don yod rdo rje,,0,,,,0,,,M,,don yod rdo rje,དོན་ཡོད་རྡོ་རྗེ།,,,
7117,P4658,,don yod rdo rje,bo-x-ewts,,don yod rdo rje,,0,,,,0,,,M,,don yod rdo rje,དོན་ཡོད་རྡོ་རྗེ།,,,
11543,P8794,,don yod rdo rje,bo-x-ewts,,don yod rdo rje,,0,,,,0,,,M,,don yod rdo rje,དོན་ཡོད་རྡོ་རྗེ།,,,
279,P00KG09745,,don yod rnam rgyal,bo-x-ewts,,don yod rnam rgyal,,0,,,,0,,,M,,don yod rnam rgyal,དོན་ཡོད་རྣམ་རྒྱལ།,,,
3056,P1743,,don yod rin chen,bo-x-ewts,,don yod rin chen,,0,,,,0,,,M,,don yod rin chen,དོན་ཡོད་རིན་ཆེན།,,,
7606,P5104,,don yod snying po,bo-x-ewts,,don yod snying po,,0,,,,0,,,M,,don yod snying po,དོན་ཡོད་སྙིང་པོ།,,,
9421,P6805,,don yod seng+ge,bo-x-ewts,,don yod seng+ge,1744,0,,,1815,0,,,M,,don yod seng+ge,དོན་ཡོད་སེངྒེ།,,,
3720,P2055,,don yod,bo-x-ewts,,don yod,,0,,,,0,,,M,,don yod,དོན་ཡོད།,,,
8777,P6191,,don rdor,bo-x-ewts,,don rdor,,0,,,,0,,,F,,don rdor,དོན་རྡོར།,,,
11571,P8819,,don rab pa,bo-x-ewts,,don rab pa,,0,,,,0,,,M,,don rab pa,དོན་རབ་པ།,,,
1024,P0RK259,,don ri grags pa dpal (don mo   ri pa grags pa dpal),bo-x-ewts,,don ri grags pa dpal (don mo   ri pa grags pa dpal),,0,,,,0,,,M,,don ri grags pa dpal (don mo   ri pa grags pa dpal),དོན་རི་གྲགས་པ་དཔལ ༼དོན་མོ་རི་པ་གྲགས་པ་དཔལ༽།,,,
10986,P8281,,don legs,bo-x-ewts,,don legs,,0,,,,0,,,M,,don legs,དོན་ལེགས།,,,
5623,P3292,,dom bhi he ru ka,bo-x-ewts,,dom bhi he ru ka,,0,,,,0,,,M,,dom bhi he ru ka,དོམ་བྷི་ཧེ་རུ་ཀ།,,,
3128,P1808,,dom tshang ras pa,bo-x-ewts,,dom tshang ras pa,,0,,,,0,,,M,,dom tshang ras pa,དོམ་ཚང་རས་པ།,,,
5650,P3318,,dol pa zang thal,bo-x-ewts,,dol pa zang thal,,0,,,,0,,,M,,dol pa zang thal,དོལ་པ་ཟང་ཐལ།,,,
7207,P474,,dol pa sgrub chen ma,bo-x-ewts,,dol pa sgrub chen ma,,0,,,,0,,,F,,dol pa sgrub chen ma,དོལ་པ་སྒྲུབ་ཆེན་མ།,,,
1031,P0RK271,,na ga ko Ti,bo-x-ewts,,na ga ko Ti,,0,,,,0,,,M,,na ga ko Ti,ན་ག་ཀོ་ཊི།,,,
8982,P6396,,na tha raksa,bo-x-ewts,,na tha raksa,,0,,,,0,,,M,,na tha raksa,ན་ཐ་རཀས།,,,
11648,P8892,,na ba ko Ti pA da,bo-x-ewts,,na ba ko Ti pA da,,0,,,,0,,,M,,na ba ko Ti pA da,ན་བ་ཀོ་ཊི་པཱ་ད།,,,
3969,P2282,,na bza' ba,bo-x-ewts,,na bza' ba,,0,,,,0,,,M,,na bza' ba,ན་བཟའ་བ།,,,
1127,P0RK418,,na ya ka pA (nAyakapAda),bo-x-ewts,,na ya ka pA (nAyakapAda),,0,,,,0,,,M,,na ya ka pA (nAyakapAda),ན་ཡ་ཀ་པཱ ༼ནཱཡཀཔཱད༽།,,,
5566,P3239,,na len+dra pa,bo-x-ewts,,na len+dra pa,,0,,,,0,,,M,,na len+dra pa,ན་ལེནྡྲ་པ།,,,
5231,P2JM497,,nag thar bsod nams mchog grub,bo-x-ewts,,nag thar bsod nams mchog grub,,0,,,,0,,,,,nag thar bsod nams mchog grub,ནག་ཐར་བསོད་ནམས་མཆོག་གྲུབ།,,,
10723,P8031,,nag pa tshe ring,bo-x-ewts,,nag pa tshe ring,,0,,,,0,,,M,,nag pa tshe ring,ནག་པ་ཚེ་རིང།,,,
605,P0RK1346,,nag po pa (kRSNa),bo-x-ewts,,nag po pa (kRSNa),,0,,,,0,,,M,,nag po pa (kRSNa),ནག་པོ་པ ༼ཀཪSཎ༽།,,,
5628,P3299,,nag po pa,bo-x-ewts,,nag po pa,,0,,,,0,,,M,,nag po pa,ནག་པོ་པ།,,,
1058,P0RK312,,nag po zhabs (kRSNapAda),bo-x-ewts,,nag po zhabs (kRSNapAda),,0,,,,0,,,M,,nag po zhabs (kRSNapAda),ནག་པོ་ཞབས ༼ཀཪSཎཔཱད༽།,,,
9267,P6662,,nag po skal bzang,bo-x-ewts,,nag po skal bzang,,0,,,,0,,,M,,nag po skal bzang,ནག་པོ་སྐལ་བཟང།,,,
2779,P149,,nag 'bum,bo-x-ewts,,nag 'bum,,0,,,,0,,,M,,nag 'bum,ནག་འབུམ།,,,
9774,P713,,nag yu snying mo dpal,bo-x-ewts,,nag yu snying mo dpal,,0,,,,0,,,F,,nag yu snying mo dpal,ནག་ཡུ་སྙིང་མོ་དཔལ།,,,
12111,P9316,,"nagano, sadako",bo-x-ewts,,"nagano, sadako",,0,,,,0,,,F,,"nagano, sadako","ནགནོ,་སདཀོ།",,,
9794,P7149,,nagabodhi,bo-x-ewts,,nagabodhi,,0,,,,0,,,M,,nagabodhi,ནགབོདྷི།,,,
7440,P4954,,nagarjuna,bo-x-ewts,,nagarjuna,,0,,,,0,,,M,,nagarjuna,ནགརྗུན།,,,
5621,P3290,,nags khrod pa,bo-x-ewts,,nags khrod pa,,0,,,,0,,,M,,nags khrod pa,ནགས་ཁྲོད་པ།,,,
2095,P10520,,nags gtsang sprul sku'i skye   brgyud,bo-x-ewts,,nags gtsang sprul sku'i skye   brgyud,,0,,,,0,,,M,,nags gtsang sprul sku'i skye   brgyud,ནགས་གཙང་སྤྲུལ་སྐུའི་སྐྱེ་བརྒྱུད།,,,
3706,P2041,,nags pa ba,bo-x-ewts,,nags pa ba,,0,,,,0,,,M,,nags pa ba,ནགས་པ་བ།,,,
5107,P2JM385,,nang chen kun dga',bo-x-ewts,,nang chen kun dga',,0,,,,0,,,,,nang chen kun dga',ནང་ཆེན་ཀུན་དགའ།,,,
