TOL ID,TBRC RID,Primary title,Primary name,Wylie title,Wylie name,Wylie script,Birth year,Birth year approximate,Birth year alternate,Birth century,Death year,Death year approximate,Death year alternate,Death century,Gender,HAR URL,Name display phonetic,Name display Wylie,Ordinal,Wikidata ID
8342,P5788,,Tonmi Sambhota,,thon mi sam+b+ho Ta,ཐོན་མི་སམྦྷོ་ཊ།,619,1,,NULL,NULL,0,,NULL,M,,Tonmi Sambhota,thon mi sam+b+ho Ta,NULL,NULL
8343,P579,Je Khenpo,Sherab Gyeltsen,rje mkhan po,shes rab rgyal mtshan,ཤེས་རབ་རྒྱལ་མཚན།,1772,0,,NULL,1848,0,,NULL,M,,"The Twenty-Fifth Je Khenpo, Sherab Gyeltsen",rje mkhan po 25 shes rab rgyal mtshan,25,NULL
8354,P58,,Lodro Gyeltsen,,blo gros rgyal mtshan,བློ་གྲོས་རྒྱལ་མཚན།,1402,0,,NULL,1472,0,,NULL,M,,Lodro Gyeltsen,blo gros rgyal mtshan,NULL,NULL
8355,P580,Zhabdrung,Jigme Norbu,zhabs drung,jigs med nor bu,འཇིགས་མེད་ནོར་བུ།,1831,0,,NULL,1861,0,,NULL,M,,"The Fourth Zhabdrung, Jigme Norbu",zhabs drung 04 'jigs med nor bu,4,NULL
8361,P5805,,Khyentse Tokden,,mkhyen brtse rtogs ldan,མཁྱེན་བརྩེ་རྟོགས་ལྡན།,1375,0,,56,NULL,0,,NULL,M,,Khyentse Tokden,mkhyen brtse rtogs ldan,NULL,NULL
8397,P584,Zhabdrung Sungtrul,Yeshe Ngodrub,zhabs drung gsung sprul,ye shes dngos grub,ཡེ་ཤེས་དངོས་གྲུབ།,1851,0,,NULL,1917,0,,NULL,M,,"The Fifth Zhabdrung Sungtrul, Yeshe Ngodrub",zhabs drung gsung sprul 05 ye shes dngos grub,5,NULL
8454,P5893,,Kunpang Delek Rinchen,,kun spangs bde legs rin chen,ཀུན་སྤངས་བདེ་ལེགས་རིན་ཆེན།,1260,0,1263,NULL,NULL,0,,NULL,M,,Kunpang Delek Rinchen,kun spangs bde legs rin chen,NULL,NULL
8455,P5894,,Kunden Rema,,kun ldan ras ma,ཀུན་ལྡན་རས་མ།,NULL,0,,51,NULL,0,,NULL,F,,Kunden Rema,kun ldan ras ma,NULL,NULL
8456,P5895,,Jangsem Choje Sonam Gyeltsen,,byang sems chos rje bsod nams rgyal mtshan,བྱང་སེམས་ཆོས་རྗེ་བསོད་ནམས་རྒྱལ་མཚན།,1193,1,,NULL,1269,1,,NULL,M,,Jangsem Choje Sonam Gyeltsen,byang sems chos rje bsod nams rgyal mtshan,NULL,NULL
8459,P5898,,Machik Ongjo,,ma gcig ong jo,མ་གཅིག་ཨང་ཇོ།,NULL,0,,45,NULL,0,,NULL,F,,Machik Ongjo,ma gcig ong jo,NULL,NULL
8460,P5899,,Khyungtsangpa Yeshe Lama,,khyung tshang pa ye shes bla ma,ཁྱུང་ཚང་པ་ཡེ་ཤེས་བླ་མ།,1115,0,,NULL,1176,0,,NULL,M,,Khyungtsangpa Yeshe Lama,khyung tshang pa ye shes bla ma,NULL,NULL
8472,P5909,,"Dungtso Repa The Later""""",,dung mtsho ras pa phyi ma,དུང་མཚོ་རས་པ་ཕྱི་མ།,NULL,0,,57,NULL,0,,NULL,M,,"Dungtso Repa The Later""""",dung mtsho ras pa phyi ma,NULL,NULL
8474,P5910,,Machik Kunga Bum,,ma gcig kun dga' 'bum,མ་གཅིག་ཀུན་དགའ་འབུམ།,NULL,0,,51,NULL,0,,54,F,,Machik Kunga Bum,ma gcig kun dga' 'bum,NULL,NULL
8507,P5941,,Chokyi Wozer,,chos kyi 'od zer,ཆོས་ཀྱི་འོད་ཟེར།,1889,0,,NULL,1960,0,,NULL,M,,Chokyi Wozer,chos kyi 'od zer,NULL,NULL
8536,P5969,,Jamyang Gyeltsen,,jam dbyangs rgyal mtshan,འཇམ་དབྱངས་རྒྱལ་མཚན།,1929,0,,NULL,1999,0,,NULL,M,,Jamyang Gyeltsen,jam dbyangs rgyal mtshan,NULL,NULL
8538,P5970,,Lerab Lingpa,,las rab gling pa,ལས་རབ་གླིང་པ།,1856,0,,NULL,1926,0,,NULL,M,,Lerab Lingpa,las rab gling pa,NULL,NULL
8539,P5971,,Gyelse Sonam Deutsen,,rgyal sras bsod nams lde'u btsan,རྒྱལ་སྲས་བསོད་ནམས་ལྡེའུ་བཙན།,1675,0,"167,916,721,673",NULL,1723,0,,NULL,M,,Gyelse Sonam Deutsen,rgyal sras bsod nams lde'u btsan,NULL,NULL
8543,P5975,,Tsondru Gyatso,,brtson 'grus rgya mtsho,བརྩོན་འགྲུས་རྒྱ་མཚོ།,NULL,0,,68,NULL,0,,69,M,,Tsondru Gyatso,brtson 'grus rgya mtsho,NULL,NULL
8549,P5980,Moktsa Tulku,Namkha Chowang,rmog rtsa sprul sku,nam mkha' chos dbang,ནམ་མཁའ་ཆོས་དབང།,NULL,0,,NULL,1784,1,,NULL,M,,"The First Moktsa Tulku, Namkha Chowang",rmog rtsa sprul sku 01 nam mkha' chos dbang,1,NULL
8551,P5982,Chonyi Gyatso,Orgyen Jamyang,chos nyid rgya mtsho,o rgyan 'jam dbyangs,ཨོ་རྒྱན་འཇམ་དབྱངས།,NULL,0,,71,NULL,0,,72,M,,"The Second Chonyi Gyatso, Orgyen Jamyang",chos nyid rgya mtsho 02 o rgyan 'jam dbyangs,2,NULL
8562,P5992,Drime Zhingkyong,Jigme Rigdzin Gonpo,dri med zhing skyong,jigs med rig 'dzin mgon po,འཇིགས་མེད་རིག་འཛིན་མགོན་པོ།,NULL,0,,72,1836,1,,73,M,,"The Second Drime Zhingkyong, Jigme Rigdzin Gonpo",dri med zhing skyong 02 'jigs med rig 'dzin mgon po,2,NULL
8563,P5993,Drime Zhingkyong,Jigme Yonten Gonpo,dri med zhing skyong,jigs med yon tan mgon po,འཇིགས་མེད་ཡོན་ཏན་མགོན་པོ།,1837,0,,NULL,1898,0,,NULL,M,,"The Third Drime Zhingkyong, Jigme Yonten Gonpo",dri med zhing skyong 03 'jigs med yon tan mgon po,3,NULL
8566,P5996,Chonyi Gyatso,Jampel Dorje,chos nyid rgya mtsho,jam dpal rdo rje,འཇམ་དཔལ་རྡོ་རྗེ།,NULL,0,,75,NULL,0,,78,M,,"The Fourth Chonyi Gyatso, Jampel Dorje",chos nyid rgya mtsho 04 'jam dpal rdo rje,4,NULL
8567,P5997,,Drodul Tobden Lingpa,,gro 'dul stobs ldan gling pa,འགྲོ་འདུལ་སྟོབས་ལྡན་གླིང་པ།,1875,0,,76,1925,0,,78,M,,Drodul Tobden Lingpa,gro 'dul stobs ldan gling pa,NULL,NULL
8571,P60,,Rendawa Zhonnu Lodro,,red mda' ba gzhon nu blo gros,རེད་མདའ་བ་གཞོན་ནུ་བློ་གྲོས།,1348,0,1349,NULL,1412,0,,NULL,M,,Rendawa Zhonnu Lodro,red mda' ba gzhon nu blo gros,NULL,NULL
8574,P6002,Adzom Drukpa,Drodul Pawo Dorje,a 'dzom 'brug pa,gro 'dul dpa' bo rdo rje,འགྲོ་འདུལ་དཔའ་བོ་རྡོ་རྗེ།,1842,0,,NULL,1924,0,,NULL,M,,"The First Adzom Drukpa, Drodul Pawo Dorje",a 'dzom 'brug pa 01 'gro 'dul dpa' bo rdo rje,1,NULL
8575,P6003,Drime Zhingkyong,Jigme Dechen Dorje,dri med zhing skyong,jigs med bde chen rdo rje,འཇིགས་མེད་བདེ་ཆེན་རྡོ་རྗེ།,1899,0,,NULL,1939,1,,NULL,M,,"The Fourth Drime Zhingkyong, Jigme Dechen Dorje",dri med zhing skyong 04 'jigs med bde chen rdo rje,4,NULL
8578,P6006,,Pema Kundrol Namgyel,,pad+ma kun grol rnam rgyal,པདྨ་ཀུན་གྲོལ་རྣམ་རྒྱལ།,1706,0,,NULL,1773,0,,NULL,M,,Pema Kundrol Namgyel,pad+ma kun grol rnam rgyal,NULL,NULL
8580,P6008,Moktsa,Choying Dorje,rmog rtsa,chos dbyings rdo rje,ཆོས་དབྱིངས་རྡོ་རྗེ།,1700,0,,69,1800,0,,73,M,,"The Second Moktsa, Choying Dorje",rmog rtsa 02 chos dbyings rdo rje,2,NULL
8583,P6010,Tsopu Drubchen,Choying Rangdrol,mtsho phu grub chen,chos dbyings rang grol,ཆོས་དབྱིངས་རང་གྲོལ།,NULL,0,,69,NULL,0,,NULL,M,,"The First Tsopu Drubchen, Choying Rangdrol",mtsho phu grub chen 01 chos dbyings rang grol,1,NULL
8584,P6011,Nyingon Choktrul,Wosel Dorje Nyingpo,nyin dgon mchog sprul,od gsal rdo rje snying po,འོད་གསལ་རྡོ་རྗེ་སྙིང་པོ།,NULL,0,,71,NULL,0,,74,M,,"The Second Nyingon Choktrul, Wosel Dorje Nyingpo",nyin dgon mchog sprul 02 'od gsal rdo rje snying po,2,NULL
8585,P6012,,Jangchub Chokyi Nyima,,byang chub chos kyi nyi ma,བྱང་ཆུབ་ཆོས་ཀྱི་ཉི་མ།,NULL,0,,72,NULL,0,,73,M,,Jangchub Chokyi Nyima,byang chub chos kyi nyi ma,NULL,NULL
8596,P6022,Nyingon Choktrul,Gyurme Kelzang Tobgyel Dorje,nyin dgon mchog sprul,gyur med skal bzang stobs rgyal rdo rje,འགྱུར་མེད་སྐལ་བཟང་སྟོབས་རྒྱལ་རྡོ་རྗེ།,1937,0,,NULL,1979,0,,NULL,M,,"The Fifth Nyingon Choktrul, Gyurme Kelzang Tobgyel Dorje",nyin dgon mchog sprul 05 'gyur med skal bzang stobs rgyal rdo rje,5,NULL
8600,P6026,,Jigme Dorje,,jigs med rdo rje,འཇིགས་མེད་རྡོ་རྗེ།,NULL,0,,73,NULL,0,,NULL,M,,Jigme Dorje,jigs med rdo rje,NULL,NULL
8603,P6029,Nyingon Choktrul,Zhenpen Dorje,nyin dgon mchog sprul,gzhan phan rdo rje,གཞན་ཕན་རྡོ་རྗེ།,1825,0,,74,1875,0,,76,M,,"The Third Nyingon Choktrul, Zhenpen Dorje",nyin dgon mchog sprul 03 gzhan phan rdo rje,3,NULL
8609,P6034,Moktsa Tulku,Jikdrel Tutob Dorje,rmog rtsa sprul sku,jigs bral mthu stobs rdo rje,འཇིགས་བྲལ་མཐུ་སྟོབས་རྡོ་རྗེ།,NULL,0,,72,NULL,0,,73,M,,"The Third Moktsa Tulku, Jikdrel Tutob Dorje",rmog rtsa sprul sku 03 'jigs bral mthu stobs rdo rje,3,NULL
8610,P6035,Moktsa Tulku,Jikdrel Chokyi Langpo,rmog rtsa sprul sku,jigs bral phyogs kyi glang po,འཇིགས་བྲལ་ཕྱོགས་ཀྱི་གླང་པོ།,NULL,0,,73,NULL,0,,NULL,M,,"The Fourth Moktsa Tulku, Jikdrel Chokyi Langpo",rmog rtsa sprul sku 04 'jigs bral phyogs kyi glang po,4,NULL
8612,P6037,,Zong Lobzang Tsondru Tubten Gyeltsen,,zong blo bzang brtson 'grus thub bstan rgyal mtshan,ཟོང་བློ་བཟང་བརྩོན་འགྲུས་ཐུབ་བསྟན་རྒྱལ་མཚན།,1904,0,,NULL,1984,0,,NULL,M,,Zong Lobzang Tsondru Tubten Gyeltsen,zong blo bzang brtson 'grus thub bstan rgyal mtshan,NULL,NULL
8616,P6040,Nyingon Choktrul,Jangchub Dorje,nyin dgon mchog sprul,byang chub rdo rje,བྱང་ཆུབ་རྡོ་རྗེ།,NULL,0,,67,NULL,0,,70,M,,"The First Nyingon Choktrul, Jangchub Dorje",nyin dgon mchog sprul 01 byang chub rdo rje,1,NULL
8617,P6041,Nyingon Choktrul,Sonam Dorje,nyin dgon mchog sprul,bsod nams rdo rje,བསོད་ནམས་རྡོ་རྗེ།,NULL,0,,76,NULL,0,,NULL,M,,"The Fourth Nyingon Choktrul, Sonam Dorje",nyin dgon mchog sprul 04 bsod nams rdo rje,4,NULL
8618,P6042,Chaktsa,Kunzang Pema Trinle,phyag tsha sprul sku,kun bzang pad+ma 'phrin las,ཀུན་བཟང་པདྨ་འཕྲིན་ལས།,NULL,0,,76,NULL,0,,79,M,,"The Fourth Chaktsa, Kunzang Pema Trinle",phyag tsha sprul sku 04 kun bzang pad+ma 'phrin las,4,NULL
8624,P6048,,Tubten Gyeltsen Wozer,,thub bstan rgyal mtshan 'od zer,ཐུབ་བསྟན་རྒྱལ་མཚན་འོད་ཟེར།,1862,0,,NULL,NULL,0,,NULL,M,,Tubten Gyeltsen Wozer,thub bstan rgyal mtshan 'od zer,NULL,NULL
8625,P6049,,Drime Wosel Lingpa,,dri med 'od gsal gling pa,དྲི་མེད་འོད་གསལ་གླིང་པ།,NULL,0,,75,NULL,0,,78,M,,Drime Wosel Lingpa,dri med 'od gsal gling pa,NULL,NULL
8629,P6052,Chonyi Gyatso,Pema Trinle,chos nyid rgya mtsho,pad+ma 'phrin las,པདྨ་འཕྲིན་ལས།,NULL,0,,78,NULL,0,,NULL,M,,"The Fifth Chonyi Gyatso, Pema Trinle",chos nyid rgya mtsho 05 pad+ma 'phrin las,5,NULL
8630,P6053,Chonyi Gyatso,Pelden Dorje,chos nyid rgya mtsho,dpal ldan rdo rje,དཔལ་ལྡན་རྡོ་རྗེ།,1775,0,,72,1825,0,,74,M,,"The Third Chonyi Gyatso, Pelden Dorje",chos nyid rgya mtsho 03 dpal ldan rdo rje,3,NULL
8631,P6054,Chonyi Gyatso,Chopa Lugu,chos nyid rgya mtsho,gcod pa lu gu,གཅོད་པ་ལུ་གུ།,NULL,0,,68,NULL,0,,71,M,,"The First Chonyi Gyatso, Chopa Lugu",chos nyid rgya mtsho 01 gcod pa lu gu,1,NULL
8633,P6056,,Hor Donyon Rinpoche,,hor mdo smyon rin po che,ཧོར་མདོ་སྨྱོན་རིན་པོ་ཆེ།,NULL,0,,75,NULL,0,,NULL,M,,Hor Donyon Rinpoche,hor mdo smyon rin po che,NULL,NULL
8637,P606,NULL,Sengge Gyelpo,NULL,seng+ge rgyal po,སེངྒེ་རྒྱལ་པོ།,1289,0,NULL,NULL,1326,0,NULL,NULL,M,,Sengge Gyelpo,seng+ge rgyal po,NULL,NULL
8650,P6071,Namkhai Nyingpo,Namtrul Jigme Puntsok,nam mkha'i snying po,nam sprul 'jigs med phun tshogs,ནམ་མཁའ་གླིང་པ།,1944,0,,NULL,2011,0,,NULL,M,,"The Fourth Namkhai Nyingpo, Namtrul Jigme Puntsok",nam mkha'i snying po 04 nam sprul 'jigs med phun tshogs,4,NULL
8651,P6072,,Khandro Tāre Lhamo,,mkha' 'gro tA re lha mo,མཁའ་འགྲོ་ཏཱ་རེ་ལྷ་མོ།,1938,0,,NULL,2002,0,,NULL,F,,Khandro Tāre Lhamo,mkha' 'gro tA re lha mo,NULL,NULL
8675,P6095,,Nangdze Dorje,,snang mdzad rdo rje,སྣང་མཛད་རྡོ་རྗེ།,1798,0,,NULL,1874,0,,NULL,M,,Nangdze Dorje,snang mdzad rdo rje,NULL,NULL
8730,P6145,,Dromton Zhonnu Lodro,,brom ston gzhon nu blo gros,འབྲོམ་སྟོན་གཞོན་ནུ་བློ་གྲོས།,1271,0,,NULL,NULL,0,,NULL,M,,Dromton Zhonnu Lodro,brom ston gzhon nu blo gros,NULL,NULL
8750,P6164,,Dorje Lingpa,,rdo rje gling pa,རྡོ་རྗེ་གླིང་པ།,1346,0,,NULL,1405,0,,NULL,M,,Dorje Lingpa,rdo rje gling pa,NULL,NULL
8752,P6167,NULL,Ngawang Lodro Drakpa,NULL,ngag dbang blo gros grags pa,ངག་དབང་བློ་གྲོས་གྲགས་པ།,1920,0,NULL,NULL,1975,0,NULL,NULL,M,,Ngawang Lodro Drakpa,ngag dbang blo gros grags pa,NULL,NULL
8753,P6168,,Jamyang Sherab Chokyi Nangwa,,jam dbyangs shes rab chos kyi snang ba,འཇམ་དབྱངས་ཤེས་རབ་ཆོས་ཀྱི་སྣང་བ།,1854,0,,NULL,1893,0,,NULL,M,,Jamyang Sherab Chokyi Nangwa,jam dbyangs shes rab chos kyi snang ba,NULL,NULL
8754,P6169,Gyatrul,Dongak Tendzin,rgya sprul,mdo sngags bstan 'dzin,མདོ་སྔགས་བསྟན་འཛིན།,1830,0,,NULL,1892,0,,NULL,M,,"The First Gyatrul, Dongak Tendzin",rgya sprul 01 mdo sngags bstan 'dzin,1,NULL
8757,P6172,Karma Kuchen,Dongak Chokyi Nyima,karma sku chen,mdo sngags chos kyi nyi ma,མདོ་སྔགས་ཆོས་ཀྱི་ཉི་མ།,1854,0,,NULL,1906,0,,NULL,M,,"The Third Karma Kuchen, Dongak Chokyi Nyima",karma sku chen 03 mdo sngags chos kyi nyi ma,3,NULL
8782,P620,,Shākya Shrī,,shAkya shrI,ཤཱཀྱ་ཤྲཱི།,1853,0,,NULL,1919,0,,NULL,M,,Shākya Shrī,shAkya shrI,NULL,NULL
8825,P625,,Dilgo Khyentse Tashi Peljor,,dil mgo mkhyen brtse bkra shis dpal 'byor,དིལ་མགོ་མཁྱེན་བརྩེ་བཀྲ་ཤིས་དཔལ་འབྱོར།,1910,0,,NULL,1991,0,,NULL,M,,Dilgo Khyentse Tashi Peljor,dil mgo mkhyen brtse bkra shis dpal 'byor,NULL,NULL
8857,P628,,Melong Dorje,,me long rdo rje,མེ་ལོང་རྡོ་རྗེ།,1243,0,,NULL,1303,0,,NULL,M,,Melong Dorje,me long rdo rje,NULL,NULL
8860,P6282,Zhabdrung Karpo,Khetsun Gyatso,zhabs drung dkar po,mkhas btsun rgya mtsho,མཁས་བཙུན་རྒྱ་མཚོ།,1797,0,,NULL,1831,0,,NULL,M,,"The Fifth Zhabdrung Karpo, Khetsun Gyatso",zhabs drung dkar po 05 mkhas btsun rgya mtsho,5,NULL
8861,P6283,Zhabdrung Karpo,Gendun Tendzin Norbu,zhabs drung dkar po,dge 'dun bstan 'dzin nor bu,དགེ་འདུན་བསྟན་འཛིན་ནོར་བུ།,1873,0,,NULL,1927,0,,NULL,M,,"The Seventh Zhabdrung Karpo, Gendun Tendzin Norbu",zhabs drung dkar po 07 dge 'dun bstan 'dzin nor bu,7,NULL
8868,P629,,Jomo Menmo,,jo mo sman mo,ཇོ་མོ་སྨན་མོ།,1248,0,,NULL,1283,0,,NULL,F,,Jomo Menmo,jo mo sman mo,NULL,NULL
8891,P631,NULL,Guru Jober,NULL,gu ru jo 'ber,གུ་རུ་ཇོ་འབེར།,1196,0,NULL,NULL,1255,0,NULL,NULL,M,,Guru Jober,gu ru jo 'ber,NULL,NULL
8892,P6310,Karma Kuchen,Karma Gyurme Ngedon Tendzin,karma sku chen,karma 'gyur med nges don bstan 'dzin,ཀརྨ་འགྱུར་མེད་ངེས་དོན་བསྟན་འཛིན།,1794,0,,NULL,1851,0,,NULL,M,,"The Second Karma Kuchen, Karma Gyurme Ngedon Tendzin",karma sku chen 02 karma 'gyur med nges don bstan 'dzin,2,NULL
8906,P6324,,Karma Chopel,,ka.rma chos 'phel,ཀརྨ་ཆོས་འཕེལ།,1930,0,,NULL,1999,0,,NULL,M,,Karma Chopel,ka.rma chos 'phel,NULL,NULL
8912,P633,,Nyima Bum,,nyi ma 'bum,ཉི་མ་འབུམ།,1158,0,,NULL,1213,0,,NULL,M,,Nyima Bum,nyi ma 'bum,NULL,NULL
8923,P634,,Zhangton Tashi Dorje,,zhang ston bkra shis rdo rje,ཞང་སྟོན་བཀྲ་ཤིས་རྡོ་རྗེ།,1097,0,,NULL,1167,0,,NULL,M,,Zhangton Tashi Dorje,zhang ston bkra shis rdo rje,NULL,NULL
8964,P638,,Sherab Wozer,,shes rab 'od zer,ཤེས་རབ་འོད་ཟེར།,1518,0,,NULL,1584,0,,NULL,M,,Sherab Wozer,shes rab 'od zer,NULL,NULL
8972,P6387,Penor,Lekshe Chokyi Drayang,pad nor,legs bshad chos kyi sgra   dbyangs,ལེགས་བཤད་ཆོས་ཀྱི་སྒྲ་དབྱངས།,1932,0,,NULL,2009,0,,NULL,M,,"The Third Penor, Lekshe Chokyi Drayang",pad nor 03 legs bshad chos kyi sgra   dbyangs,3,NULL
8975,P639,Dorje Drak Rigdzin,Ngakgi Wangpo,rdo rje brag rig 'dzin,ngag gi dbang po,ངག་གི་དབང་པོ།,1580,0,,NULL,1639,0,,NULL,M,,"The Third Dorje Drak Rigdzin, Ngakgi Wangpo",rdo rje brag rig 'dzin 03 ngag gi dbang po,3,NULL
8986,P64,,Tsongkhapa Lobzang Drakpa,,tsong kha pa blo bzang grags pa,ཙོང་ཁ་པ་བློ་བཟང་གྲགས་པ།,1357,0,,NULL,1419,0,,NULL,M,http://www.himalayanart.org/search/set.cfm?setID=197,Tsongkhapa Lobzang Drakpa,tsong kha pa blo bzang grags pa,NULL,NULL
9030,P644,,Gyurme Dechen,,gyur med bde chen,འགྱུར་མེད་བདེ་ཆེན།,1540,0,,NULL,1615,0,,NULL,M,,Gyurme Dechen,gyur med bde chen,NULL,NULL
9047,P6455,,Pema Kunzang Rangdrol,,pad+ma kun bzang rang grol,པདྨ་ཀུན་བཟང་རང་གྲོལ།,1916,0,,NULL,1984,0,,NULL,M,,Pema Kunzang Rangdrol,pad+ma kun bzang rang grol,NULL,NULL
9049,P6457,Ganden Tripa,Lobzang Gyeltsen,dga' ldan khri pa,blo bzang rgyal mtshan,བློ་བཟང་རྒྱལ་མཚན།,NULL,0,,NULL,1932,0,,NULL,M,,"The Ninety-First Ganden Tripa, Lobzang Gyeltsen",dga' ldan khri pa 91 blo bzang rgyal mtshan,91,NULL
9050,P6458,Ganden Tripa,Tubten Nyinje,dga' ldan khri pa,thub bstan nyin byed,ཐུབ་བསྟན་ཉིན་བྱེད།,NULL,0,,75,1933,0,,NULL,M,,"The Ninety-Second Ganden Tripa, Tubten Nyinje",dga' ldan khri pa 92 thub bstan nyin byed,92,NULL
9051,P6459,Ganden Tripa,Yeshe Wangden,dga' ldan khri pa,ye shes dbang ldan,ཡེ་ཤེས་དབང་ལྡན།,NULL,0,,NULL,1943,1,,NULL,M,,"The Ninety-Third Ganden Tripa, Yeshe Wangden",dga' ldan khri pa 93 ye shes dbang ldan,93,NULL
9052,P646,,Tashi Tobgyel,,bkra shis stobs rgyal,བཀྲ་ཤིས་སྟོབས་རྒྱལ།,1550,0,,63,1603,0,,NULL,M,,Tashi Tobgyel,bkra shis stobs rgyal,NULL,NULL
9053,P6460,Ganden Tripa,Lhundrub Tsondru,dga' ldan khri pa,lhun grub brtson 'grus,ལྷུན་གྲུབ་བརྩོན་འགྲུས།,NULL,0,,NULL,1949,0,,NULL,M,,"The Ninety-Fourth Ganden Tripa, Lhundrub Tsondru",dga' ldan khri pa 94 lhun grub brtson 'grus,94,NULL
9055,P6463,Ganden Tripa,Drakpa Dondrub,dga' ldan khri pa,grags pa don grub,གྲགས་པ་དོན་གྲུབ།,1825,0,,74,1875,0,,76,M,,"The Eightieth Ganden Tripa, Drakpa Dondrub",dga' ldan khri pa 80 grags pa don grub,80,NULL
9056,P6464,Ganden Tripa,Lobzang Nyendrak Gyatso,dga' ldan khri pa,blo bzang snyan grags rgya mtsho,བློ་བཟང་སྙན་གྲགས་རྒྱ་མཚོ།,NULL,0,,73,1920,1,,NULL,M,,"The Eighty-Ninth Ganden Tripa, Lobzang Nyendrak Gyatso",dga' ldan khri pa 89 blo bzang snyan grags rgya mtsho,89,NULL
9057,P6465,Ganden Tripa,Lobzang Jinpa,dga' ldan khri pa,blo bzang sbyin pa,བློ་བཟང་སྦྱིན་པ།,1825,0,,74,1875,0,,76,M,,"The Seventy-Ninth Ganden Tripa, Lobzang Jinpa",dga' ldan khri pa 79 blo bzang sbyin pa,79,NULL
9058,P6466,Ganden Tripa,Jamyang Damcho,dga' ldan khri pa,jam dbyangs dam chos,འཇམ་དབྱངས་དམ་ཆོས།,1825,0,,74,1875,0,,76,M,,"The Seventy-Eighth Ganden Tripa, Jamyang Damcho",dga' ldan khri pa 78 'jam dbyangs dam chos,78,NULL
9059,P6467,Ganden Tripa,Tsultrim Dargye,dga' ldan khri pa,tshul khrims dar rgyas,ཚུལ་ཁྲིམས་དར་རྒྱས།,1825,0,,74,1875,0,,76,M,,"The Seventy-Seventh Ganden Tripa, Tsultrim Dargye",dga' ldan khri pa 77 tshul khrims dar rgyas,77,NULL
9062,P647,,Peljor Lhundrub,,dpal 'byor lhun grub,དཔལ་འབྱོར་ལྷུན་གྲུབ།,1561,0,,NULL,1637,0,,NULL,M,,Peljor Lhundrub,dpal 'byor lhun grub,NULL,NULL
9095,P65,,Gyeltsabje Darma Rinchen,,rgyal tshab rje dar ma rin chen,རྒྱལ་ཚབ་རྗེ་དར་མ་རིན་ཆེན།,1364,0,,NULL,1432,0,,NULL,M,,Gyeltsabje Darma Rinchen,rgyal tshab rje dar ma rin chen,NULL,NULL
9121,P6525,,Nyak Jñānakumara,,gnyags dznyA na ku mA ra,གཉགས་ཛཉཱ་ན་ཀུ་མཱ་ར།,NULL,0,,30,NULL,0,,32,M,,Nyak Jñānakumara,gnyags dznyA na ku mA ra,NULL,NULL
9126,P653,Dzogchen Drubwang,Pema Rigdzin,rdzogs chen grub dbang,pad+ma rig 'dzin,པདྨ་རིག་འཛིན།,1625,0,,NULL,1697,0,,NULL,M,,"The First Dzogchen Drubwang, Pema Rigdzin",rdzogs chen grub dbang 01 pad+ma rig 'dzin,1,NULL
9141,P6543,NULL,Yeshe Yang,NULL,ye shes dbyangs,ཡེ་ཤེས་དབྱངས།,NULL,0,NULL,NULL,862,0,NULL,NULL,M,,Yeshe Yang,ye shes dbyangs,NULL,NULL
9158,P656,,Garwang Dorje,,gar dbang rdo rje,གར་དབང་རྡོ་རྗེ།,1640,0,,NULL,1685,0,,NULL,M,,Garwang Dorje,gar dbang rdo rje,NULL,NULL
9169,P657,Dorje Drak Rigdzin,Pema Trinle,rdo rje brag rig 'dzin,pad+ma 'phrin las,པདྨ་འཕྲིན་ལས།,1641,0,,NULL,1717,0,,NULL,M,,"The Fourth Dorje Drak Rigdzin, Pema Trinle",rdo rje brag rig 'dzin 04 pad+ma 'phrin las,4,NULL
9171,P6571,Drigung Khandro,Choden Zangmo,bri gung mkha' 'gro,chos ldan bzang mo,ཆོས་ལྡན་བཟང་མོ།,1885,0,1886,NULL,1958,0,,NULL,F,,Drigung Khandro Choden Zangmo,bri gung mkha' 'gro chos ldan bzang mo,NULL,NULL
9172,P6572,,Chonyi Wangmo,,chos nyid dbang mo,ཆོས་ཉིད་དབང་མོ།,NULL,0,,76,NULL,0,,79,F,,Chonyi Wangmo,chos nyid dbang mo,NULL,NULL
9190,P659,,Namcho Mingyur Dorje,,gnam chos mi 'gyur rdo rje,གནམ་ཆོས་མི་འགྱུར་རྡོ་རྗེ།,1645,0,,NULL,1667,0,,NULL,M,http://www.himalayanart.org/image.cfm/89717.html,Namcho Mingyur Dorje,gnam chos mi 'gyur rdo rje,NULL,NULL
9201,P66,Karmapa,Rangjung Dorje,karma pa,rang byung rdo rje,རང་བྱུང་རྡོ་རྗེ།,1284,0,,NULL,1339,0,,NULL,M,http://www.himalayanart.org/image.cfm/57024.html,"The Third Karmapa, Rangjung Dorje",karma pa 03 rang byung rdo rje,3,NULL
9203,P6600,,Yonten Gonpo,,yon tan mgon po,ཡོན་ཏན་མགོན་པོ།,1899,0,,NULL,1959,0,,NULL,M,,Yonten Gonpo,yon tan mgon po,NULL,NULL
9213,P661,Shechen Rabjam,Tenpai Gyeltsen,zhe chen rab 'byams,bstan pa'i rgyal mtshan,བསྟན་པའི་རྒྱལ་མཚན།,1650,0,,NULL,1704,0,,NULL,M,,"The First Shechen Rabjam, Tenpai Gyeltsen",zhe chen rab 'byams 01 bstan pa'i rgyal mtshan,1,NULL
