TOL ID,TBRC RID,Primary title,Primary name,Primary name encoding,Wylie title,Wylie name,Tibetan,Birth year,Birth year approximate,Birth year alternate,Birth century,Death year,Death year approximate,Death year alternate,Death century,Gender,Display name English,Display name Wylie,Ordinal,Display name Tibetan,Wikidata ID,Lotsawa House URL,HAR URL
8726,P6141,,karma nges don chos kyi blo gros,bo-x-ewts,,ka.rma nges don chos kyi blo gros,ཀརྨ་ངེས་དོན་ཆོས་ཀྱི་བློ་གྲོས།,1940,0,,,2004,0,,,M,karma nges don chos kyi blo gros,ka.rma nges don chos kyi blo gros,,ཀརྨ་ངེས་དོན་ཆོས་ཀྱི་བློ་གྲོས།,,,
8727,P6142,,dzam gling bde ba'i rdo rje,bo-x-ewts,,dzam gling bde ba'i rdo rje,འཛམ་གླིང་བདེ་བའི་རྡོ་རྗེ།,,0,,,,0,,,M,dzam gling bde ba'i rdo rje,dzam gling bde ba'i rdo rje,,འཛམ་གླིང་བདེ་བའི་རྡོ་རྗེ།,,,
8728,P6143,,pad+ma blo gros,bo-x-ewts,,pad+ma blo gros,པདྨ་བློ་གྲོས།,,0,,,,0,,,M,pad+ma blo gros,pad+ma blo gros,,པདྨ་བློ་གྲོས།,,,
8729,P6144,,ngag dbang blo gros,bo-x-ewts,,ngag dbang blo gros,ངག་དབང་བློ་གྲོས།,,0,,,,0,,,M,ngag dbang blo gros,ngag dbang blo gros,,ངག་དབང་བློ་གྲོས།,,,
8730,P6145,,Dromton Zhonnu Lodro,en,,brom ston gzhon nu blo gros,འབྲོམ་སྟོན་གཞོན་ནུ་བློ་གྲོས།,1271,0,,,,0,,,M,Dromton Zhonnu Lodro,brom ston gzhon nu blo gros,,འབྲོམ་སྟོན་གཞོན་ནུ་བློ་གྲོས།,,,
8731,P6146,,jam pa'i dbyangs,bo-x-ewts,,jam pa'i dbyangs,འཇམ་པའི་དབྱངས།,,0,,,,0,,,M,jam pa'i dbyangs,jam pa'i dbyangs,,འཇམ་པའི་དབྱངས།,,,
8732,P6147,,tshul khrims skal bzang,bo-x-ewts,,tshul khrims skal bzang,ཚུལ་ཁྲིམས་སྐལ་བཟང།,1942,0,,,,0,,,M,tshul khrims skal bzang,tshul khrims skal bzang,,ཚུལ་ཁྲིམས་སྐལ་བཟང།,,,
8733,P6148,,bdud 'joms dpa' bo,bo-x-ewts,,bdud 'joms dpa' bo,བདུད་འཇོམས་དཔའ་བོ།,1582,0,,,,0,,,M,bdud 'joms dpa' bo,bdud 'joms dpa' bo,,བདུད་འཇོམས་དཔའ་བོ།,,,
8734,P6149,,kun dga' gsal ba,bo-x-ewts,,kun dga' gsal ba,ཀུན་དགའ་གསལ་བ།,,0,,,,0,,,M,kun dga' gsal ba,kun dga' gsal ba,,ཀུན་དགའ་གསལ་བ།,,,
8735,P615,,srid zhi rnam rgyal,bo-x-ewts,,srid zhi rnam rgyal,སྲིད་ཞི་རྣམ་རྒྱལ།,1875,0,,,1935,0,,,M,srid zhi rnam rgyal,srid zhi rnam rgyal,,སྲིད་ཞི་རྣམ་རྒྱལ།,,,
8736,P6150,,TANTrAs,bo-x-ewts,,TANTrAs,ཊཱཎཊྲཱས།,,0,,,,0,,,M,TANTrAs,TANTrAs,,ཊཱཎཊྲཱས།,,,
8737,P6151,,ye shes blo ldan,bo-x-ewts,,ye shes blo ldan,ཡེ་ཤེས་བློ་ལྡན།,1899,0,,,1952,0,,,M,ye shes blo ldan,ye shes blo ldan,,ཡེ་ཤེས་བློ་ལྡན།,,,
8738,P6152,,dkon mchog chos grags,bo-x-ewts,,dkon mchog chos grags,དཀོན་མཆོག་ཆོས་གྲགས།,,0,,,1934,0,,,M,dkon mchog chos grags,dkon mchog chos grags,,དཀོན་མཆོག་ཆོས་གྲགས།,,,
8739,P6153,,lhun grub dpal ldan,bo-x-ewts,,lhun grub dpal ldan,ལྷུན་གྲུབ་དཔལ་ལྡན།,,0,,,,0,,,M,lhun grub dpal ldan,lhun grub dpal ldan,,ལྷུན་གྲུབ་དཔལ་ལྡན།,,,
8740,P6154,,chos kyi blo gros,bo-x-ewts,,chos kyi blo gros,ཆོས་ཀྱི་བློ་གྲོས།,,0,,,,0,,,M,chos kyi blo gros,chos kyi blo gros,,ཆོས་ཀྱི་བློ་གྲོས།,,,
8741,P6155,,chos dar grags 'phel,bo-x-ewts,,chos dar grags 'phel,ཆོས་དར་གྲགས་འཕེལ།,,0,,,,0,,,M,chos dar grags 'phel,chos dar grags 'phel,,ཆོས་དར་གྲགས་འཕེལ།,,,
8742,P6156,,chos kyi grags pa,bo-x-ewts,,chos kyi grags pa,ཆོས་ཀྱི་གྲགས་པ།,,0,,,,0,,,M,chos kyi grags pa,chos kyi grags pa,,ཆོས་ཀྱི་གྲགས་པ།,,,
8743,P6158,,rab chos zla ba,bo-x-ewts,,rab chos zla ba,རབ་ཆོས་ཟླ་བ།,,0,,,,0,,,M,rab chos zla ba,rab chos zla ba,,རབ་ཆོས་ཟླ་བ།,,,
8744,P6159,,tshe dbang rdo rje,bo-x-ewts,,tshe dbang rdo rje,ཚེ་དབང་རྡོ་རྗེ།,,0,,,,0,,,M,tshe dbang rdo rje,tshe dbang rdo rje,,ཚེ་དབང་རྡོ་རྗེ།,,,
8745,P616,,chos dbyings rdo rje,bo-x-ewts,,chos dbyings rdo rje,ཆོས་དབྱིངས་རྡོ་རྗེ།,1772,0,,,1838,0,,,M,chos dbyings rdo rje,chos dbyings rdo rje,,ཆོས་དབྱིངས་རྡོ་རྗེ།,,,
8746,P6160,,saraha,en,,saraha,སརཧ།,,0,,,,0,,,M,saraha,saraha,,སརཧ།,,,
8747,P6161,,shantideva,en,,shantideva,ཤནཏིདེབ༹།,,0,,,,0,,,M,shantideva,shantideva,,ཤནཏིདེབ༹།,,,
8748,P6162,,nyi zla 'od zer,bo-x-ewts,,nyi zla 'od zer,ཉི་ཟླ་འོད་ཟེར།,,0,,,,0,,,M,nyi zla 'od zer,nyi zla 'od zer,,ཉི་ཟླ་འོད་ཟེར།,,,
8749,P6163,,dkar brgyud bstan 'dzin nor bu,bo-x-ewts,,dkar brgyud bstan 'dzin nor bu,དཀར་བརྒྱུད་བསྟན་འཛིན་ནོར་བུ།,1899,0,,,1959,0,,,M,dkar brgyud bstan 'dzin nor bu,dkar brgyud bstan 'dzin nor bu,,དཀར་བརྒྱུད་བསྟན་འཛིན་ནོར་བུ།,,,
8750,P6164,,Dorje Lingpa,en,,rdo rje gling pa,རྡོ་རྗེ་གླིང་པ།,1346,0,,,1405,0,,,M,Dorje Lingpa,rdo rje gling pa,,རྡོ་རྗེ་གླིང་པ།,,https://www.lotsawahouse.org/tibetan-masters/dorje-lingpa/,
8751,P6165,,ngag dbang ye shes rang grol,bo-x-ewts,,ngag dbang ye shes rang grol,ངག་དབང་ཡེ་ཤེས་རང་གྲོལ།,,0,,,,0,,,M,ngag dbang ye shes rang grol,ngag dbang ye shes rang grol,,ངག་དབང་ཡེ་ཤེས་རང་གྲོལ།,,,
8752,P6167,,Ngawang Lodro Drakpa,en,,ngag dbang blo gros grags pa,ངག་དབང་བློ་གྲོས་གྲགས་པ།,1920,0,,,1975,0,,,M,Ngawang Lodro Drakpa,ngag dbang blo gros grags pa,,ངག་དབང་བློ་གྲོས་གྲགས་པ།,,,
8753,P6168,Pelyul Choktrul,Jamyang Sherab Chokyi Nangwa,en,dpal yul mchog sprul,jam dbyangs shes rab chos kyi snang ba,འཇམ་དབྱངས་ཤེས་རབ་ཆོས་ཀྱི་སྣང་བ།,1854,0,,,1893,0,,,M,"The First Pelyul Choktrul, Jamyang Sherab Chokyi Nangwa",dpal yul mchog sprul 01 'jam dbyangs shes rab chos kyi snang ba,1,དཔལ་ཡུལ་མཆོག་སྤྲུལ ༠༡ འཇམ་དབྱངས་ཤེས་རབ་ཆོས་ཀྱི་སྣང་བ།,,,
8754,P6169,Gyatrul,Dongak Tendzin,en,rgya sprul,mdo sngags bstan 'dzin,མདོ་སྔགས་བསྟན་འཛིན།,1830,0,,,1892,0,,,M,"The First Gyatrul, Dongak Tendzin",rgya sprul 01 mdo sngags bstan 'dzin,1,རྒྱ་སྤྲུལ ༠༡ མདོ་སྔགས་བསྟན་འཛིན།,,,
8755,P617,,pad+ma chos rgyal,bo-x-ewts,,pad+ma chos rgyal,པདྨ་ཆོས་རྒྱལ།,,0,,,,0,,,M,pad+ma chos rgyal,pad+ma chos rgyal,,པདྨ་ཆོས་རྒྱལ།,,,
8756,P6171,,jigs med rang grol,bo-x-ewts,,jigs med rang grol,འཇིགས་མེད་རང་གྲོལ།,,0,,,,0,,,M,jigs med rang grol,jigs med rang grol,,འཇིགས་མེད་རང་གྲོལ།,,,
8757,P6172,Karma Kuchen,Dongak Chokyi Nyima,en,karma sku chen,mdo sngags chos kyi nyi ma,མདོ་སྔགས་ཆོས་ཀྱི་ཉི་མ།,1854,0,,,1906,0,,,M,"The Third Karma Kuchen, Dongak Chokyi Nyima",karma sku chen 03 mdo sngags chos kyi nyi ma,3,ཀརྨ་སྐུ་ཆེན ༠༣ མདོ་སྔགས་ཆོས་ཀྱི་ཉི་མ།,,,
8758,P6173,,bkra shis chos 'phel,bo-x-ewts,,bkra shis chos 'phel,བཀྲ་ཤིས་ཆོས་འཕེལ།,,0,,,,0,,,M,bkra shis chos 'phel,bkra shis chos 'phel,,བཀྲ་ཤིས་ཆོས་འཕེལ།,,,
8759,P6175,,bsod nams dpal ldan,bo-x-ewts,,bsod nams dpal ldan,བསོད་ནམས་དཔལ་ལྡན།,,0,,,,0,,,M,bsod nams dpal ldan,bsod nams dpal ldan,,བསོད་ནམས་དཔལ་ལྡན།,,,
8760,P6176,,jam dpal rdo rje,bo-x-ewts,,jam dpal rdo rje,འཇམ་དཔལ་རྡོ་རྗེ།,,0,,,,0,,,M,jam dpal rdo rje,jam dpal rdo rje,,འཇམ་དཔལ་རྡོ་རྗེ།,,,
8761,P6177,,yon tan rgya mtsho,bo-x-ewts,,yon tan rgya mtsho,ཡོན་ཏན་རྒྱ་མཚོ།,1974,0,,,,0,,,M,yon tan rgya mtsho,yon tan rgya mtsho,,ཡོན་ཏན་རྒྱ་མཚོ།,,,
8762,P6178,,gyur med mdo rgyud rgya mtsho,bo-x-ewts,,gyur med mdo rgyud rgya mtsho,འགྱུར་མེད་མདོ་རྒྱུད་རྒྱ་མཚོ།,,0,,,,0,,,M,gyur med mdo rgyud rgya mtsho,gyur med mdo rgyud rgya mtsho,,འགྱུར་མེད་མདོ་རྒྱུད་རྒྱ་མཚོ།,,,
8763,P6179,,la stod pa,bo-x-ewts,,la stod pa,ལ་སྟོད་པ།,,0,,,,0,,,M,la stod pa,la stod pa,,ལ་སྟོད་པ།,,,
8764,P618,,ye shes grub pa,bo-x-ewts,,ye shes grub pa,ཡེ་ཤེས་གྲུབ་པ།,1781,0,,,1845,0,,,M,ye shes grub pa,ye shes grub pa,,ཡེ་ཤེས་གྲུབ་པ།,,,
8765,P6180,,rin chen dpal bzang,bo-x-ewts,,rin chen dpal bzang,རིན་ཆེན་དཔལ་བཟང།,1263,0,,,,0,,,M,rin chen dpal bzang,rin chen dpal bzang,,རིན་ཆེན་དཔལ་བཟང།,,,
8766,P6181,,nyi ma mgon,bo-x-ewts,,nyi ma mgon,ཉི་མ་མགོན།,,0,,,,0,,,M,nyi ma mgon,nyi ma mgon,,ཉི་མ་མགོན།,,,
8767,P6182,,che mchog rdo rje,bo-x-ewts,,che mchog rdo rje,ཆེ་མཆོག་རྡོ་རྗེ།,,0,,,,0,,,M,che mchog rdo rje,che mchog rdo rje,,ཆེ་མཆོག་རྡོ་རྗེ།,,,
8768,P6183,,nam mkha' seng+ge,bo-x-ewts,,nam mkha' seng+ge,ནམ་མཁའ་སེངྒེ།,,0,,,,0,,,M,nam mkha' seng+ge,nam mkha' seng+ge,,ནམ་མཁའ་སེངྒེ།,,,
8769,P6184,,kun dga' chos rgyal,bo-x-ewts,,kun dga' chos rgyal,ཀུན་དགའ་ཆོས་རྒྱལ།,1413,0,,,1509,0,,,M,kun dga' chos rgyal,kun dga' chos rgyal,,ཀུན་དགའ་ཆོས་རྒྱལ།,,,
8770,P6185,,kun tu bzang mo,bo-x-ewts,,kun tu bzang mo,ཀུན་ཏུ་བཟང་མོ།,,0,,,,0,,,F,kun tu bzang mo,kun tu bzang mo,,ཀུན་ཏུ་བཟང་མོ།,,,
8771,P6186,,zla ba rgyal mtshan,bo-x-ewts,,zla ba rgyal mtshan,ཟླ་བ་རྒྱལ་མཚན།,1418,0,,,1506,0,,,M,zla ba rgyal mtshan,zla ba rgyal mtshan,,ཟླ་བ་རྒྱལ་མཚན།,,,
8772,P6187,,nam mkha' rdo rje,bo-x-ewts,,nam mkha' rdo rje,ནམ་མཁའ་རྡོ་རྗེ།,1486,0,,,1553,0,,,M,nam mkha' rdo rje,nam mkha' rdo rje,,ནམ་མཁའ་རྡོ་རྗེ།,,,
8774,P6189,,blo bzang mkhas grub,bo-x-ewts,,blo bzang mkhas grub,བློ་བཟང་མཁས་གྲུབ།,,0,,,,0,,,M,blo bzang mkhas grub,blo bzang mkhas grub,,བློ་བཟང་མཁས་གྲུབ།,,,
8775,P619,,sgrub brgyud nyi ma,bo-x-ewts,,sgrub brgyud nyi ma,སྒྲུབ་བརྒྱུད་ཉི་མ།,1781,0,,,1847,0,,,M,sgrub brgyud nyi ma,sgrub brgyud nyi ma,,སྒྲུབ་བརྒྱུད་ཉི་མ།,,,
8777,P6191,,don rdor,bo-x-ewts,,don rdor,དོན་རྡོར།,,0,,,,0,,,F,don rdor,don rdor,,དོན་རྡོར།,,,
8778,P6192,,rag sprul,bo-x-ewts,,rag sprul,རག་སྤྲུལ།,,0,,,,0,,,F,rag sprul,rag sprul,,རག་སྤྲུལ།,,,
8779,P6198,,bod rang skyong ljongs srid gros lo rgyus rig gnas dpyad gzhi'i rgyu cha u yon lhan khang,bo-x-ewts,,bod rang skyong ljongs srid gros lo rgyus rig gnas dpyad gzhi'i rgyu cha u yon lhan khang,བོད་རང་སྐྱོང་ལྗོངས་སྲིད་གྲོས་ལོ་རྒྱུས་རིག་གནས་དཔྱད་གཞིའི་རྒྱུ་ཆ་ཨུ་ཡོན་ལྷན་ཁང།,,0,,,,0,,,F,bod rang skyong ljongs srid gros lo rgyus rig gnas dpyad gzhi'i rgyu cha u yon lhan khang,bod rang skyong ljongs srid gros lo rgyus rig gnas dpyad gzhi'i rgyu cha u yon lhan khang,,བོད་རང་སྐྱོང་ལྗོངས་སྲིད་གྲོས་ལོ་རྒྱུས་རིག་གནས་དཔྱད་གཞིའི་རྒྱུ་ཆ་ཨུ་ཡོན་ལྷན་ཁང།,,,
8780,P6199,,bsod nams grags pa,bo-x-ewts,,bsod nams grags pa,བསོད་ནམས་གྲགས་པ།,,0,,,,0,,,F,bsod nams grags pa,bsod nams grags pa,,བསོད་ནམས་གྲགས་པ།,,,
8781,P62,,dpal 'byor shes rab,bo-x-ewts,,dpal 'byor shes rab,དཔལ་འབྱོར་ཤེས་རབ།,,0,,,,0,,,M,dpal 'byor shes rab,dpal 'byor shes rab,,དཔལ་འབྱོར་ཤེས་རབ།,,,
8782,P620,,Shākya Shrī,en,,shAkya shrI,ཤཱཀྱ་ཤྲཱི།,1853,0,,,1919,0,,,M,Shākya Shrī,shAkya shrI,,ཤཱཀྱ་ཤྲཱི།,,https://www.lotsawahouse.org/tibetan-masters/shakya-shri/,
8784,P6204,,"don grub, sprul sku",bo-x-ewts,,"don grub, sprul sku","དོན་གྲུབ,་སྤྲུལ་སྐུ།",,0,,,,0,,,F,"don grub, sprul sku","don grub, sprul sku",,"དོན་གྲུབ,་སྤྲུལ་སྐུ།",,,
8785,P6205,,po ta la Dpe mdzod khang,bo-x-ewts,,po ta la Dpe mdzod khang,པོ་ཏ་ལ་ཌཔེ་མཛོད་ཁང།,,0,,,,0,,,F,po ta la Dpe mdzod khang,po ta la Dpe mdzod khang,,པོ་ཏ་ལ་ཌཔེ་མཛོད་ཁང།,,,
8786,P6206,,mi rigs Dpe mdzod khang,bo-x-ewts,,mi rigs Dpe mdzod khang,མི་རིགས་ཌཔེ་མཛོད་ཁང།,,0,,,,0,,,F,mi rigs Dpe mdzod khang,mi rigs Dpe mdzod khang,,མི་རིགས་ཌཔེ་མཛོད་ཁང།,,,
8787,P6208,,grags pa yongs 'dus,bo-x-ewts,,grags pa yongs 'dus,གྲགས་པ་ཡོངས་འདུས།,1942,0,,,,0,,,M,grags pa yongs 'dus,grags pa yongs 'dus,,གྲགས་པ་ཡོངས་འདུས།,,,
8788,P6209,,skal bzang chos kyi rgyal mtshan,bo-x-ewts,,skal bzang chos kyi rgyal mtshan,སྐལ་བཟང་ཆོས་ཀྱི་རྒྱལ་མཚན།,1925,0,,,1998,0,,,M,skal bzang chos kyi rgyal mtshan,skal bzang chos kyi rgyal mtshan,,སྐལ་བཟང་ཆོས་ཀྱི་རྒྱལ་མཚན།,,,
8789,P621,,mkhyen brtse klong grol,bo-x-ewts,,mkhyen brtse klong grol,མཁྱེན་བརྩེ་ཀློང་གྲོལ།,1832,0,,,1909,0,,,M,mkhyen brtse klong grol,mkhyen brtse klong grol,,མཁྱེན་བརྩེ་ཀློང་གྲོལ།,,,
8790,P4CZ34265,,bstan pa'i sgron me,bo-x-ewts,,bstan pa'i sgron me,བསྟན་པའི་སྒྲོན་མེ།,,0,,,,0,,,M,bstan pa'i sgron me,bstan pa'i sgron me,,བསྟན་པའི་སྒྲོན་མེ།,,,
8791,P6211,,"don grub in Nub byang mi rigs slob grwa chen mo'i rig gzhung dus deb, 1991 2, pp. 73 83",bo-x-ewts,,"don grub in Nub byang mi rigs slob grwa chen mo'i rig gzhung dus deb, 1991 2, pp. 73 83","དོན་གྲུབ་ཨིན་ཎུབ་བྱང་མི་རིགས་སློབ་གྲྭ་ཆེན་མོའི་རིག་གཞུང་དུས་དེབ, ༡༩༩༡ ༢,་པཔ ༧༣ ༨༣།",,0,,,,0,,,F,"don grub in Nub byang mi rigs slob grwa chen mo'i rig gzhung dus deb, 1991 2, pp. 73 83","don grub in Nub byang mi rigs slob grwa chen mo'i rig gzhung dus deb, 1991 2, pp. 73 83",,"དོན་གྲུབ་ཨིན་ཎུབ་བྱང་མི་རིགས་སློབ་གྲྭ་ཆེན་མོའི་རིག་གཞུང་དུས་དེབ, ༡༩༩༡ ༢,་པཔ ༧༣ ༨༣།",,,
8792,P6212,,mi nyag mgon po,bo-x-ewts,,mi nyag mgon po,མི་ཉག་མགོན་པོ།,1923,0,,,2008,0,,,M,mi nyag mgon po,mi nyag mgon po,,མི་ཉག་མགོན་པོ།,,,
8793,P6214,,shes rab 'od zer,bo-x-ewts,,shes rab 'od zer,ཤེས་རབ་འོད་ཟེར།,,0,,,,0,,,F,shes rab 'od zer,shes rab 'od zer,,ཤེས་རབ་འོད་ཟེར།,,,
8794,P6216,,mgon po dbang rgyal,bo-x-ewts,,mgon po dbang rgyal,མགོན་པོ་དབང་རྒྱལ།,,0,,,,0,,,F,mgon po dbang rgyal,mgon po dbang rgyal,,མགོན་པོ་དབང་རྒྱལ།,,,
8795,P6217,,bla ma skyabs,bo-x-ewts,,bla ma skyabs,བླ་མ་སྐྱབས།,,0,,,,0,,,F,bla ma skyabs,bla ma skyabs,,བླ་མ་སྐྱབས།,,,
8796,P6218,,bod rang skyong ljongs rig dngos do dam u yon lhan khang gi po ta la rig dngos skyong slob do dam,bo-x-ewts,,bod rang skyong ljongs rig dngos do dam u yon lhan khang gi po ta la rig dngos skyong slob do dam,བོད་རང་སྐྱོང་ལྗོངས་རིག་དངོས་དོ་དམ་ཨུ་ཡོན་ལྷན་ཁང་གི་པོ་ཏ་ལ་རིག་དངོས་སྐྱོང་སློབ་དོ་དམ།,,0,,,,0,,,F,bod rang skyong ljongs rig dngos do dam u yon lhan khang gi po ta la rig dngos skyong slob do dam,bod rang skyong ljongs rig dngos do dam u yon lhan khang gi po ta la rig dngos skyong slob do dam,,བོད་རང་སྐྱོང་ལྗོངས་རིག་དངོས་དོ་དམ་ཨུ་ཡོན་ལྷན་ཁང་གི་པོ་ཏ་ལ་རིག་དངོས་སྐྱོང་སློབ་དོ་དམ།,,,
8797,P6219,,mi rigs dpe mdzod khang,bo-x-ewts,,mi rigs dpe mdzod khang,མི་རིགས་དཔེ་མཛོད་ཁང།,,0,,,,0,,,F,mi rigs dpe mdzod khang,mi rigs dpe mdzod khang,,མི་རིགས་དཔེ་མཛོད་ཁང།,,,
8798,P622,,bsod nams bzang po,bo-x-ewts,,bsod nams bzang po,བསོད་ནམས་བཟང་པོ།,1892,0,,,1983,0,,,M,bsod nams bzang po,bsod nams bzang po,,བསོད་ནམས་བཟང་པོ།,,,
8799,P6222,,bsod nams dbang grags,bo-x-ewts,,bsod nams dbang grags,བསོད་ནམས་དབང་གྲགས།,,0,,,,0,,,F,bsod nams dbang grags,bsod nams dbang grags,,བསོད་ནམས་དབང་གྲགས།,,,
8802,P6228,,ldan ma 'jam dbyangs tshul khrims,bo-x-ewts,,ldan ma 'jam dbyangs tshul khrims,ལྡན་མ་འཇམ་དབྱངས་ཚུལ་ཁྲིམས།,,0,,,,0,,,F,ldan ma 'jam dbyangs tshul khrims,ldan ma 'jam dbyangs tshul khrims,,ལྡན་མ་འཇམ་དབྱངས་ཚུལ་ཁྲིམས།,,,
8803,P6229,,dge 'dun chos grags,bo-x-ewts,,dge 'dun chos grags,དགེ་འདུན་ཆོས་གྲགས།,,0,,,,0,,,F,dge 'dun chos grags,dge 'dun chos grags,,དགེ་འདུན་ཆོས་གྲགས།,,,
8806,P6231,,"schwieger, peter",en,,"schwieger, peter","སཆྭིཨེགེར,་པེཏེར།",,0,,,,0,,,F,"schwieger, peter","schwieger, peter",,"སཆྭིཨེགེར,་པེཏེར།",,,
8808,P6233,,tshe dbang nor bu,bo-x-ewts,,tshe dbang nor bu,ཚེ་དབང་ནོར་བུ།,,0,,,,0,,,F,tshe dbang nor bu,tshe dbang nor bu,,ཚེ་དབང་ནོར་བུ།,,,
8809,P6234,,"kanakura, yensho",en,,"kanakura, yensho","ཀནཀུར,་ཡེནཤོ།",,0,,,,0,,,F,"kanakura, yensho","kanakura, yensho",,"ཀནཀུར,་ཡེནཤོ།",,,
8810,P6235,,grong khyer lha sa srid gros lo rgyus rig gnas dpyad yig rgyu cha rtsom 'bru u yon lhan khang,bo-x-ewts,,grong khyer lha sa srid gros lo rgyus rig gnas dpyad yig rgyu cha rtsom 'bru u yon lhan khang,གྲོང་ཁྱེར་ལྷ་ས་སྲིད་གྲོས་ལོ་རྒྱུས་རིག་གནས་དཔྱད་ཡིག་རྒྱུ་ཆ་རྩོམ་འབྲུ་ཨུ་ཡོན་ལྷན་ཁང།,,0,,,,0,,,F,grong khyer lha sa srid gros lo rgyus rig gnas dpyad yig rgyu cha rtsom 'bru u yon lhan khang,grong khyer lha sa srid gros lo rgyus rig gnas dpyad yig rgyu cha rtsom 'bru u yon lhan khang,,གྲོང་ཁྱེར་ལྷ་ས་སྲིད་གྲོས་ལོ་རྒྱུས་རིག་གནས་དཔྱད་ཡིག་རྒྱུ་ཆ་རྩོམ་འབྲུ་ཨུ་ཡོན་ལྷན་ཁང།,,,
8811,P6237,,jam dbyangs rgyal mtshan,bo-x-ewts,,jam dbyangs rgyal mtshan,འཇམ་དབྱངས་རྒྱལ་མཚན།,,0,,,,0,,,M,jam dbyangs rgyal mtshan,jam dbyangs rgyal mtshan,,འཇམ་དབྱངས་རྒྱལ་མཚན།,,,
8813,P6239,,jam dpal bzang po,bo-x-ewts,,jam dpal bzang po,འཇམ་དཔལ་བཟང་པོ།,,0,,,,0,,,M,jam dpal bzang po,jam dpal bzang po,,འཇམ་དཔལ་བཟང་པོ།,,,
8814,P624,,jigs med chos kyi seng+ge,bo-x-ewts,,jigs med chos kyi seng+ge,འཇིགས་མེད་ཆོས་ཀྱི་སེངྒེ།,1966,0,,,,0,,,M,jigs med chos kyi seng+ge,jigs med chos kyi seng+ge,,འཇིགས་མེད་ཆོས་ཀྱི་སེངྒེ།,,https://www.lotsawahouse.org/tibetan-masters/shechen-rabjam-rinpoche/,
8815,P6240,,chos 'phel rgya mtsho,bo-x-ewts,,chos 'phel rgya mtsho,ཆོས་འཕེལ་རྒྱ་མཚོ།,1938,0,,,,0,,,M,chos 'phel rgya mtsho,chos 'phel rgya mtsho,,ཆོས་འཕེལ་རྒྱ་མཚོ།,,,
8816,P6241,,lha klu lha lcam g.yang 'dzoms tshe ring,bo-x-ewts,,lha klu lha lcam g.yang 'dzoms tshe ring,ལྷ་ཀླུ་ལྷ་ལྕམ་གཡང་འཛོམས་ཚེ་རིང།,,0,,,,0,,,F,lha klu lha lcam g.yang 'dzoms tshe ring,lha klu lha lcam g.yang 'dzoms tshe ring,,ལྷ་ཀླུ་ལྷ་ལྕམ་གཡང་འཛོམས་ཚེ་རིང།,,,
8817,P6242,,gunaprabha,en,,gunaprabha,གུནཔྲབྷ།,,0,,,,0,,,M,gunaprabha,gunaprabha,,གུནཔྲབྷ།,,,
8818,P6243,,rig 'dzin gar gyi dbang phyug,bo-x-ewts,,rig 'dzin gar gyi dbang phyug,རིག་འཛིན་གར་གྱི་དབང་ཕྱུག།,1858,0,,,1930,0,,,M,rig 'dzin gar gyi dbang phyug,rig 'dzin gar gyi dbang phyug,,རིག་འཛིན་གར་གྱི་དབང་ཕྱུག།,,,
8819,P6244,,karma dbang ldan,bo-x-ewts,,ka.rma dbang ldan,ཀརྨ་དབང་ལྡན།,,0,,,,0,,,M,karma dbang ldan,ka.rma dbang ldan,,ཀརྨ་དབང་ལྡན།,,,
8820,P6245,,chos bzang mchog ldan,bo-x-ewts,,chos bzang mchog ldan,ཆོས་བཟང་མཆོག་ལྡན།,,0,,,,0,,,F,chos bzang mchog ldan,chos bzang mchog ldan,,ཆོས་བཟང་མཆོག་ལྡན།,,,
8821,P6246,,blo bzang bsam 'phel,bo-x-ewts,,blo bzang bsam 'phel,བློ་བཟང་བསམ་འཕེལ།,,0,,,,0,,,F,blo bzang bsam 'phel,blo bzang bsam 'phel,,བློ་བཟང་བསམ་འཕེལ།,,,
8822,P6247,,kun dga' bkra shis,bo-x-ewts,,kun dga' bkra shis,ཀུན་དགའ་བཀྲ་ཤིས།,,0,,,,0,,,F,kun dga' bkra shis,kun dga' bkra shis,,ཀུན་དགའ་བཀྲ་ཤིས།,,,
8823,P6248,,shes rab chos 'phel,bo-x-ewts,,shes rab chos 'phel,ཤེས་རབ་ཆོས་འཕེལ།,,0,,,,0,,,M,shes rab chos 'phel,shes rab chos 'phel,,ཤེས་རབ་ཆོས་འཕེལ།,,,
8824,P6249,,bsod nams rgya mtsho,bo-x-ewts,,bsod nams rgya mtsho,བསོད་ནམས་རྒྱ་མཚོ།,,0,,,,0,,,M,bsod nams rgya mtsho,bsod nams rgya mtsho,,བསོད་ནམས་རྒྱ་མཚོ།,,,
8825,P625,,Dilgo Khyentse Tashi Peljor,en,,dil mgo mkhyen brtse bkra shis dpal 'byor,དིལ་མགོ་མཁྱེན་བརྩེ་བཀྲ་ཤིས་དཔལ་འབྱོར།,1910,0,,,1991,0,,,M,Dilgo Khyentse Tashi Peljor,dil mgo mkhyen brtse bkra shis dpal 'byor,,དིལ་མགོ་མཁྱེན་བརྩེ་བཀྲ་ཤིས་དཔལ་འབྱོར།,,https://www.lotsawahouse.org/tibetan-masters/dilgo-khyentse/,
8826,P6250,,bkra shis phun tshogs,bo-x-ewts,,bkra shis phun tshogs,བཀྲ་ཤིས་ཕུན་ཚོགས།,,0,,,,0,,,M,bkra shis phun tshogs,bkra shis phun tshogs,,བཀྲ་ཤིས་ཕུན་ཚོགས།,,,
