TOL ID,TBRC RID,Primary title,Primary name,Primary name encoding,Wylie title,Wylie name,Tibetan,Display name English,Display name Wylie,Birth year,Birth year approximate,Birth year alternate,Birth century,Death year,Death year approximate,Death year alternate,Death century,Gender,Ordinal,Wikidata ID,Lotsawa House URL,HAR URL,RMA URL,84000 URL
3058,P1745,,ye shes rgya mtsho,bo-x-ewts,,ye shes rgya mtsho,,ye shes rgya mtsho,ye shes rgya mtsho,,0,,,,0,,,M,,,,,,
3059,P1746,,dkon mchog dam chos yar 'phel,bo-x-ewts,,dkon mchog dam chos yar 'phel,,dkon mchog dam chos yar 'phel,dkon mchog dam chos yar 'phel,1779,0,,,1829,0,,,M,,,,,,
306,P0RK1010,,gan pa shes rab blo gros,bo-x-ewts,,gan pa shes rab blo gros,,gan pa shes rab blo gros,gan pa shes rab blo gros,,0,,,,0,,,M,,,,,,
3060,P1747,,'jam dbyangs mkhas grub rgya mtsho,bo-x-ewts,,'jam dbyangs mkhas grub rgya mtsho,,'jam dbyangs mkhas grub rgya mtsho,'jam dbyangs mkhas grub rgya mtsho,,0,,,,0,,,M,,,,,,
3061,P1748,Zhabdrung Karpo,Lobzang Tubten Gelek Gyeltsen,en,zhabs drung dkar po,blo bzang thub bstan dge legs rgyal mtshan,བློ་བཟང་ཐུབ་བསྟན་དགེ་ལེགས་རྒྱལ་མཚན།,"The Fourth Zhabdrung Karpo, Lobzang Tubten Gelek Gyeltsen",zhabs drung dkar po 04 blo bzang thub bstan dge legs rgyal mtshan,1729,0,,,1796,0,,,M,04,,,,,
3062,P1749,Zhabdrung Karpo,Ngawang Lobzang Tenpai Gyeltsen,en,zhabs drung dkar po,ngag dbang blo bzang bstan pa'i rgyal mtshan,ངག་དབང་བློ་བཟང་བསྟན་པའི་རྒྱལ་མཚན།,"The Third Zhabdrung Karpo, Ngawang Lobzang Tenpai Gyeltsen",zhabs drung dkar po 03 ngag dbang blo bzang bstan pa'i rgyal mtshan,1660,0,,,1728,0,,,M,03,,,,,
3063,P175,,rab brtan rgya mtsho,bo-x-ewts,,rab brtan rgya mtsho,,rab brtan rgya mtsho,rab brtan rgya mtsho,,0,,,,0,,,M,,,,,,
3064,P1750,Amdo Zhamar,Ngawang Trinle,en,a mdo zhwa dmar,ngag dbang 'phrin las,ངག་དབང་འཕྲིན་ལས།,"The First Amdo Zhamar, Ngawang Trinle",a mdo zhwa dmar 01 ngag dbang 'phrin las,1661,0,,,1726,0,,,M,01,,,,,
3065,P1751,,blo bzang don grub,bo-x-ewts,,blo bzang don grub,,blo bzang don grub,blo bzang don grub,,0,,,,0,,,M,,,,,,
3066,P1752,,blo bzang dam chos,bo-x-ewts,,blo bzang dam chos,,blo bzang dam chos,blo bzang dam chos,,0,,,,0,,,M,,,,,,
3067,P1753,,blo bzang yar 'phel,bo-x-ewts,,blo bzang yar 'phel,,blo bzang yar 'phel,blo bzang yar 'phel,1686,0,,,1749,0,,,M,,,,,,
3068,P1754,,hor lha skyabs,bo-x-ewts,,hor lha skyabs,,hor lha skyabs,hor lha skyabs,,0,,,,0,,,M,,,,,,
3069,P1755,,tshe ring 'tsho,bo-x-ewts,,tshe ring 'tsho,,tshe ring 'tsho,tshe ring 'tsho,,0,,,,0,,,F,,,,,,
307,P0RK1011,,mkhan chen byang chub dpal bzang,bo-x-ewts,,mkhan chen byang chub dpal bzang,,mkhan chen byang chub dpal bzang,mkhan chen byang chub dpal bzang,,0,,,,0,,,M,,,,,,
3070,P1756,,ngag dbang rgyal mtshan,bo-x-ewts,,ngag dbang rgyal mtshan,,ngag dbang rgyal mtshan,ngag dbang rgyal mtshan,,0,,,,0,,,M,,,,,,
3071,P1757,,tshul khrims rnam rgyal,bo-x-ewts,,tshul khrims rnam rgyal,,tshul khrims rnam rgyal,tshul khrims rnam rgyal,,0,,,,0,,,M,,,,,,
3072,P1758,Ruler of Chone,Jamyang Norbu,en,co ne sa skyong,'jam dbyangs nor bu,འཇམ་དབྱངས་ནོར་བུ།,"The Twelfth Ruler of Chone, Jamyang Norbu",co ne sa skyong 12 'jam dbyangs nor bu,1703,0,,,1743,1,,,M,12,,,,,
3073,P1759,,blo bzang dpal 'byor,bo-x-ewts,,blo bzang dpal 'byor,,blo bzang dpal 'byor,blo bzang dpal 'byor,,0,,,,0,,,M,,,,,,
3074,P176,Belmang,Konchok Gyeltsen,en,dpal mang,dkon mchog rgyal mtshan,དཀོན་མཆོག་རྒྱལ་མཚན།,"The Second Belmang, Konchok Gyeltsen",dpal mang 02 dkon mchog rgyal mtshan,1764,0,,,1853,0,,,M,02,,,,,
3075,P1760,,dbang phyug rgyal mtshan,bo-x-ewts,,dbang phyug rgyal mtshan,,dbang phyug rgyal mtshan,dbang phyug rgyal mtshan,,0,,,,0,,,M,,,,,,
3076,P1761,,dbang drag skyabs,bo-x-ewts,,dbang drag skyabs,,dbang drag skyabs,dbang drag skyabs,,0,,,,0,,,M,,,,,,
3077,P1762,,lha mo rgyan,bo-x-ewts,,lha mo rgyan,,lha mo rgyan,lha mo rgyan,,0,,,,0,,,F,,,,,,
3078,P1763,,bsam gtan seng+ge,bo-x-ewts,,bsam gtan seng+ge,,bsam gtan seng+ge,bsam gtan seng+ge,,0,,,,0,,,M,,,,,,
3079,P1764,,dkon mchog nor bu,bo-x-ewts,,dkon mchog nor bu,,dkon mchog nor bu,dkon mchog nor bu,1770,0,,,1839,0,,,M,,,,,,
308,P0RK1012,,rta mchog (paramAshva),bo-x-ewts,,rta mchog (paramAshva),,rta mchog (paramAshva),rta mchog (paramAshva),,0,,,,0,,,M,,,,,,
3080,P1765,Belmang Chungwa,Konchok Chopel,en,dbal mang chung ba,dkon mchog chos 'phel,དཀོན་མཆོག་ཆོས་འཕེལ།,"The Second Belmang Chungwa, Konchok Chopel",dbal mang chung ba 02 dkon mchog chos 'phel,1768,0,,,1834,0,,,M,02,,,,,
3081,P1766,,bla ma bkra shis,bo-x-ewts,,bla ma bkra shis,,bla ma bkra shis,bla ma bkra shis,,0,,,,0,,,M,,,,,,
3082,P1767,,chos skyid,bo-x-ewts,,chos skyid,,chos skyid,chos skyid,,0,,,,0,,,F,,,,,,
3083,P1768,,'jam dbyangs dpal ldan,bo-x-ewts,,'jam dbyangs dpal ldan,,'jam dbyangs dpal ldan,'jam dbyangs dpal ldan,1682,0,,,1754,0,,,M,,,,,,
3084,P1769,,dge 'dun rgyal mtshan,bo-x-ewts,,dge 'dun rgyal mtshan,,dge 'dun rgyal mtshan,dge 'dun rgyal mtshan,,0,,,,0,,,M,,,,,,
3085,P177,Dalai Lama,Yonten Gyatso,en,ta la'i bla ma,yon tan rgya mtsho,ཡོན་ཏན་རྒྱ་མཚོ།,"The Fourth Dalai Lama, Yonten Gyatso",ta la'i bla ma 04 yon tan rgya mtsho,1589,0,,,1617,0,,,M,04,,,http://www.himalayanart.org/search/set.cfm?setID=967,,
3086,P1770,,Lobzang Neten Tsondru,en,,blo bzang gnas brtan brtson 'grus,བློ་བཟང་གནས་བརྟན་བརྩོན་འགྲུས།,Lobzang Neten Tsondru,blo bzang gnas brtan brtson 'grus,1696,0,,,1754,0,,,M,,,,,,
3087,P1771,,jo bo bsod nams,bo-x-ewts,,jo bo bsod nams,,jo bo bsod nams,jo bo bsod nams,1168,0,,,1198,0,,,M,,,,,,
3088,P1772,,jo bo 'bum,bo-x-ewts,,jo bo 'bum,,jo bo 'bum,jo bo 'bum,1124,0,,,1174,0,,,M,,,,,,
3089,P1773,,bsod nams rdo rje,bo-x-ewts,,bsod nams rdo rje,,bsod nams rdo rje,bsod nams rdo rje,,0,,,,0,,,M,,,,,,
309,P0RK1013,,bI Na ba,bo-x-ewts,,bI Na ba,,bI Na ba,bI Na ba,,0,,,,0,,,M,,,,,,
3090,P1774,,dpal 'dzoms skyid,bo-x-ewts,,dpal 'dzoms skyid,,dpal 'dzoms skyid,dpal 'dzoms skyid,,0,,,,0,,,F,,,,,,
3091,P1775,,grags pa don grub,bo-x-ewts,,grags pa don grub,,grags pa don grub,grags pa don grub,,0,,,,0,,,M,,,,,,
3092,P1776,,byang chub blo gros,bo-x-ewts,,byang chub blo gros,,byang chub blo gros,byang chub blo gros,,0,,,,0,,,M,,,,,,
3093,P1777,,rnam rgyal,bo-x-ewts,,rnam rgyal,,rnam rgyal,rnam rgyal,,0,,,,0,,,M,,,,,,
3094,P1778,,legs pa don grub,bo-x-ewts,,legs pa don grub,,legs pa don grub,legs pa don grub,1479,0,,,1555,0,,,M,,,,,,
3095,P1779,,bsam gtan 'od zer,bo-x-ewts,,bsam gtan 'od zer,,bsam gtan 'od zer,bsam gtan 'od zer,,0,,,,0,,,M,,,,,,
3096,P178,On Gyelse,Kelzang Tubten Jigme,en,'on rgyal sras,skal bzang thub bstan 'jigs med rgya mtsho,,"The Fifth On Gyelse, Kelzang Tubten Jigme",'on rgyal sras 05 skal bzang thub bstan 'jigs med rgya mtsho,1743,0,,,1811,0,,,M,05,,,http://www.himalayanart.org/search/set.cfm?setID=3761,,
3097,P1780,,dge legs rnam rgyal,bo-x-ewts,,dge legs rnam rgyal,,dge legs rnam rgyal,dge legs rnam rgyal,,0,,,,0,,,M,,,,,,
3098,P1781,,'jam dbyangs blo bzang bshes gnyen,bo-x-ewts,,'jam dbyangs blo bzang bshes gnyen,,'jam dbyangs blo bzang bshes gnyen,'jam dbyangs blo bzang bshes gnyen,,0,,,,0,,,M,,,,,,
3099,P1782,,'jam dbyangs rgyal po,bo-x-ewts,,'jam dbyangs rgyal po,,'jam dbyangs rgyal po,'jam dbyangs rgyal po,,0,,,,0,,,M,,,,,,
31,P00EGS1016727,,chos dbang,bo-x-ewts,,chos dbang,,chos dbang,chos dbang,,0,,,,0,,,,,,,,,
310,P0RK1014,,phun tshogs zhabs,bo-x-ewts,,phun tshogs zhabs,,phun tshogs zhabs,phun tshogs zhabs,,0,,,,0,,,M,,,,,,
3100,P1783,,chos kyi seng+ge,bo-x-ewts,,chos kyi seng+ge,,chos kyi seng+ge,chos kyi seng+ge,1154,0,,,1217,0,,,M,,,,,,
3101,P1784,,Kuyelwa Rinchen Gon,en,,sku yal ba rin chen mgon,སྐུ་ཡལ་བ་རིན་ཆེན་མགོན།,Kuyelwa Rinchen Gon,sku yal ba rin chen mgon,1191,0,,,1236,0,,,M,,,,,,
3102,P1785,,nam mkha' bde legs,bo-x-ewts,,nam mkha' bde legs,,nam mkha' bde legs,nam mkha' bde legs,,0,,,,0,,,M,,,,,,
3103,P1786,,ngag dbang dge legs rgyal mtshan,bo-x-ewts,,ngag dbang dge legs rgyal mtshan,,ngag dbang dge legs rgyal mtshan,ngag dbang dge legs rgyal mtshan,1631,0,,,1668,0,,,M,,,,,,
3104,P1787,Demo,Lhawang Tenpai Gyeltsen,en,de mo,lha dbang bstan pa'i rgyal mtshan,,"The Fourth Demo, Lhawang Tenpai Gyeltsen",de mo 04 lha dbang bstan pa'i rgyal mtshan,1631,0,,,1668,0,,,M,04,,,,,
3105,P1788,,ngag dbang 'jam dpal bde legs rgya mtsho,bo-x-ewts,,ngag dbang 'jam dpal bde legs rgya mtsho,,ngag dbang 'jam dpal bde legs rgya mtsho,ngag dbang 'jam dpal bde legs rgya mtsho,,0,,,1777,0,,,M,,,,,,
3106,P1789,,sbyin pa dpal ba,bo-x-ewts,,sbyin pa dpal ba,,sbyin pa dpal ba,sbyin pa dpal ba,,0,,,,0,,,M,,,,,,
3107,P179,Dalai Lama,Kelzang Gyatso,en,ta la'i bla ma,skal bzang rgya mtsho,སྐལ་བཟང་རྒྱ་མཚོ།,"The Seventh Dalai Lama, Kelzang Gyatso",ta la'i bla ma 07 skal bzang rgya mtsho,1708,0,,,1757,0,,,M,07,,https://www.lotsawahouse.org/tibetan-masters/seventh-dalai-lama/,http://www.himalayanart.org/search/set.cfm?setID=969,,
3108,P1790,,shes rab 'byung gnas blo gros,bo-x-ewts,,shes rab 'byung gnas blo gros,,shes rab 'byung gnas blo gros,shes rab 'byung gnas blo gros,,0,,,,0,,,M,,,,,,
3109,P1791,,Lobzang Chodrak,en,,blo bzang chos grags,བློ་བཟང་ཆོས་གྲགས།,Lobzang Chodrak,blo bzang chos grags,1638,0,,,1710,0,,,M,,,,,,
311,P0RK1015,,gundha ri pa,bo-x-ewts,,gundha ri pa,,gundha ri pa,gundha ri pa,,0,,,,0,,,M,,,,,,
3110,P1792,,bstan 'dzin dar rgyal,bo-x-ewts,,bstan 'dzin dar rgyal,,bstan 'dzin dar rgyal,bstan 'dzin dar rgyal,,0,,,,0,,,M,,,,,,
3111,P1793,,blo bzang chos 'phel,bo-x-ewts,,blo bzang chos 'phel,,blo bzang chos 'phel,blo bzang chos 'phel,,0,,,,0,,,M,,,,,,
3112,P1794,,blo bzang don ldan,bo-x-ewts,,blo bzang don ldan,,blo bzang don ldan,blo bzang don ldan,,0,,,,0,,,M,,,,,,
3113,P1795,,blo bzang rab rgyas,bo-x-ewts,,blo bzang rab rgyas,,blo bzang rab rgyas,blo bzang rab rgyas,1822,0,,,,0,,,M,,,,,,
3114,P1796,,blo bzang dpal ldan rgya mtsho,bo-x-ewts,,blo bzang dpal ldan rgya mtsho,,blo bzang dpal ldan rgya mtsho,blo bzang dpal ldan rgya mtsho,,0,,,,0,,,M,,,,,,
3115,P1797,,ngag dbang tshul khrims,bo-x-ewts,,ngag dbang tshul khrims,,ngag dbang tshul khrims,ngag dbang tshul khrims,,0,,,,0,,,M,,,,,,
3116,P1798,,chos grags,bo-x-ewts,,chos grags,,chos grags,chos grags,,0,,,,0,,,M,,,,,,
3117,P1799,,ngag dbang phun tshogs,bo-x-ewts,,ngag dbang phun tshogs,,ngag dbang phun tshogs,ngag dbang phun tshogs,1746,0,,,,0,,,M,,,,,,
3118,P18,,tshul khrims bkra shis,bo-x-ewts,,tshul khrims bkra shis,,tshul khrims bkra shis,tshul khrims bkra shis,,0,,,,0,,,M,,,,,,
3119,P180,,rgya mtsho rdo rje,bo-x-ewts,,rgya mtsho rdo rje,,rgya mtsho rdo rje,rgya mtsho rdo rje,,0,,,,0,,,M,,,,,,
312,P0RK1016,,chos kyi pa (dhArmika?),bo-x-ewts,,chos kyi pa (dhArmika?),,chos kyi pa (dhArmika?),chos kyi pa (dhArmika?),,0,,,,0,,,M,,,,,,
3120,P1800,,rje btsun skyabs,bo-x-ewts,,rje btsun skyabs,,rje btsun skyabs,rje btsun skyabs,,0,,,,0,,,M,,,,,,
3121,P1801,,"Dungtso Repa The Earlier""""",en,,dung mtsho ras pa snga ma,དུང་མཚོ་རས་པ་སྔ་མ།,"Dungtso Repa The Earlier""""",dung mtsho ras pa snga ma,,0,,52,1329,1,,,M,,,,,,
3122,P1802,,'byung gnas 'od,bo-x-ewts,,'byung gnas 'od,,'byung gnas 'od,'byung gnas 'od,,0,,,,0,,,M,,,,,,
3123,P1803,,khye 'dren 'bum,bo-x-ewts,,khye 'dren 'bum,,khye 'dren 'bum,khye 'dren 'bum,,0,,,,0,,,F,,,,,,
3124,P1804,,rin chen mdzes,bo-x-ewts,,rin chen mdzes,,rin chen mdzes,rin chen mdzes,,0,,,,0,,,M,,,,,,
3125,P1805,,Trulzhik Nauwa,en,,'khrul zhig sna'u ba,འཁྲུལ་ཞིག་སྣའུ་བ།,Trulzhik Nauwa,'khrul zhig sna'u ba,,0,,62,,0,,63,M,,,,,,
3126,P1806,,tsa ri ras pa,bo-x-ewts,,tsa ri ras pa,,tsa ri ras pa,tsa ri ras pa,,0,,,,0,,,M,,,,,,
3127,P1807,,bye ma ras pa,bo-x-ewts,,bye ma ras pa,,bye ma ras pa,bye ma ras pa,,0,,,,0,,,M,,,,,,
3128,P1808,,dom tshang ras pa,bo-x-ewts,,dom tshang ras pa,,dom tshang ras pa,dom tshang ras pa,,0,,,,0,,,M,,,,,,
3129,P1809,,sgrod lung pa,bo-x-ewts,,sgrod lung pa,,sgrod lung pa,sgrod lung pa,,0,,,,0,,,M,,,,,,
313,P0RK1017,,bzang po'i zhabs (bhadrapAda),bo-x-ewts,,bzang po'i zhabs (bhadrapAda),,bzang po'i zhabs (bhadrapAda),bzang po'i zhabs (bhadrapAda),,0,,,,0,,,M,,,,,,
3130,P181,,grags pa yar 'phel,bo-x-ewts,,grags pa yar 'phel,,grags pa yar 'phel,grags pa yar 'phel,,0,,,,0,,,M,,,,,,
3132,P1811,,de wa tsandra,bo-x-ewts,,de wa tsandra,,de wa tsandra,de wa tsandra,,0,,,,0,,,M,,,,,,
3133,P1812,,ngag dbang blo bzang thub bstan 'jigs med rgya mtsho,bo-x-ewts,,ngag dbang blo bzang thub bstan 'jigs med rgya mtsho,,ngag dbang blo bzang thub bstan 'jigs med rgya mtsho,ngag dbang blo bzang thub bstan 'jigs med rgya mtsho,1778,0,,,1819,0,,,M,,,,,,
3134,P1813,Tongkhor,Ngawang Jamyang Tenzin Gyatso,en,stong 'khor,ngag dbang 'jam dbyangs bstan 'dzin rgya mtsho,ངག་དབང་འཇམ་དབྱངས་བསྟན་འཛིན་རྒྱ་མཚོ།,"The Sixth Tongkhor, Ngawang Jamyang Tenzin Gyatso",stong 'khor 06 ngag dbang 'jam dbyangs bstan 'dzin rgya mtsho,1753,0,,,1798,0,,,M,06,,,,,
3135,P1814,Demo,Ngawang Lobzang Trinle Rabgye,en,de mo,ngag dbang blo bzang 'phrin las rab rgyas,,"The Ninth Demo, Ngawang Lobzang Trinle Rabgye",de mo 09 ngag dbang blo bzang 'phrin las rab rgyas,1855,0,,,1899,0,,,M,09,,,,,
3136,P1815,,pad+ma dbang rgyal,bo-x-ewts,,pad+ma dbang rgyal,,pad+ma dbang rgyal,pad+ma dbang rgyal,,0,,,,0,,,M,,,,,,
3137,P1816,,d+harma mangga la,bo-x-ewts,,d+harma mangga la,,d+harma mangga la,d+harma mangga la,,0,,,,0,,,M,,,,,,
3138,P1817,,dar ma shes rab,bo-x-ewts,,dar ma shes rab,,dar ma shes rab,dar ma shes rab,1228,0,,,1310,0,,,M,,,,,,
3139,P1818,,Sanggye Yarjon,en,,sangs rgyas yar byon,སངས་རྒྱས་ཡར་བྱོན།,Sanggye Yarjon,sangs rgyas yar byon,1203,0,,,1272,0,,,M,,,,http://www.himalayanart.org/image.cfm?icode=73808,,
314,P0RK1018,,tog rtse pa (khanitra?),bo-x-ewts,,tog rtse pa (khanitra?),,tog rtse pa (khanitra?),tog rtse pa (khanitra?),,0,,,,0,,,M,,,,,,
3140,P1819,,ngag dbang sbyin pa,bo-x-ewts,,ngag dbang sbyin pa,,ngag dbang sbyin pa,ngag dbang sbyin pa,,0,,,,0,,,M,,,,,,
3141,P182,Changkya,Rolpai Dorje,en,lcang skya,rol pa'i rdo rje,རོལ་པའི་རྡོ་རྗེ།,"The Third Changkya, Rolpai Dorje",lcang skya 03 rol pa'i rdo rje,1717,0,,,1786,0,,,M,03,,,,,
3142,P1820,,snyan grags rgya mtsho,bo-x-ewts,,snyan grags rgya mtsho,,snyan grags rgya mtsho,snyan grags rgya mtsho,,0,,,1927,0,,,M,,,,,,
3143,P1821,,blo bzang snyan grags rgya mtsho,bo-x-ewts,,blo bzang snyan grags rgya mtsho,,blo bzang snyan grags rgya mtsho,blo bzang snyan grags rgya mtsho,,0,,,,0,,,M,,,,,,
3144,P1822,,ye shes dbang phyug,bo-x-ewts,,ye shes dbang phyug,,ye shes dbang phyug,ye shes dbang phyug,,0,,,,0,,,M,,,,,,
3145,P1823,,tshul khrims rgyan,bo-x-ewts,,tshul khrims rgyan,,tshul khrims rgyan,tshul khrims rgyan,,0,,,,0,,,F,,,,,,
3146,P1824,,rin chen bzang po,bo-x-ewts,,rin chen bzang po,,rin chen bzang po,rin chen bzang po,1317,0,,,1383,0,,,M,,,,,,
3147,P1825,,bsod nams rgyal mtshan,bo-x-ewts,,bsod nams rgyal mtshan,,bsod nams rgyal mtshan,bsod nams rgyal mtshan,,0,,,,0,,,M,,,,,,
3148,P1826,,snying po rgyal mtshan,bo-x-ewts,,snying po rgyal mtshan,,snying po rgyal mtshan,snying po rgyal mtshan,,0,,,,0,,,M,,,,,,
3149,P1827,,byang chub skyabs,bo-x-ewts,,byang chub skyabs,,byang chub skyabs,byang chub skyabs,,0,,,,0,,,M,,,,,,
315,P0RK1019,,bhu Sa Na,bo-x-ewts,,bhu Sa Na,,bhu Sa Na,bhu Sa Na,,0,,,,0,,,M,,,,,,
3150,P1828,,nam mkha' lhun grub,bo-x-ewts,,nam mkha' lhun grub,,nam mkha' lhun grub,nam mkha' lhun grub,,0,,,,0,,,M,,,,,,
3151,P1829,,tshul khrims nyi ma,bo-x-ewts,,tshul khrims nyi ma,,tshul khrims nyi ma,tshul khrims nyi ma,,0,,,,0,,,M,,,,,,
3152,P183,,Shukseb Jetsun Choying Zangmo,en,,shug gseb rje btsun chos dbyings bzang mo,ཤུག་གསེབ་རྗེ་བཙུན་ཆོས་དབྱིངས་བཟང་མོ།,Shukseb Jetsun Choying Zangmo,shug gseb rje btsun chos dbyings bzang mo,1853,0,1865,,1951,0,,,F,,,https://www.lotsawahouse.org/tibetan-masters/lochen-chonyi-zangmo/,,,
3153,P1830,,Gyelse Tokme Zangpo,en,,rgyal sras thogs med bzang po,རྒྱལ་སྲས་ཐོགས་མེད་བཟང་པོ།,Gyelse Tokme Zangpo,rgyal sras thogs med bzang po,1295,0,,,1369,0,,,M,,,https://www.lotsawahouse.org/tibetan-masters/gyalse-thogme-zangpo/,,,
3154,P1831,,rin chen bkra shis,bo-x-ewts,,rin chen bkra shis,,rin chen bkra shis,rin chen bkra shis,,0,,,,0,,,M,,,,,,
3155,P1832,,dpal 'bar,bo-x-ewts,,dpal 'bar,,dpal 'bar,dpal 'bar,,0,,,,0,,,M,,,,,,
3156,P1833,,rin chen dpal bzang,bo-x-ewts,,rin chen dpal bzang,,rin chen dpal bzang,rin chen dpal bzang,,0,,,,0,,,M,,,,,,
3158,P1835,,kun dga' rgyal mtshan,bo-x-ewts,,kun dga' rgyal mtshan,,kun dga' rgyal mtshan,kun dga' rgyal mtshan,,0,,,,0,,,M,,,,,,
3159,P1836,,gzhon nu rgyal mtshan,bo-x-ewts,,gzhon nu rgyal mtshan,,gzhon nu rgyal mtshan,gzhon nu rgyal mtshan,,0,,,,0,,,M,,,,,,
316,P0RK102,,gan pa ston dar,bo-x-ewts,,gan pa ston dar,,gan pa ston dar,gan pa ston dar,,0,,,,0,,,M,,,,,,
3160,P1837,,byang sems rin chen,bo-x-ewts,,byang sems rin chen,,byang sems rin chen,byang sems rin chen,,0,,,,0,,,M,,,,,,
3161,P1838,,nam mkha' sangs rgyas,bo-x-ewts,,nam mkha' sangs rgyas,,nam mkha' sangs rgyas,nam mkha' sangs rgyas,,0,,,,0,,,M,,,,,,
3162,P1839,,dkon mchog rgyal mtshan,bo-x-ewts,,dkon mchog rgyal mtshan,,dkon mchog rgyal mtshan,dkon mchog rgyal mtshan,,0,,,,0,,,M,,,,,,
3163,P184,,tshe ring bu khrid,bo-x-ewts,,tshe ring bu khrid,,tshe ring bu khrid,tshe ring bu khrid,,0,,,,0,,,M,,,,,,
3164,P1840,,shes rab rgya mtsho,bo-x-ewts,,shes rab rgya mtsho,,shes rab rgya mtsho,shes rab rgya mtsho,1059,0,,,1131,0,,,M,,,,,,
3165,P1841,,Gomchung Sherab Jangchub,en,,sgom chung shes rab byang chub,སྒོམ་ཆུང་ཤེས་རབ་བྱང་ཆུབ།,Gomchung Sherab Jangchub,sgom chung shes rab byang chub,1130,0,,,1173,0,,,M,,,,,,
3166,P1842,,rgya ba se re,bo-x-ewts,,rgya ba se re,,rgya ba se re,rgya ba se re,,0,,,,0,,,M,,,,,,
3167,P1843,,tshe lcam,bo-x-ewts,,tshe lcam,,tshe lcam,tshe lcam,,0,,,,0,,,F,,,,,,
3168,P1844,,Gampopa Sonam Rinchen,en,,sgam po pa bsod nams rin chen,སྒམ་པོ་པ་བསོད་ནམས་རིན་ཆེན།,Gampopa Sonam Rinchen,sgam po pa bsod nams rin chen,1079,0,,,1153,0,,,M,,,https://www.lotsawahouse.org/tibetan-masters/gampopa-sonam-rinchen/,http://www.himalayanart.org/search/set.cfm?setID=1119,,
3169,P1845,,Gompo Tsultrim Nyingpo,en,,sgom po tshul khrims snying po,སྒོམ་པོ་ཚུལ་ཁྲིམས་སྙིང་པོ།,Gompo Tsultrim Nyingpo,sgom po tshul khrims snying po,1116,0,,,1169,0,,,M,,,https://www.lotsawahouse.org/tibetan-masters/gompa-tsultrim-nyingpo/,,,
317,P0RK1020,,dha ma pa,bo-x-ewts,,dha ma pa,,dha ma pa,dha ma pa,,0,,,,0,,,M,,,,,,
3170,P1846,,ngag dbang grags pa,bo-x-ewts,,ngag dbang grags pa,,ngag dbang grags pa,ngag dbang grags pa,,0,,,,0,,,M,,,,,,
3171,P1847,Ganden Tripa,Ngawang Tsepel,en,dga' ldan khri pa,ngag dbang tshe 'phel,ངག་དབང་ཚེ་འཕེལ།,"The Fifty-Second Ganden Tripa, Ngawang Tsepel",dga' ldan khri pa 52 ngag dbang tshe 'phel,1668,0,,,1734,0,,,M,52,,,,,
3172,P1848,,ngag dbang blo bzang mkhas btsun,bo-x-ewts,,ngag dbang blo bzang mkhas btsun,,ngag dbang blo bzang mkhas btsun,ngag dbang blo bzang mkhas btsun,,0,,,,0,,,M,,,,,,
3173,P1849,Ganden Tripa,Gendun Puntsok,en,dga' ldan khri pa,dge 'dun phun tshogs,དགེ་འདུན་ཕུན་ཚོགས།,"The Fiftieth Ganden Tripa, Gendun Puntsok",dga' ldan khri pa 50 dge 'dun phun tshogs,1648,0,,,1724,0,,,M,50,,,,,
3174,P185,,'phrin las rnam rgyal,bo-x-ewts,,'phrin las rnam rgyal,,'phrin las rnam rgyal,'phrin las rnam rgyal,,0,,,,0,,,M,,,,,,
3175,P1850,,Dakpo Duldzin,en,,dwags po 'dul 'dzin,དྭགས་པོ་འདུལ་འཛིན།,Dakpo Duldzin,dwags po 'dul 'dzin,1134,0,,,1218,0,,,M,,,,,,
3176,P1851,,sangs rgyas rgyal po,bo-x-ewts,,sangs rgyas rgyal po,,sangs rgyas rgyal po,sangs rgyas rgyal po,,0,,,,0,,,M,,,,,,
3177,P1852,,tshe lcam,bo-x-ewts,,tshe lcam,,tshe lcam,tshe lcam,,0,,,,0,,,F,,,,,,
3178,P1853,,Milarepa,en,,mi la ras pa,མི་ལ་རས་པ།,Milarepa,mi la ras pa,1040,0,,,1123,0,,,M,,,https://www.lotsawahouse.org/tibetan-masters/milarepa/,,,
3179,P1854,,brtson 'grus rgyal mtshan,bo-x-ewts,,brtson 'grus rgyal mtshan,,brtson 'grus rgyal mtshan,brtson 'grus rgyal mtshan,,0,,,,0,,,M,,,,,,
318,P0RK1021,,ka hn a,bo-x-ewts,,ka hn a,,ka hn a,ka hn a,,0,,,,0,,,M,,,,,,
3180,P1855,,shwo sgom,bo-x-ewts,,shwo sgom,,shwo sgom,shwo sgom,,0,,,,0,,,M,,,,,,
3181,P1856,,Barompa Darma Wangchuk,en,,'ba' rom pa dar ma dbang phyug,འབའ་རོམ་པ་དར་མ་དབང་ཕྱུག།,Barompa Darma Wangchuk,'ba' rom pa dar ma dbang phyug,1127,0,,,1194,1,,,M,,,,,,
3182,P1857,,Zhang Yudrakpa Tsondru Drakpa,en,,zhang g.yu brag pa brtson 'grus grags pa,ཞང་གཡུ་བྲག་པ་བརྩོན་འགྲུས་གྲགས་པ།,Zhang Yudrakpa Tsondru Drakpa,zhang g.yu brag pa brtson 'grus grags pa,1123,0,,,1193,0,,,M,,,https://www.lotsawahouse.org/tibetan-masters/lama-zhang-tsondru-drakpa/,,,
