tol_id,tbrc_id,primary_name,name_variant,lang_tag
7718,P5209,Sheja Zangpo,shab stod rje lung pa mkhan chen byams pa shes bya bzang po,bo-x-ewts
7718,P5209,Sheja Zangpo,shab stod rdzi lung pa mkhan chen byams pa shes bya bzang po,bo-x-ewts
7718,P5209,Sheja Zangpo,shes bya bzang po,bo-x-ewts
7718,P5209,Sheja Zangpo,jam dbyangs shes bya bzang po,bo-x-ewts
7718,P5209,Sheja Zangpo,Shabto Jelungpa Khenchen Jampa Sheja Zangpo,en
7718,P5209,Sheja Zangpo,Shabto Dzilungpa Khenchen Jampa Sheja Zangpo,en
7719,P521,Gyelse Kunga Gyeltsen,kun dga' rgyal mtshan,bo-x-ewts
7719,P521,Gyelse Kunga Gyeltsen,brug rgyal sras sprul sku 02 kun dga' rgyal mtshan,bo-x-ewts
7719,P521,Gyelse Kunga Gyeltsen,Druk Gyelse Tulku 02 Kunga Gyeltsen,en
7719,P521,Gyelse Kunga Gyeltsen,Kunga Gyeltsen,en
7719,P521,Gyelse Kunga Gyeltsen,Gyelse Ganapati,en
7719,P521,Gyelse Kunga Gyeltsen,rgyal sras ganapati,en
7732,P5221,Dola Jigme Kelzang,khung rta 'jigs med skal bzang,bo-x-ewts
7732,P5221,Dola Jigme Kelzang,skye med rdo rje,bo-x-ewts
7732,P5221,Dola Jigme Kelzang,jigs med skal bzang,bo-x-ewts
7732,P5221,Dola Jigme Kelzang,gzhon nu ye shes rdo rje,bo-x-ewts
7732,P5221,Dola Jigme Kelzang,rdzong sngon sprul sku,bo-x-ewts
7732,P5221,Dola Jigme Kelzang,Kyeme Dorje,en
7732,P5221,Dola Jigme Kelzang,Zhonnu Yeshe Dorje,en
7732,P5221,Dola Jigme Kelzang,Khungta Jigme Kelzang,en
7732,P5221,Dola Jigme Kelzang,Dzongngon Tulku,en
7736,P5225,Jangchub Lodro,kaH thog pa byang chub blo gros,bo-x-ewts
7736,P5225,Jangchub Lodro,sum ston byang chub blo gros,bo-x-ewts
7736,P5225,Jangchub Lodro,Sumton Jangchub Lodro,en
7736,P5225,Jangchub Lodro,Katokpa Jangchub Lodro,en
7743,P5231,Tashi Tongtun,bkra shis stong 'dus,bo-x-ewts
7743,P5231,Tashi Tongtun,bkra shis stong 'dul,bo-x-ewts
7743,P5231,Tashi Tongtun,dga' ldan khri pa 95 bkra shis stong thun,bo-x-ewts
7743,P5231,Tashi Tongtun,bkra shis stong thun,bo-x-ewts
7743,P5231,Tashi Tongtun,dga' ldan khri chen 95 bkra shis stong thun,bo-x-ewts
7743,P5231,Tashi Tongtun,Ganden Trichen 95 Tashi Tongtun,en
7743,P5231,Tashi Tongtun,Tashi Tongdru ,en
7743,P5231,Tashi Tongtun,Ganden Tripa 95 Tashi Tongtun,en
7743,P5231,Tashi Tongtun,Tashi Tongdul ,en
7767,P5254,Rigdzin Godemchen Ngodrub Gyeltsen,rgod ldem,bo-x-ewts
7767,P5254,Rigdzin Godemchen Ngodrub Gyeltsen,rgod ldem can,bo-x-ewts
7767,P5254,Rigdzin Godemchen Ngodrub Gyeltsen,gter chen rig 'dzin rgod kyi ldem 'phru can,bo-x-ewts
7767,P5254,Rigdzin Godemchen Ngodrub Gyeltsen,dngos grub rgyal mtshan,bo-x-ewts
7767,P5254,Rigdzin Godemchen Ngodrub Gyeltsen,rgod kyi ldem 'phru can,bo-x-ewts
7767,P5254,Rigdzin Godemchen Ngodrub Gyeltsen,Godemchen,en
7767,P5254,Rigdzin Godemchen Ngodrub Gyeltsen,Ngodrub Gyeltsen,en
7767,P5254,Rigdzin Godemchen Ngodrub Gyeltsen,Terchen Rigdzin Gokyi Demtrulchen,en
7767,P5254,Rigdzin Godemchen Ngodrub Gyeltsen,Gokyi Demtrulchen,en
7775,P5262,Yanggonpa Gyeltsen Pel,thugs kyi rdo rje,bo-x-ewts
7775,P5262,Yanggonpa Gyeltsen Pel,rgyal mtshan dpal,bo-x-ewts
7775,P5262,Yanggonpa Gyeltsen Pel,yang dgon pa rgyal mtshan dpal,bo-x-ewts
7775,P5262,Yanggonpa Gyeltsen Pel,rgyal ba yang dgon pa,bo-x-ewts
7775,P5262,Yanggonpa Gyeltsen Pel,lha gdong pa rgyal mtshan dpal,bo-x-ewts
7775,P5262,Yanggonpa Gyeltsen Pel,Lhadongpa Gyeltsen Pel,en
7775,P5262,Yanggonpa Gyeltsen Pel,Gyelwa Yanggonpa,en
7775,P5262,Yanggonpa Gyeltsen Pel,Tukyi Dorje,en
7775,P5262,Yanggonpa Gyeltsen Pel,Gyeltsen Pel,en
7803,P529,Jamgon Ngawang Gyeltsen,ngag dbang rgyal mtshan,bo-x-ewts
7803,P529,Jamgon Ngawang Gyeltsen,se'u la byams mgon 01 ngag   dbang rgyal mtshan,bo-x-ewts
7803,P529,Jamgon Ngawang Gyeltsen,Ngawang Gyeltsen,en
7803,P529,Jamgon Ngawang Gyeltsen,Seula Jamgon 01 Ngawang Gyeltsen,en
7815,P530,Shakya Rinchen,rje mkhan po 09 shAkya rin chen,bo-x-ewts
7815,P530,Shakya Rinchen,shAkya rin chen,bo-x-ewts
7815,P530,Shakya Rinchen,brug rje mkhan po 09 shAkya   rin chen,bo-x-ewts
7815,P530,Shakya Rinchen,Druk Je Khenpo 09 Shakya Rinchen,en
7815,P530,Shakya Rinchen,Shakya Rinchen,en
7815,P530,Shakya Rinchen,sgom pa shAkya rin chen,bo-x-ewts
7815,P530,Shakya Rinchen,Gompa Shākya Rinchen,en
7870,P5355,Jampa Chodrak,dga ldan khri chen 90 byams pa chos grags,bo-x-ewts
7870,P5355,Jampa Chodrak,byams pa chos grags,bo-x-ewts
7870,P5355,Jampa Chodrak,dga ldan khri pa 90 byams pa chos grags,bo-x-ewts
7870,P5355,Jampa Chodrak,brag 'go byams pa chos grags,bo-x-ewts
7870,P5355,Jampa Chodrak,hor brag 'go byams pa chos grags,bo-x-ewts
7870,P5355,Jampa Chodrak,tre hor byams pa chos grags,bo-x-ewts
7870,P5355,Jampa Chodrak,Drakgo Jampa Chodrak ,en
7870,P5355,Jampa Chodrak,Hor Drakgo Jampa Chodrak ,en
7870,P5355,Jampa Chodrak,Jampa Chodrak,en
7870,P5355,Jampa Chodrak,Ganden Trichen 90 Jampa Chodrak,en
7870,P5355,Jampa Chodrak,Trehor Jampa Chodrak ,en
7870,P5355,Jampa Chodrak,Ganden Tripa 90 Jampa Chodrak,en
7874,P536,Shakya Tendzin,Zhabdrung Sungtrul 02 Shakya Tendzin,bo-x-ewts
7874,P536,Shakya Tendzin,jam dbyangs shAkya bstan 'dzin,bo-x-ewts
7874,P536,Shakya Tendzin,phyogs las shAkya bstan 'dzin,bo-x-ewts
7874,P536,Shakya Tendzin,zhabs drung gsung sprul 2,bo-x-ewts
7874,P536,Shakya Tendzin,Jamyang Shakya Tendzin,en
7874,P536,Shakya Tendzin,Chokle Shakya Tendzin,en
7876,P5361,Kelzang Khyenrab Gyatso,bskal bzang mkhyen rab rgya   mtsho,bo-x-ewts
7876,P5361,Kelzang Khyenrab Gyatso,bskal bzang mkhyen rab rgya   mtsho,bo-x-ewts
7876,P5361,Kelzang Khyenrab Gyatso,skal bzang mkhyen rab rgya   mtsho,bo-x-ewts
7876,P5361,Kelzang Khyenrab Gyatso,skal bzang mkhyen rab rgya   mtsho,bo-x-ewts
7876,P5361,Kelzang Khyenrab Gyatso,sde khri 06 skal bzang mkhyen   rab rgya mtsho,bo-x-ewts
7876,P5361,Kelzang Khyenrab Gyatso,sde khri 06 skal bzang mkhyen   rab rgya mtsho,bo-x-ewts
7876,P5361,Kelzang Khyenrab Gyatso,shis tshang gdan rabs 38 skal bzang   mkhyen rab rgya mtsho,bo-x-ewts
7876,P5361,Kelzang Khyenrab Gyatso,shis tshang gdan rabs 38 skal bzang   mkhyen rab rgya mtsho,bo-x-ewts
7877,P5362,Jamyang Tenpai Gyeltsen,jam dbyangs bstan pa'i rgyal   mtshan,bo-x-ewts
7877,P5362,Jamyang Tenpai Gyeltsen,sde khri 07 'jam dbyangs bstan   pa'i rgyal mtshan,bo-x-ewts
7879,P5364,Jamyang Tenpai Nyima,gung thang 05 'jam dbyangs   bstan pa'i nyi ma,bo-x-ewts
7879,P5364,Jamyang Tenpai Nyima,dbang chen tshe ring,bo-x-ewts
7879,P5364,Jamyang Tenpai Nyima,shis tshang gdan rabs 28 'jam   dbyangs bstan pa'i nyi ma,bo-x-ewts
7879,P5364,Jamyang Tenpai Nyima,jam dbyangs bstan pa'i nyi ma,bo-x-ewts
7879,P5364,Jamyang Tenpai Nyima,Gungtang Jamyang Tenpai Nyima ,en
7879,P5364,Jamyang Tenpai Nyima,Wangchen Tsering ,en
7879,P5364,Jamyang Tenpai Nyima,Gungtang 05 Jamyang Tenpai Nyima,en
7881,P5367,Jamyang Tenzin Gyatso,jam dbyangs bstan 'dzin rgya   mtsho,bo-x-ewts
7881,P5367,Jamyang Tenzin Gyatso,dbal mang 03 'jam dbyangs   bstan 'dzin rgya mtsho,bo-x-ewts
7881,P5367,Jamyang Tenzin Gyatso,dbal mang srid skyong,bo-x-ewts
7881,P5367,Jamyang Tenzin Gyatso,shis tshang gdan rabs 33 'jam dbyangs   bstan 'dzin rgya mtsho,bo-x-ewts
7881,P5367,Jamyang Tenzin Gyatso,Belmang Sikyong,en
7882,P5368,Jigme Tsultrim Namgyel,jigs med tshul khrims rnam   rgyal,bo-x-ewts
7882,P5368,Jigme Tsultrim Namgyel,dbal mang srid skyong 'jigs med tshul   khrims rnam rgyal,bo-x-ewts
7882,P5368,Jigme Tsultrim Namgyel,Sertri Rinpoche Jigme Tsultrim Namgyel,en
7882,P5368,Jigme Tsultrim Namgyel,Belmang Sikyong Rinpoche Jigme Tsultrim Namgyel,en
7895,P538,Kunga Gyatso,jam dbyangs kun dga' rgya   mtsho,bo-x-ewts
7895,P538,Kunga Gyatso,brug rje mkhan po 12 kun   dga' rgya mtsho,bo-x-ewts
7895,P538,Kunga Gyatso,kun dga' rgya mtsho,bo-x-ewts
7895,P538,Kunga Gyatso,brug rje mkhan po 12,bo-x-ewts
7895,P538,Kunga Gyatso,Druk Je Khenpo 12,en
7895,P538,Kunga Gyatso,Druk Je Khenpo 12 Kunga Gyatso,en
7895,P538,Kunga Gyatso,Jamyang Kunga Gyatso,en
7918,P540,Sherab Sengge,Druj Je Khenpo 16 Sherab Sengge,bo-x-ewts
7918,P540,Sherab Sengge,brug rje mkhan po 16 shes   rab seng+ge,bo-x-ewts
7918,P540,Sherab Sengge,Je Khenpo 16 Sherab Sengge ,bo-x-ewts
7918,P540,Sherab Sengge,shes rab seng+ge,bo-x-ewts
7918,P540,Sherab Sengge,rgyud smad shes rab seng+ge,bo-x-ewts
7918,P540,Sherab Sengge,brug rje mkhan po 16,bo-x-ewts
7918,P540,Sherab Sengge,snar thang pa shes rab seng+ge,bo-x-ewts
7918,P540,Sherab Sengge,mkhas grub shes rab seng+ge,bo-x-ewts
7918,P540,Sherab Sengge,Khedrub Sherab Sengge,en
7918,P540,Sherab Sengge,Gyume Sherab Sengge,en
7918,P540,Sherab Sengge,Nartangpa Sherab Sengge,en
7929,P5410,Tsarong Dasang Damdul,gnam gang,bo-x-ewts
7929,P5410,Tsarong Dasang Damdul,Namgang,en
7937,P5418,Lobzang Pelden Gyatso,dpal ldan rgya mtsho,bo-x-ewts
7937,P5418,Lobzang Pelden Gyatso,hor tshang gser khri 06 blo   bzang dpal ldan rgya mtsho,bo-x-ewts
7937,P5418,Lobzang Pelden Gyatso,shis tshang gdan rabs 44 blo bzang   dpal ldan rgya mtsho,bo-x-ewts
7937,P5418,Lobzang Pelden Gyatso,Shetsang 44 Lobzang Pelden Gyatso,en
7937,P5418,Lobzang Pelden Gyatso,Pelden Gyatso,en
7937,P5418,Lobzang Pelden Gyatso,Hortsang Sertri Lobzang Pelden Gyatso ,en
7945,P5425,Dongak Chokyi Gyatso,jam mgon bla ma dgyes pa'i   'bangs 'jam dpal dgyes pa'i blo gros tshangs sras snyems pa'i sde,bo-x-ewts
7945,P5425,Dongak Chokyi Gyatso,blo bzang mdo sngags chos kyi   rgya mtsho,bo-x-ewts
7945,P5425,Dongak Chokyi Gyatso,thub bstan zla ba bzang po,bo-x-ewts
7945,P5425,Dongak Chokyi Gyatso,kun bzang bzhad pa'i rdo rje,bo-x-ewts
7945,P5425,Dongak Chokyi Gyatso,mdo sngags chos kyi rgya mtsho,bo-x-ewts
7945,P5425,Dongak Chokyi Gyatso,snyan dgon sprul sku mdo   sngags chos kyi rgya mtsho,bo-x-ewts
7945,P5425,Dongak Chokyi Gyatso,sprul sku gsung rab pa,bo-x-ewts
7945,P5425,Dongak Chokyi Gyatso,Kunzang Zhepai Dorje,en
7945,P5425,Dongak Chokyi Gyatso,Tubten Dawa Zangpo,en
7945,P5425,Dongak Chokyi Gyatso,Nyendon Tulku Dongak Chokyi Gyatso,en
7945,P5425,Dongak Chokyi Gyatso,Tulku Sungrab,en
7945,P5425,Dongak Chokyi Gyatso,Jamgon Lama Gyepai Wang Jampel Gyepai Lodro Tsangse Nyempaide,en
7945,P5425,Dongak Chokyi Gyatso,Lobzang Dongak Chokyi Gyatso,en
8027,P55,Khedrubje Gelek Pelzang,mkhas grub rje,bo-x-ewts
8027,P55,Khedrubje Gelek Pelzang,dge legs dpal bzang,bo-x-ewts
8027,P55,Khedrubje Gelek Pelzang,khri 03 dge legs dpal bzang,bo-x-ewts
8027,P55,Khedrubje Gelek Pelzang,Khedrubje,en
8027,P55,Khedrubje Gelek Pelzang,Ganden Tripa 03,en
8027,P55,Khedrubje Gelek Pelzang,Gelek Pelzang,en
8028,P550,Yonten Taye,brug rje mkhan po 13 yon tan   mtha' yas,bo-x-ewts
8028,P550,Yonten Taye,ngag dbang yon tan mtha' yas,bo-x-ewts
8028,P550,Yonten Taye,brug rje mkhan po 13,bo-x-ewts
8028,P550,Yonten Taye,Druk Je Khenpo 13 Yonten Taye,en
8028,P550,Yonten Taye,Ngawang Yonten Taye,en
8028,P550,Yonten Taye,Druk Je Khenpo 13,en
8069,P5537,Dondrub Gyatso,dga' ldan khri pa 48 don grub rgya mtsho,bo-x-ewts
8069,P5537,Dondrub Gyatso,dga' ldan khri chen 48 don grub rgya mtsho,bo-x-ewts
8069,P5537,Dondrub Gyatso,don grub rgya mtsho,bo-x-ewts
8069,P5537,Dondrub Gyatso,khri 48 don grub rgya mtsho,bo-x-ewts
8069,P5537,Dondrub Gyatso,kre nag tshang pa don grub rgya mtsho,bo-x-ewts
8069,P5537,Dondrub Gyatso,hor ston don grub rgya mtsho,bo-x-ewts
8069,P5537,Dondrub Gyatso,nag tshang pa don grub rgya mtsho,bo-x-ewts
8069,P5537,Dondrub Gyatso,gling don grub rgya mtsho,bo-x-ewts
8069,P5537,Dondrub Gyatso,Ganden Tripa 48 Dondrub Gyatso,en
8069,P5537,Dondrub Gyatso,Dondrub Gyatso,en
8069,P5537,Dondrub Gyatso,Ganden Trichen 48 Dondrub Gyatso,en
8069,P5537,Dondrub Gyatso,Horton Dondrub Gyatso ,en
8069,P5537,Dondrub Gyatso,Tre Naktsang Dondrub Gyatso ,en
8069,P5537,Dondrub Gyatso,Naktsang Dondrub Gyatso,en
8069,P5537,Dondrub Gyatso,Ling Dondru Gyatso,en
8076,P5543,Kunga Pelwa,dpa' shod pa kun dga' dpal ba,bo-x-ewts
8076,P5543,Kunga Pelwa,chab mdo khri rabs 05 kun dga' dpal ba,bo-x-ewts
8076,P5543,Kunga Pelwa,Chamdo Trirab 05 Kunga Pelwa,en
8076,P5543,Kunga Pelwa,Pashopa Kunga Pelden,en
8079,P5546,Pelden Lodro,mang thos dpal ldan blo gros,bo-x-ewts
8079,P5546,Pelden Lodro,se ra dpal blo,bo-x-ewts
8079,P5546,Pelden Lodro,Sera Pello,en
8079,P5546,Pelden Lodro,Mangto Pelden Lodro,en
8085,P5552,Kunga Pelden,kun dga' dpal,bo-x-ewts
8085,P5552,Kunga Pelden,bya bral kun dga’ dpal ldan,bo-x-ewts
8085,P5552,Kunga Pelden,nyang stong pa kun dga' dpal,bo-x-ewts
8085,P5552,Kunga Pelden,bya btang kun dga' dpal ldan,bo-x-ewts
8085,P5552,Kunga Pelden,chab mdo khri rabs kun dga' dpal,bo-x-ewts
8085,P5552,Kunga Pelden,Nyangtongpa Kunga Pelden,en
8085,P5552,Kunga Pelden,Jatang Kunga Pelden,en
8085,P5552,Kunga Pelden,Chadrel Kunga Pelden,en
8086,P5553,Tseten Gyatso,dga' ldan khri chen 23 tshe brtan rgya mtsho,bo-x-ewts
8086,P5553,Tseten Gyatso,rtse thang tshe brtan rgya mtsho,bo-x-ewts
8086,P5553,Tseten Gyatso,dga' ldan khri pa 23 tshe brtan rgya mtsho,bo-x-ewts
8086,P5553,Tseten Gyatso,Ganden Trichen 23 Tseten Gyatso,en
8086,P5553,Tseten Gyatso,Ganden Tripa 23 Tseten Gyatso,en
8086,P5553,Tseten Gyatso,Tsetang Tseten Gyatso ,en
8097,P5563,Sanggye Rinchen,dga' ldan khri chen 27 sangs rgyas rin chen,bo-x-ewts
8097,P5563,Sanggye Rinchen,sangs rgyas rin chen,bo-x-ewts
8097,P5563,Sanggye Rinchen,dga' ldan khri pa 27 sangs rgyas rin chen,bo-x-ewts
8097,P5563,Sanggye Rinchen,Sanggye Rinchen,en
8097,P5563,Sanggye Rinchen,Ganden Tripa 27 Sanggye Rinchen,en
8097,P5563,Sanggye Rinchen,Ganden Trichen 27 Sanggye Rinchen,en
8099,P5565,Dorje Zangpo,dga' ldan khri chen 17 rdo rje bzang po,bo-x-ewts
8099,P5565,Dorje Zangpo,dga' ldan khri pa 17 rdo rje bzang po,bo-x-ewts
8099,P5565,Dorje Zangpo,khri 17 rdo rje bzang po,bo-x-ewts
8099,P5565,Dorje Zangpo,mi nyag rdo rje bzang po,bo-x-ewts
8099,P5565,Dorje Zangpo,Ganden Tripa 17 Dorje Zangpo,en
8099,P5565,Dorje Zangpo,Ganden Trichen 17 Dorje Zangpo,en
8099,P5565,Dorje Zangpo,Minyak Dorje Zangpo,en
8101,P5567,Kunga Lodro,khyung po ba kun dga' blo gros,bo-x-ewts
8101,P5567,Kunga Lodro,chab mdo khri rabs kun dga'   blo gros,bo-x-ewts
8101,P5567,Kunga Lodro,rje drung kun dga' blo gros,bo-x-ewts
8101,P5567,Kunga Lodro,chos rje yar byon pa,bo-x-ewts
8101,P5567,Kunga Lodro,Jedrung Kunga Lodro,en
8101,P5567,Kunga Lodro,Chamdo Trirab 07 Kunga Lodro,en
8101,P5567,Kunga Lodro,Choje Yarjonpa,en
8101,P5567,Kunga Lodro,Khyungpowa Kunga Lodro,en
8103,P5569,Jedrung Sherab Wangpo,rgyang shod pa shes rab dbang   po,bo-x-ewts
8103,P5569,Jedrung Sherab Wangpo,chab mdo khri rabs 10 shes rab dbang po,bo-x-ewts
8103,P5569,Jedrung Sherab Wangpo,shes rab dbang po,bo-x-ewts
8103,P5569,Jedrung Sherab Wangpo,Chamdo Trirab 10 Jedrung Sherab Wangpo,en
8103,P5569,Jedrung Sherab Wangpo,Sherab Wangpo,en
8103,P5569,Jedrung Sherab Wangpo,Gyangshopa Sherab Wangpo,en
8105,P5570,Drakpa Gyatso,dga' ldan khri chen 33 grags pa rgya mtsho,bo-x-ewts
8105,P5570,Drakpa Gyatso,dge re grags pa rgya mtsho,bo-x-ewts
8105,P5570,Drakpa Gyatso,khri chen grags pa rgya mtsho,bo-x-ewts
8105,P5570,Drakpa Gyatso,rab 'byams pa grags pa rgya mtsho,bo-x-ewts
8105,P5570,Drakpa Gyatso,grags pa rgya mtsho,bo-x-ewts
8105,P5570,Drakpa Gyatso,dga' ldan khri pa 33 grags pa rgya mtsho,bo-x-ewts
8105,P5570,Drakpa Gyatso,Gere Drakpa Gyatso ,en
8105,P5570,Drakpa Gyatso,Trichen Drakpa Gyatso,en
8105,P5570,Drakpa Gyatso,Ganden Trichen 33 Drakpa Gyatso,en
8105,P5570,Drakpa Gyatso,Ganden Tripa 33 Drakpa Gyatso,en
8105,P5570,Drakpa Gyatso,Rabjampa Drakpa Gyatso ,en
8105,P5570,Drakpa Gyatso,Drakpa Gyatso,en
8106,P5571,Shenyen Drakpa,co ne bshes gnyen grags pa,bo-x-ewts
8106,P5571,Shenyen Drakpa,khri chen bshes gnyen grags pa,bo-x-ewts
8106,P5571,Shenyen Drakpa,dga' ldan khri chen 29 bshes gnyen grags pa,bo-x-ewts
8106,P5571,Shenyen Drakpa,bshes gnyen grags pa,bo-x-ewts
8106,P5571,Shenyen Drakpa,dga' ldan khri pa 29 bshes gnyen grags pa,bo-x-ewts
8106,P5571,Shenyen Drakpa,Ganden Tripa 29 Shenyen Drakpa,en
8106,P5571,Shenyen Drakpa,Ganden Trichen 29 Shenyen Drakpa,en
8106,P5571,Shenyen Drakpa,Chone Shenyen Drakpa ,en
8106,P5571,Shenyen Drakpa,Shenyen Drakpa,en
8106,P5571,Shenyen Drakpa,Trichen Shenyen Drakpa,en
8107,P5572,Tenpa Gyeltsen,dga' ldan khri chen 38 bstan pa rgyal mtshan,bo-x-ewts
8107,P5572,Tenpa Gyeltsen,khri chen bstan pa rgyal mtshan,bo-x-ewts
8107,P5572,Tenpa Gyeltsen,bstan pa rgyal mtshan,bo-x-ewts
8107,P5572,Tenpa Gyeltsen,gro mda' bstan pa rgyal   mtshan,bo-x-ewts
8107,P5572,Tenpa Gyeltsen,dga' ldan khri pa 38 bstan pa rgyal mtshan,bo-x-ewts
8107,P5572,Tenpa Gyeltsen,dwags po chos rgyal bstan pa rgyal   mtshan,bo-x-ewts
8107,P5572,Tenpa Gyeltsen,Droda Tenpa Gyeltsen ,en
8107,P5572,Tenpa Gyeltsen,Tenpa Gyeltsen,en
8107,P5572,Tenpa Gyeltsen,Dakpo Chogyel Tenpa Gyeltsen ,en
8107,P5572,Tenpa Gyeltsen,Ganden Tripa 38 Tenpa Gyeltsen,en
8107,P5572,Tenpa Gyeltsen,Trichen Tenpa Gyeltsen,en
8107,P5572,Tenpa Gyeltsen,Ganden Trichen 38 Tenpa Gyeltsen,en
8108,P5573,Pelden Gyeltsen,dga' ldan khri chen 40 dpal ldan rgyal mtshan,bo-x-ewts
8108,P5573,Pelden Gyeltsen,khri chen dpal ldan rgyal mtshan,bo-x-ewts
8108,P5573,Pelden Gyeltsen,dpal ldan rgyal mtsho,bo-x-ewts
8108,P5573,Pelden Gyeltsen,dpal ldan rgyal mtshan,bo-x-ewts
8108,P5573,Pelden Gyeltsen,tsha rong dpal ldan rgyal   mtshan,bo-x-ewts
8108,P5573,Pelden Gyeltsen,mnga' ris pa bstan pa'i rgyal   mtshan,bo-x-ewts
8108,P5573,Pelden Gyeltsen,dga' ldan khri pa 40 dpal ldan rgyal mtshan,bo-x-ewts
8108,P5573,Pelden Gyeltsen,mdo spe chos mdzad dpal ldan rgyal   mtshan,bo-x-ewts
8108,P5573,Pelden Gyeltsen,Tsarong Pelden Gyeltsen,en
8108,P5573,Pelden Gyeltsen,Ganden Trichen 40 Pelden Gyeltsen,en
8108,P5573,Pelden Gyeltsen,Ngari Pelden Tenpa Gyeltsen ,en
8108,P5573,Pelden Gyeltsen,Dopel Chodze Pelden Gyeltsen,en
8108,P5573,Pelden Gyeltsen,Ganden Tripa 40 Pelden Gyeltsen,en
8108,P5573,Pelden Gyeltsen,Pelden Gyeltsen,en
8108,P5573,Pelden Gyeltsen,Tripa Pelden Gyeltsen,en
8108,P5573,Pelden Gyeltsen,Pelden Gyeltso,en
8109,P5574,Jampa Tashi,dga' ldan khri chen 43 byams pa bkra shis,bo-x-ewts
8109,P5574,Jampa Tashi,byams pa bkra shis,bo-x-ewts
8109,P5574,Jampa Tashi,khyung phrug byams pa bkra   shis,bo-x-ewts
8109,P5574,Jampa Tashi,mkhas mchog byams pa bkra shis,bo-x-ewts
8109,P5574,Jampa Tashi,dga' ldan khri pa 43 byams pa bkra shis,bo-x-ewts
8109,P5574,Jampa Tashi,Ganden Tripa 43 Jampa Tashi,en
8109,P5574,Jampa Tashi,Ganden Trichen 43 Jampa Tashi,en
8109,P5574,Jampa Tashi,Khechok Jampa Tashi,en
8109,P5574,Jampa Tashi,Jampa Tashi,en
8109,P5574,Jampa Tashi,Khyungdruk Jampa Tashi,en
8116,P5580,Khedrub Shakya Lhawang,dkon rdor 01,bo-x-ewts
8116,P5580,Khedrub Shakya Lhawang,phags pa shAkya lha dbang,bo-x-ewts
8116,P5580,Khedrub Shakya Lhawang,phan bde sprul sku shAkya lha dbang,bo-x-ewts
8116,P5580,Khedrub Shakya Lhawang,Phende Tulku Shakya Lhawang,en
8116,P5580,Khedrub Shakya Lhawang,Kondor 01,en
8116,P5580,Khedrub Shakya Lhawang,Pakpa Shakya Lhawang,en
8126,P559,Pema Nyinje Wangpo,dpal ldan bstan 'dzin nyin   byed 'phrin las rab rgyas phyogs las rnam rgyal,bo-x-ewts
8126,P559,Pema Nyinje Wangpo,dpal ldan bstan 'dzin nyin byed phrin las rab rgyas phyogs las rnam par rgyal ba'i sde,bo-x-ewts
8126,P559,Pema Nyinje Wangpo,si tu 09 pad+ma nyin byed   dbang po,bo-x-ewts
8126,P559,Pema Nyinje Wangpo,Pelden Tendzin Nyinje Trinle Rabgye Chokle Nampar Gyelwai De,en
8126,P559,Pema Nyinje Wangpo,Pelden Tendzin Nyinje Trinle Rabgye Chokgye Namgyel,en
8128,P5591,Jigme Tenpai Wangchuk,jigs med bstan pa'i dbang phyug 'jigs bral phyogs las rnam rgyal,bo-x-ewts
8128,P5591,Jigme Tenpai Wangchuk,gung thang 06 'jigs med bstan   pa'i dbang phyug,bo-x-ewts
8128,P5591,Jigme Tenpai Wangchuk,Jigme Tenpai Wangchuk Jikdrel Chokle Namgyel ,en
8128,P5591,Jigme Tenpai Wangchuk,Gungtang 06 Jigme Tenpai Wangchuk,en
8177,P5636,Nyoshul Khenpo Jamyang Dorje,jam dbyangs rdo rje,bo-x-ewts
8177,P5636,Nyoshul Khenpo Jamyang Dorje,Jamyang Dorje,en
8181,P564,Chokgyur Lingpa,mchog gyur bde chen zhig po gling pa,bo-x-ewts
8181,P564,Chokgyur Lingpa,skya su gter ston,bo-x-ewts
8181,P564,Chokgyur Lingpa,o rgyan mchog gyur bde chen zhig po   gling pa,bo-x-ewts
8181,P564,Chokgyur Lingpa,Kyasu Terton,en
8181,P564,Chokgyur Lingpa,Chokgyur Dechen Zhikpo Lingpa,en
8181,P564,Chokgyur Lingpa,Orgyen Chokgyur Dechen Zhikpo Lingpa,en
8184,P5642,Lobzang Chodar,sgo mang mkhan chen blo bzang   chos dar,bo-x-ewts
8184,P5642,Lobzang Chodar,Gomang Khenchen Lobzang Chodar,en
8214,P567,Yeshe Gyeltsen,ye shes rgyal mtshan,bo-x-ewts
8214,P567,Yeshe Gyeltsen,kaH thog pa ye shes rgyal   mtshan,bo-x-ewts
8214,P567,Yeshe Gyeltsen,slob dpon ye shes rgyal mtshan,bo-x-ewts
8214,P567,Yeshe Gyeltsen,Buborwa Tang-gang Drungpa ,en
8214,P567,Yeshe Gyeltsen,Katokpa Yeshe Gyeltsen ,en
8214,P567,Yeshe Gyeltsen,Khedrub Yeshe Gyeltsen ,en
8214,P567,Yeshe Gyeltsen,Lobpon Yeshe Gyeltsen ,en
8342,P5788,Tonmi Sambhota,"sam+b+ho Ta, thon mi",bo-x-ewts
8342,P5788,Tonmi Sambhota,thon mi sam+b+ho Ta,bo-x-ewts
8343,P579,Sherab Gyeltsen,jam dpal shes rab rgyal   mtshan,bo-x-ewts
8343,P579,Sherab Gyeltsen,jam dbyangs shes rab rgyal   mtshan,bo-x-ewts
8343,P579,Sherab Gyeltsen,shes rab rgyal mtshan,bo-x-ewts
