Name,TOL ID,Wylie,Tibetan,Chinese,En Name Variants,Wylie Name Variants,Tibetan Name Variants,Family Type Id,Family Type,Family Type Wylie,Family Type Tibetan,Family Type Chinese,Lhasa Aristocracy Type English,Lhasa Aristocracy Type Wylie,Lhasa Aristocracy Type Tibetan,Lhasa Aristocracy Type Chinese,Description,BDRC ID,Members
Nyo,TOL636,gnyos,གཉོས།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	The Nyo clan held religious and secular influence over the southern stretch of the Tibetan plateau, including parts of Bhutan, for a few centuries, beginning with the Gyaton Aryadeva's (rGya ston A rya de ba) offering of land to Nyo Lotsawa (gNyos lo tsa ba) in the 11th century.</p>",C11MS190,2789; 3000; 9394; 13142; 13231
Pakmodrupa,TOL1202,phag mo gru pa,ཕག་མོ་གྲུ་པ།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
        The Pakmodrupa dynasty, descended from the ancient <a href=""/communities/view/Lang/TBRC_C11MS142"">Lang</a> clan of Tibet&rsquo;s imperial Yarlung period, ruled Tibet from the middle of the fourteenth to the fifteenth century, after the rule of the <a href=""/communities/view/Sakya-Khon/TBRC_C69"">Sakya Khon</a> family and before the <a href=""/communities/view/Rinpungpas/TBRC_C2CN11008"">Rinpungpas</a>. The foundations for the Pakmodru polity were laid in the early twelfth century by <a href=""/biographies/view/Pakmodrupa-Dorje-Gyelpo/TBRC_P127"">Pakmodrupa Dorje Gyelpo</a> who established the great <a href=""/geographies/view/Densatil-monastery/TBRC_G434"">Densatil Monastery</a> and founded a new subsect of the Kagyu school. <a href=""/biographies/view/Pakmodrupa-Jangchub-Gyeltsen/TBRC_P1224"">Pakmodrupa Jangchub Gyeltsen</a> (1302-1364), the patriarch of the Pakmodru line, established the new Pakmodru government in central Tibet after fighting against the Sakya heirarchs and displacing them in 1350. In 1354 the Mongol Emperor accepted the coup and gave Jangchub Gyeltsen the title of Tai Situ, implying that he ruled as regent for the Mongol emperor but in reality Mongol power was waning. By the time the Yuan dynasty fell in 1368, the Pakmodrupa government, located at Nedong Castle in present day Tsetang, was consolidated enough to survive as a central government, at least until 1435 when the Rinpungpa came into power.</p>",,2539
Pakpatsang,TOL677,'phags pa tshang,འཕགས་པ་ཚང་།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	A family belonging to the Zamtsa Ngorang clan. The Fifty-fifth Ganden Tripa, <a href=""/biographies/view/Ngawang-Namkha-Zangpo/TBRC_P2761"">Ngawang Namkha Zangpo</a> was born to this family. It seems likely that the clan was settled around a small town called Dentang (ldan thang) in Amdo.</p>",,
Pangdatsang,TOL1061,spang mda' tshang,སྤང་མདའ་ཚང་།,,Pomdatsang,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	A trading family from Markham that moved to Lhasa and became one of the most successful family firms of twentieth century Tibet, even entering government service and aristocratic ranks. The family's Lhasa residence was <a href=""/geographies/view/Pangdatsang-House/TBRC_TOL844"">Pangdatsang House</a>. The family is also known as the Pomdatsang.</p>",,13519; 13520; 13521; 13522; 13523
Pugyel,TOL656,spu rgyal,སྤུ་རྒྱལ།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	Pugyel is the name of a Tibetan royal lineage based in Yarlung. It likely derived from the name of a mythical ancestor, Olde Pugyel, who may be the same figure as Nyatri Tsenpo, who is said to have initiated the Yarlung dynasty in 390 BC. The dynasty, although not the family line, ended with the assasination of forty-third King <a href=""/biographies/view/Tri-Udumtsen/TBRC_P2MS13219"">Tri Udumtsen</a>, also known as Langdarma, in 842 CE. The family is also called the Mugyel for the clan line of Mu (dmu), which is different from the ancestral Mu (rmu) clan.</p>",,13509; 13566
Ra,TOL570,dbra,དབྲ་།,,,dbra dkar po; dbra nag po,དབྲ་དཀར་པོ།་; དབྲ་ནག་པོ།,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	The Ra clan is divided into two branches, the Rakarpo and the Ranakpo. The clan originated in eastern Tibet, and while several branches later settled in central Tibet, the majority continue to be based in Kham and Amdo. The clan is largely supporters of the Bon tradition. The First Chakri, <span class=""biog-name-large""><a href=""/biographies/view/Nyima-Drakpa/TBRC_P425"">Nyima Drakpa</a> </span>was born into the Rakarpo clan in the Kham Nangchen region. Prominent members of the include the Bon lamas <a href=""http://treasuryoflives.org/biographies/view/Dampa-Lodro-Gyeltsen/TBRC_P11MS156"">Dampa Lodro Gyeltsen</a> and <a href=""http://treasuryoflives.org/biographies/view/Tagu-Nyima-Gyeltsen/TBRC_P11MS155"">Tagu Nyima Gyeltsen</a>, commonly known by the abbreviated name of Tagu Nyigyel.</p>",C11MS181,6668; 13220; 13221; 13531
Rakar Khyungpo,TOL639,dbra dkar khyung po,དབྲ་དཀར་ཁྱུང་པོ།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	Yungdrung Yeshe, the twenty-third lineage holder of the Atri system of Bon Dzogchen practice, was born to the Rakar Khyungpo clan in the 17th century in Gyelrong.</p>",,13222
Ram,TOL549,ram,རམ།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	The Ram clan is one of the eighteen tribes (tsho) of the Sino-Tibetan frontier. These are all sub-clans of the primary Go (sgo) clan, known also as the heavenly lineage of Go, which is considered one of the original Tibetan ancestral clans.  <span class=""biog-name-large""><a href=""/biographies/view/Nyima-Gyeltsen/TBRC_P8LS12202"">Nyima Gyeltsen</a>, the ninth abbot of Narthang monastery, was born into this clan in Puteng Karma Kari in Tsang, not far from the monastery, in 1225. </span></p>",C11MS206,13199
Rinpungpa,TOL1203,rin spungs pa,རིན་སྤུངས་པ།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"The Rinpung government began with <a href=""/biographies/view/Rinpungpa-Namkha-Gyeltsen/TBRC_P4295"">Rinpungpa Namkha Gyeltsen</a>, the local leader of the Rinpung fortress and estates within the Pakmodrupa polity. Namkha Gyeltsen took the name of the fortress as his family name. Following the death of <a href=""/biographies/view/Pakmodrupa-Drakpa-Gyeltsen/TBRC_P3583"">Pakmodrupa Drakpa Gyeltsen</a> (1377-1440), Namkha Gyeltsen&rsquo;s young nephew Norbu Zangpo was appointed the leader of the Pakmodrupa. Namkha Gyeltsen used his influence at court, and by 1434 had shifted power from Pakmodru at Tsetang to Rinpung. The following year, the Rinpung family moved their base to the fortress of Samdrubtse located in present day Zhigatse. The Rinpung family ruled from 1434 until </span></span><span style=""font-family: Arial; font-size: 12.6667px; white-space: pre-wrap;"">1565 when <a href=""/biographies/view/Zhingshakpa-Tseten-Dorje/TBRC_P1369"">Zhingshakpa Tseten Dorje</a> seized Samdrubtse fortress and began Tsangpa rule.",C2CN11008,
Rok,TOL640,Rog,ཪོག།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	The Rok clan dates to the early dissemination of the Buddhist teachings in Tibet, the so-called <em>Tenpa Ngadar</em> (<em>bstan pa snga dar</em>). The first major figure of this clan was Rok Namkha Yeshe (rog nam mkha' ye shes), one of two brothers who were the recipient of the entire lineage of a certain Gyelwa Tenne (rgyal ba rten ne), a figure of some confusion in the Blue Annals. Longchenpa's father traced his ancestry back to Yeshe Wangpo Rung of the Rok clan.</p>",C11MS214,6134; 6721; 6726
Sanam,TOL651,sa gnam,ས་གནམ།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	The Sanam clan is a branch of the ancient <a href=""/communities/view/Khyungpo/TBRC_C11MS134"">Khyungpo</a> clan. In the fifteenth and sixteenth centuries, the Sanam clan was affiliated with the ruling house of Mustang; it was into this family that <a href=""/biographies/view/Lowo-Khenchen-Sonam-Lhundrup/TBRC_P782"">Lowo Khenchen Sonam Lhundrup</a> was born.</p>",,10497
Se,TOL222,bse,བསེ།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	One of the four original Tibetan ancestral clans. According to the 15th century bshad mdzod chen mo, the four sons of Se byu legs originated the Se clans but Gene Smith notes the text has been corrupted by this point, so this information may not be reliable. The Se clan in Amdo belonged to the Sekhyung Dra ancestral clan. Among the tribal groups related to the Dra clan, apparently some were called Se and some were called Khyung.</p>",C11MS174,2854; 6025; 6505; 8027
Shar,TOL608,shar,ཤར།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	The Shar was one of four families &ndash; Shar, Nub, Gung and Khangsar  &ndash; that were aligned with Sakya Monastery and which did not directly descend from the Khon clan. The name Shar originates with the activities of <a href=""/biographies/view/Sharpa-Sherab-Jungne/TBRC_P0RK406"">Sharpa Sherab Jungne</a>, a student of <a href=""/biographies/view/Jetsun-Drakpa-Gyeltsen/TBRC_P1614"">Jetsun Drakpa Gyeltsen</a> and <a href=""/biographies/view/Sakya-Paṇḍita-Kunga-Gyeltsen/TBRC_P1056"">Sakya Paṇḍita Kunga Gyeltsen</a>. He either bought the Zimkhang Nyingma, one of the first buildings established at Sakya, from <a href=""/biographies/view/Ponchen-Śākya-Zangpo/TBRC_P2220"">Ponchen Śākya Zangpo</a>, or was given it by Sakya Paṇḍita, and made it his residence. Due to its location to the east of the Utse Nyingma, it was called Labrang Shar, the Eastern Labrang, which from then on also became the name of the family. The masters of the Luding Labrang of Ngor Monastery belong to the Shar family as well.</p>",,5408
Sharkhapa,TOL94,shar kha pa,ཤར་ཁ་པ།,,Sharkha,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	The Sharkhapa family was one of the princely families of Gyantse. Members of this family ruled a large area of Tsang provice from their fortress at Gyantse (rgyal rtse). <span class=""biog-name-large""><a href=""/biographies/view/Drubchen-Kunga-Lodro/TBRC_P2463"">Drubchen Kunga Lodro</a> was born into the Sharkhapa family in 1365. </span></p>",C68,4167
Shingkhamga,TOL653,shing khams sga,ཤིང་ཁམས་སྒ།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	Shingkhamga clan was a sub-clan of the Nyo lineage. Its most prominent member was <a href=""/biographies/view/Jamyang-Khyentse-Wangpo/TBRC_P258"">Jamyang Khyentse Wangpo</a>, born outside of the Derge capital in 1820.</p>",C11MS222,4291
Shupu,TOL65,shud phu,ཤུད་ཕུ།,,shubu,shud pu; shud bu,ཤུད་པུ། ; ཤུད་བུ་བུ།,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	This clan originated in the ninth century during Tibet's Yarlung dynasty. As the dynasty disintegrated after the assasination of Udum Tsenpo, the Shupu clan seized control of Lhodrak.</p>",,2593; 5817; 5818; 5819; 6653
Sumpa,TOL655,sum pa,སུམ་པ།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	Sumpa is one of the three lineages of the East (smad khams rus rigs gsum), as classified in the 15th century bshad mdzod. The Sumpa were in the north and Tsongon (mtsho sngon) area, and there's a place called Sumpa, associated with the clan, in Amdo. During Songtsen Gampo's time, his minister Nyang Mangpoje Zhangnang won over the Sumpa as the king's subjects without needing to wage war.</p>
<p>
	 </p>",,
Tati Zhamar,TOL642,pra ti zhwa dmar rigs,པྲ་ཏི་ཞྭ་དམར་རིགས།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	The <a href=""/biographies/view/Sixth-Tukwan/TBRC_P3550"">Sixth Tukwan</a> was from the Tati Zhamar clan, presumably based in Amdo.</p>",,5902
Tong,TOL577,stong,སྟོང་།,,Achak Dru; Athang Dru; Dri; Achak Dri; Chakmo,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	One of the Four Great Ancestral Clans along with Se, Mu and Dong (and Five Great Ancestral Clans if Zhingbo Go is included). According to the Treasury of the Ancestral Clans of Tibet, also known as Dri, Achak Dri and Chakmo. The clan spread widely in Kham. According to the 15th century bshad mdzod chen mo, the four princely lines of Tong trace their ancestry to an unknown male ancestor and a female ancestor named Nemen Gyelmo (ngas sman rgyal mo). The Tong splits into 8 subdivisions: dmar or mar, dmar ma, snyal or gnyal, snyal dbyen, sngog or rngog or rngogs, khrog, rtog, and bas, sba, rba, sbas or dba&rsquo;s.</p>
<p>
	 </p>",C11MS139,7775; 13196
Tonmi,TOL646,thon mi,ཐོན་མི།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	One of the clans during the time of the Yarlung dynasty. Sambota of the Tonmi clan, one of King Songtsen Gampo's minister, is famed for creating the Tibetan alphabet.</p>",C11MS226,8342
Trokho Numai Pelshul,TOL643,khro kho nu ma'i dpal shul,ཁྲོ་ཁོ་ནུ་མའི་དཔལ་ཤུལ།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	The <a href=""/biographies/view/Sixth-Hortsang-Sertri-Lobzang-Pelden-Gyatso/TBRC_P5418"">Sixth Hortsang Sertri Lobzang Pelden Gyatso</a> was born in the clan of Trokho Numai Pelshul in Darlung (dar lung) near Yumik (g.yu rmig) in Amdo in 1913.</p>",C11MS194,7937
Trotsik,TOL458,spro tshig,སྤྲོ་ཚིག།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	A clan. <a href=""/biographies/view/Ngawang-Tendzin/TBRC_P3537"">Ngawang Tendzin</a>, the fouth abbot of Labrang Monastery, was born to the Trotsik clan in Ngawa, Amdo in 1696.</p>",,
Tsangsar,TOL1540,gtshang sar,གཚང་སར་།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	The Tsangsar clan in Nangchen controlled several monateries, including <a href=""/geographies/view/Lachab/TBRC_G1KR2864"">Lachab</a> and <a href=""/geographies/view/Lhalam/TBRC_G2635"">Lhalam</a>. <a href=""/biographies/view/Konchok-Peldron/13692"">Konchok Peldron</a>, the daughter of <a href=""/biographies/view/Chokgyur-Lingpa/TBRC_P564"">Chokgyur Lingpa</a>, married a Tsangsar man, Orgyen Chopel, and gave birth to four sons who all became prominent lineage holders of Chokgyur Lingpa's treasures. One of her sons was the father of <a href=""/biographies/view/Tulku-Urgyen/TBRC_P9901"">Tulku Urgyen</a>. </p>",,13686
Tsedong,TOL284,rtse gdong,རྩེ་གདོང་།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	The Tsedong clan oversaw the Tsedong estate, which was affiliated with the <a href=""/geographies/view/Tsedong-monastery/TBRC_G3550"">Tsedong Monastery</a>. Located near the Brahmaputra river in Namling, the Tsedong hierarchs were affiliated with the Sakya hierarchs and the <a href=""/communities/view/Khon-clan/TBRC_C69"">Khon clan</a>.</p>",C11MS216,4220
Tseu Jamshul,TOL681,rtse dbus byams shul,རྩེ་དབུས་བྱམས་ཤུལ།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	A division of the ancient Dong clan, Tseu Jamshul is an clan that was highly regarded by Bonpos in ancient times. The <a href=""/biographies/view/Fiftieth-Ganden-Tripa,-Gendun-Puntsok/TBRC_P1849"">Fiftieth Ganden Tripa, Gendun Puntsok</a> was a member of the Tseu Jamshul clan.</p>",,3173
Tsongpon,TOL969,tshong dpon,ཚོང་དཔོན།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	The Tsongpon family hailed from the Rudam Kyitram valley in Kham. The First Abbot of <a href=""http://www.treasuryoflives.org/geographies/view/Dzogchen-Monastery/TBRC_G16"">Dzogchen Monastery</a>'s <a href=""/geographies/view/Śrī-Siṃha-College/TBRC_G3219"">Śrī Siṃha College</a>, <a href=""/biographies/view/Sengdruk-Pema-Tashi/TBRC_P2914"">Sengdruk Pema Tashi</a>, was from this family.</p>",,4659
Tsur,TOL1382,mtshur,མཚུར།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	Members of The Tsur clan include <a href=""https://treasuryoflives.org/biographies/view/Tsur-Lots%C4%81wa-Yeshe-Jungne/P4308"">Tsur Lotsāwa Yeshe Jungne</a>, <a href=""https://treasuryoflives.org/biographies/view/Lots%C4%81wa-Tsurton-Wangne/TBRC_P3074"">Lotsāwa Tsurton Wangne</a>, <a href=""https://treasuryoflives.org/biographies/view/Tsurton-Yikgi-Gyeltsen-/TBRC_P4546"">Tsurton Yikgi Gyeltsen</a> and <a href=""https://treasuryoflives.org/biographies/view/Tsur-Sherab/TBRC_P4547"">Tsur Shera</a>b, who were active around the tenth and eleventh century.</p>",,5386; 6733
Tukwan,TOL644,thu'u bkwan,ཐུའུ་བཀྭན།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	Tukwan is the Tibetan rendering of the Chinese Tuguan, which denotes a type of local official or chieftain within the Monguor communities of Amdo. The important Tukwan incarnation lineage takes its name from this term, as the First Tukwan, <a href=""/biographies/view/Lobzang-Rabten/TBRC_P3548"">Lobzang Rabten</a>, was born into a family of Tukwan chieftans. Subsquent incarnations are also called Tukwans, though they were not actual lineal descendants. </p>",C2CN10968,3008; 5899
Tum,TOL513,gtum,གཏུམ།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	<a href=""/biographies/view/Tumton-Lodro-Drakpa/TBRC_P3446"">Tumton Lodro Drakpa</a>, the founder of Nartang Monastery, was born into the Tum clan in the village of Wumang (dbu mang) in Tsang in 1106.</p>",C11MS191,5790
Wangda,TOL588,dbang mda',དབང་མདའ།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	The Wangda was one of eight great tribal groups of Pema Bum in Golok.  <a href=""/biographies/view/Japa-Dongak-Gyatso/TBRC_P3JM9"">Japa Dongak Gyatso</a> belonged to the Wangda clan.</p>",C11MS180,12785
Wangyak,TOL620,dbang yag,དབང་ཡག།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	A sub-family belonging to the Dong clan. Donggom Zhikpo, born in the 13th century in a place called Chukyur Long (chu skyur klong) in the eastern part of Dome (mdo smad), belonged to the Wangyak family of the Dong clan.</p>",,
Welshul,TOL438,dbal shul,དབལ་ཤུལ།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	The clan name Welshul comes from the nomadic area Welshul in Amdo. Traditionally, the Welshul clan acted as important leaders in nomadic communities comprised of multiple clans. A Welshul Ponchen (dpon chen), the most powerful leader in the community, would be responsible for handling land disputes, theft etc.</p>",C11MS179,2943
Wodren,TOL58,'o bran,འོ་བྲན།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	The Wodren clan still preserves and practices the oral teachings of the spoken word lineage of Nyingma teachings. <span class=""biog-name-large""><a href=""/biographies/view/Odren-Pelgyi-Wangchuk/TBRC_P3AG55"">Wodren Pelgyi Wangchuk</a>, one of the twenty-five disciples of <a href=""/biographies/view/Padmasambhava/TBRC_p4956"">Padmasambhava</a>, was born into this clan in the eighth century. </span></p>",C11MS203,13058
Yi,TOL463,g.yi,གཡི།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	<a href=""/biographies/view/Rabten-Gyatso/TBRC_P4332"">Rabten Gyatso</a>, the eighteenth throneholder of Labrang Monaster, was born in 1723 to the Yi clan in Lusho (klu shod).</p>",C11MS187,6760
Yu,TOL252,g.yu,གཡུ།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	Dampa Yuzhik, born in the 13th century and the third lineage holder of the <em>Nyengyu Rigpa Chertong</em> cycle of Dzogchen teachings, belonged to the Yu clan on his father's side. His mother was from the Khyung clan. </p>",,13081
Yudra,TOL578,g.yu sgra,གཡུ་སྒྲ།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	It seems as if the Yudra clan had a non-Tibetan origin and they weren't ethnically Tibetan. The famed translator <a href=""/biographies/view/Rinchen-Zangpo/TBRC_P753"">Rinchen Zangpo</a> was a member of the Yudra clan.</p>",C11MS132,10199
Yungok,TOL580,g.yu rngog,གཡུ་རྔོག།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	<a href=""/biographies/view/Samten-Gyatso/TBRC_P1003"">Samten Gyatso</a>, a 17th century figure and the third abbot of Rongwo Monastery, belonged to the Yungok clan.</p>",C11MS188,1564
Zamtsa Ngorang,TOL676,zam tsha ngo rang,ཟམ་ཚ་ངོ་རང་།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	It seems likely that the clan was settled around a small town called Dentang (ldan thang) in Amdo. The Fifty-fifth Ganden Tripa, <a href=""/biographies/view/Ngawang-Namkha-Zangpo/TBRC_P2761"">Ngawang Namkha Zangpo</a> was born to the Pakpatsang family of the Zamtsa Ngorang clan.</p>",,
Zeu,TOL550,ze'u,ཟེའུ།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	A clan. <a href=""http://treasuryoflives.org/biographies/view/Zeu-Drakpa-Tsondru/TBRC_P1304"">Zeu Drakpa Tsondru</a>, the 10th abbot of Nartang Monastery, and <a href=""http://treasuryoflives.org/biographies/view/Zeu-Drakpa-Sherab/TBRC_P1303"">Zeu Drakpa Sherab</a>, the 11th abbot of Nartang Monastery, were both born into the Zeu clan in the 13th century.</p>
<p>
	 </p>",,2578
Zhak,TOL645,bzhag,བཞག།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	The Zhak clan was a traditionally Bonpo clan. <a href=""/biographies/view/Gomchen-Barwa/TBRC_P3AG3"">Gomchen Barwa</a> was born to this clan in the late 11th century in Upper Nyang (nyang stod).</p>",C11MS177,13087
Zhalu Kuzhang,TOL1626,zhwa lu sku zhang,ཞྭ་ལུ་སྐུ་ཞང་།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	The Zhalu Kuzhang was an aristocratic family based in Tsang, members of the Je clan. They were the lords of the Zhalu region under the Yuan dynasty of the thirteenth and fourteenth centuries, and were intermarried with the <a href=""/communities/view/Khon/TBRC_C69"">Khon</a> family, thus earning their name, which means &ldquo;royal uncle.&rdquo; They were patrons of <a href=""/geographies/view/Zhalu-Monastery/TBRC_G275"">Zhalu Monastery</a> and of <a href=""/biographies/view/Buton-Rinchen-Drub/TBRC_P155"">Buton Rinchen Drub</a>, and later of <a href=""/geographies/view/Ngor/TBRC_G211"">Ngor</a> and <a href=""/geographies/view/Nalendra/TBRC_G233"">Nalendra</a> monasteries as well, sending sons to serve as abbots of all three monasteries. </p>",,11158; 13790
Zhang,TOL164,zhang,ཞང་།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	The Zhang clan was traditionally affiliated with Bon. <a href=""/biographies/view/Drilungpa-Tsultrim-Sherab/TBRC_P3AG5"">Drilungpa Tsultrim Sherab</a> ('bri lung pa tshul khrims shes rab) was born in Tolung in the twelfth century into a family that belonged to the Zhang clan.</p>",,
Zhangpa,TOL1375,zhang pa,ཞང་པ།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	According to his autobiography Zhuchen Tsultrim Rinchen belonged to the Zhangpa (zhang pa) clan (<em>rus</em>), which he claimed had included many skilled artists who came before him.</p>",,10699
Zhiwatsang,TOL670,zhi ba tshang,ཞི་བ་ཚང་།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	The Zhiwatsang family were wealthy descendants of a royal lineage in Nyarong. <a href=""/biographies/view/Lerab-Lingpa/TBRC_P5970"">Lerab Lingpa</a>, also called Terton Sogyel, a prominent Nyingma treasure revealer from  Kham who was a teacher to many of the twentieth century's major figures, including the Thirteenth Dalai Lama, came from the Zhiwatsang family.</p>",C11MS227,8538
Zi,TOL74,zi,ཟི།,,,gzi,གཟི།,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	The Zi clan had a long history of Nyingma tantric teachings. <a href=""/biographies/view/Lhachuk-Kharwa-Nyida-O/TBRC_P4139"">Lhachuk Kharwa Nyida O</a>, one of the four main disciples of Lama Zhang Yudrakpa, was born to the Zi clan in the Dol area of Loro region in the 12th century.</p>",C11MS192,6547
Zira,TOL203,bzi ra,བཟི་ར།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	Clan. Family from the Budkang Da (bud khang mda') district of Dzamtang in Amdo. <a href=""/biographies/view/Ngawang-Lodro-Drakpa/TBRC_P6167"">Ngawang Lodro Drakpa</a> was born into this family in 1920.</p>",C11MS178,8752
Zur,TOL230,zur,ཟུར།,,,,,4,clan,rigs,རིགས།,氏族,,,,,"<p>
	The Zur Clan was a major supporter of the early Nyingma tradition in central Tibet. Their ancestry is traced to India, to a man named Osel Lhawang Zhonnu Tsuktorchen ('od gsal lha dbang gzhon nu gtsug tor can).</p>",,4630; 4632; 11352
Dekhar,TOL1583,bde mkhar,བདེ་མཁར།,,Lukhang,klu khang,ཀླུ་ཁང་།,689,Lhasa Aristocracy,sku drag nang mi,སྐུ་དྲག་ནང་མི།,卫藏贵族,,,,,"<p>
	Dekhar, also known as Lukhang, was a Kudrag family originating in U in central Tibet. <a href=""/biographies/view/Tsewang-Rabten/TBRC_P5387"">Tsewang Rabten</a>, who served in numerous government posts including Prime Minister, was the family's most prominent member. </p>",C24,13724
Delek Rabten,TOL1571,bde legs rab brtan,བདེ་ལེགས་རབ་བརྟན།,,,,,689,Lhasa Aristocracy,sku drag nang mi,སྐུ་དྲག་ནང་མི།,卫藏贵族,Gerpa; Midrak,mi drag; sger pa,མི་དྲག།; སྒེར་པ།,,"<p>
        The Delek Rabten family was a noble gerpa family from Shigatse whose members included <a href=""/biographies/view/Tsawa-Tulku/TBRC_P1160"">Tsawa Tulku</a>, <a href=""/biographies/view/General-Dingja/TBRC_P2265"">General Dingja</a>, Dorje Yugyal (also known as Delek Rabten) and <a href=""/biographies/view/Rigdzin-Chodron/TBRC_P2LS290"">Rigdzin Chodron</a>. They were allied through marriage to the <a href=""/communities/view/Tsarongs/TBRC_C35"">Tsarongs</a>. Delek Rabten married Tsarong Norbu Yudron and Rigdzin Chodron was married to <a href=""/biographies/view/Tsarong-Samdrub-Tsering/TBRC_TBRC_P2LS287"">Tsarong Samdrub Tsering</a>. After Samdrub Tsering was killed, Rigdzin Chodron married <a href=""/biographies/view/Tsarong-Dasang-Damdul/TBRC_P5410"">Tsarong Dasang Damdul</a> but later became a nun.</p>",C2CN11019,2418; 3950
Dokhar,TOL1590,mdo mkhar,མདོ་མཁར།,,,rag kha shar,རག་ཁ་ཤར།,689,Lhasa Aristocracy,sku drag nang mi,སྐུ་དྲག་ནང་མི།,卫藏贵族,Depon,de dpon,དེ་དཔོན།,,"<p>
	Dokhar, also known as Rakhashar, was a depon family originating in Taklung to the north of Lhasa. The family was affiliated with <a href=""/geographies/view/Taklung-monastery/TBRC_G67"">Taklung Monastery</a> and also had a town house in Lhasa near the Jokhang.</p>",C10,9343; 13788; 13843
Doring,TOL671,rdo ring,རྡོ་རིང་།,,,,,689,Lhasa Aristocracy,sku drag nang mi,སྐུ་དྲག་ནང་མི།,卫藏贵族,Depon,de dpon,དེ་དཔོན།,,"<p>
	The Doring family, also known as the Gazhi, ruled over Nakchu during the time of Ganden Podrang rule. The family's Gazhi estate lay north of Gyantse. The family became powerful with <a href=""/biographies/view/Sonam-Gyalpo/TBRC_P347"">Sonam Gyelpo</a> of Khangchen in Shang, known as Khangchenne, who Lhazang Khan appointed governor (<em>sgar dpon</em>) of Ngari Korsum, Western Tibet in 1715 or 1716. The name of Doring for the Gazhi family comes from their manor house in Lhasa, which was in front of the pillar (<em>rdo ring</em>) bearing the text of the treaty of 822. <a href=""/biographies/view/Doring-Tendzin-Peljor/TBRC_P300"">Doring Tendzin Peljor</a> recorded the family's history in <em>Doring Paṇḍita's Biography.</em></p>",C8,3738; 5306; 13690
